# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_2w_LPS_noRC_2_S6
#
# total peaks = 29896
# peak size = 79
# peaks found using tags on both strands
# minimum distance between peaks = 158
# fragment length = 300
# genome size = 2000000000
# Total tags = 11243027.0
# Total tags in peaks = 651417.0
# Approximate IP efficiency = 5.79%
# tags per bp = 0.004808
# expected tags per peak = 0.380
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 1.623950e-07
# FDR tag threshold = 7.0
# number of putative peaks = 102280
#
# input tag directory = Anat_WT_2w_LPS_noRC_2_S6
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 68751
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 3617
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 16
#
# cmd = findPeaks Anat_WT_2w_LPS_noRC_2_S6 -o Anat_WT_2w_LPS_noRC_2_S6.peaks.txt -style factor -fragLength 300 -i Anat_WT_2w_LPS_noRC_2_S6
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr10-60	chr10	40603137	40603215	+	106.3	0.719	63.000000	120.0	15.5	7.74	2.20e-63	45.61	7.93e-149	0.99
chr4-117	chr4	52451835	52451913	+	105.8	0.634	58.500000	119.5	28.0	4.27	2.63e-37	38.00	3.87e-136	1.11
chr10-56	chr10	84647949	84648027	+	105.8	0.573	63.500000	119.5	22.0	5.43	3.43e-47	26.68	6.75e-120	0.99
chr12-43	chr12	73186826	73186904	+	105.8	0.493	70.000000	119.5	22.5	5.31	3.03e-46	15.57	6.89e-94	0.91
chr18-66	chr18	31919375	31919453	+	105.8	0.650	58.000000	119.0	27.5	4.33	5.06e-38	38.01	1.80e-138	1.07
chr8-87	chr8	108351345	108351423	+	105.4	0.545	63.500000	119.0	22.5	5.29	3.03e-46	23.58	4.42e-114	0.99
chr13-31	chr13	86186334	86186412	+	105.4	0.709	69.500000	119.0	29.0	4.10	6.37e-36	38.80	1.68e-139	0.89
chr2-59	chr2	172196172	172196250	+	105.0	0.668	65.000000	118.0	24.0	4.92	7.39e-43	53.02	2.35e-155	0.97
chr10-146	chr10	114688448	114688526	+	105.0	0.715	55.500000	118.5	29.0	4.09	2.62e-35	38.54	2.27e-139	1.14
chr11-54	chr11	121098324	121098402	+	105.0	0.620	63.000000	122.5	19.0	6.45	6.83e-56	26.44	1.86e-119	1.00
chr13-266	chr13	44964960	44965038	+	105.0	0.919	44.500000	118.5	21.5	5.51	2.02e-47	100.98	2.41e-186	1.46
chr13-30	chr13	65379978	65380056	+	105.0	0.633	69.500000	119.5	22.5	5.31	3.03e-46	39.51	3.19e-139	0.90
chr7-76	chr7	26052739	26052817	+	104.5	0.475	65.000000	119.5	24.5	4.88	1.06e-42	9.09	7.93e-69	0.97
chr15-31	chr15	81191345	81191423	+	104.5	0.663	66.500000	117.5	26.0	4.52	5.88e-39	44.45	4.59e-145	0.96
chr17-38	chr17	21787526	21787604	+	104.5	0.711	68.000000	118.0	20.5	5.76	1.97e-49	47.29	3.74e-148	0.91
chr15-47	chr15	81641551	81641629	+	104.1	0.549	63.000000	117.0	21.0	5.57	1.16e-47	22.11	5.31e-110	0.98
chr12-67	chr12	55797664	55797742	+	103.6	0.577	63.000000	116.5	2.5	46.60	3.58e-146	19.77	3.05e-98	0.97
chr3-56	chr3	87981814	87981892	+	103.2	0.543	67.000000	118.5	26.5	4.47	7.46e-39	22.62	4.14e-111	0.95
chr1-248	chr1	51535339	51535417	+	102.7	0.650	51.500000	115.5	20.0	5.78	3.54e-48	16.85	5.39e-96	1.19
chr4-199	chr4	86221503	86221581	+	102.7	0.701	52.500000	115.5	28.5	4.05	3.85e-34	48.91	5.02e-146	1.20
chr7-175	chr7	17509706	17509784	+	102.7	0.567	56.000000	115.5	19.5	5.92	3.15e-49	23.01	6.24e-108	1.12
chr7-80	chr7	52622652	52622730	+	102.7	0.612	63.500000	117.5	16.0	7.34	2.50e-59	20.81	2.78e-105	1.00
chr12-60	chr12	4775811	4775889	+	102.7	0.747	64.500000	115.5	20.5	5.63	3.69e-47	48.81	1.15e-144	0.99
chr18-115	chr18	42671062	42671140	+	102.7	0.599	52.500000	115.5	24.5	4.71	5.63e-40	17.29	2.08e-97	1.18
chr5-104	chr5	76958283	76958361	+	101.8	0.688	59.500000	114.5	25.0	4.58	1.62e-38	35.07	5.87e-130	1.03
chr1-85	chr1	95700590	95700668	+	101.4	0.560	63.000000	114.5	26.5	4.32	2.81e-36	15.19	1.80e-86	0.96
chr5-95	chr5	23900224	23900302	+	101.4	0.637	60.500000	114.5	15.0	7.63	1.64e-59	34.66	4.97e-126	1.02
chr9-585	chr9	3258832	3258910	+	101.4	0.916	37.500000	114.0	2.0	57.00	1.12e-153	123.42	1.84e-191	1.66
chr6-25	chr6	71221630	71221708	+	101.0	0.619	71.500000	119.5	18.5	6.46	1.22e-54	17.73	6.44e-97	0.87
chr7-68	chr7	99709739	99709817	+	101.0	0.500	67.500000	113.5	17.5	6.49	3.86e-52	19.96	1.98e-102	0.90
chr7-71	chr7	120657235	120657313	+	101.0	0.641	66.500000	114.5	24.5	4.67	2.65e-39	15.47	2.01e-90	0.92
chr17-272	chr17	35575965	35576043	+	101.0	0.782	46.000000	113.5	19.5	5.82	1.09e-47	31.29	3.00e-121	1.33
chr3-46	chr3	53667882	53667960	+	100.5	0.624	68.000000	118.0	21.5	5.49	2.02e-47	39.42	6.77e-131	0.91
chr4-56	chr4	15885237	15885315	+	100.5	0.619	65.000000	113.5	25.0	4.54	7.39e-38	33.47	8.16e-127	0.93
chr10-79	chr10	52102030	52102108	+	100.5	0.581	61.500000	115.0	17.0	6.76	5.26e-55	20.17	3.86e-101	1.01
chr17-54	chr17	17975185	17975263	+	100.5	0.594	65.500000	125.0	27.5	4.55	6.39e-42	23.07	4.23e-107	0.96
chr1-369	chr1	108693264	108693342	+	100.1	0.776	46.000000	114.0	20.5	5.56	2.07e-46	35.99	6.16e-129	1.35
chr2-102	chr2	11699208	11699286	+	100.1	0.694	58.500000	112.5	25.5	4.41	1.88e-36	14.87	1.49e-85	1.06
chr2-172	chr2	139892524	139892602	+	100.1	0.671	53.500000	114.0	24.5	4.65	2.65e-39	25.34	1.21e-112	1.17
chr9-28	chr9	13631714	13631792	+	100.1	0.470	71.000000	113.0	21.0	5.38	1.07e-44	10.09	6.42e-70	0.85
chr10-50	chr10	7309597	7309675	+	100.1	0.668	65.000000	115.5	28.5	4.05	3.85e-34	44.72	1.91e-139	0.95
chr17-326	chr17	71313056	71313134	+	100.1	0.993	44.000000	112.5	0.5	225.00	5.92e-217	30.51	4.37e-117	1.44
chr3-66	chr3	10440115	10440193	+	99.6	0.725	64.500000	112.5	23.5	4.79	1.44e-39	56.76	6.16e-148	0.95
chr3-117	chr3	130412359	130412437	+	99.6	0.659	59.500000	112.0	25.0	4.48	3.35e-37	47.76	1.42e-142	1.03
chr6-63	chr6	83817211	83817289	+	99.6	0.699	63.000000	118.0	26.0	4.54	1.29e-39	44.94	1.13e-139	0.99
chr9-88	chr9	121614083	121614161	+	99.6	0.706	60.500000	113.0	21.5	5.26	9.34e-44	56.64	7.69e-148	1.04
chr16-32	chr16	87440594	87440672	+	99.6	0.721	68.500000	113.5	27.0	4.20	6.12e-35	56.71	1.45e-146	0.88
chr1-193	chr1	167564723	167564801	+	99.2	0.719	54.500000	112.5	17.0	6.62	1.59e-52	28.55	8.81e-112	1.14
chr9-119	chr9	3012549	3012627	+	99.2	0.930	57.000000	111.5	2.5	44.60	7.07e-138	14.87	4.37e-87	1.14
chr14-73	chr14	123382596	123382674	+	99.2	0.625	57.500000	111.5	14.5	7.69	2.68e-58	21.80	1.43e-103	1.05
chr13-57	chr13	58230084	58230162	+	98.7	0.539	62.500000	111.5	18.5	6.03	2.84e-48	21.94	4.46e-104	0.97
chr13-84	chr13	62568130	62568208	+	98.7	0.673	58.500000	112.0	25.5	4.39	1.88e-36	62.23	7.63e-154	1.04
chr1-118	chr1	72629674	72629752	+	98.3	0.687	59.500000	116.5	28.0	4.16	1.99e-35	29.34	3.40e-117	1.06
chr3-163	chr3	40650766	40650844	+	98.3	0.666	54.500000	111.0	21.5	5.16	2.57e-42	27.45	3.93e-114	1.10
chr10-154	chr10	80164834	80164912	+	98.3	0.626	55.000000	110.5	25.0	4.42	6.69e-36	15.44	5.32e-88	1.08
chr3-90	chr3	152059045	152059123	+	97.8	0.519	62.000000	110.5	26.5	4.17	9.23e-34	18.41	4.90e-95	1.01
chr6-186	chr6	118369563	118369641	+	97.8	0.665	50.500000	111.5	19.0	5.87	3.34e-47	40.57	1.92e-132	1.20
chr11-74	chr11	31770647	31770725	+	97.8	0.622	60.000000	110.0	11.5	9.57	3.38e-67	24.89	5.14e-101	0.97
chr1-100	chr1	129999510	129999588	+	97.4	0.495	61.500000	110.0	17.5	6.29	1.02e-49	14.56	1.31e-84	0.98
chr7-135	chr7	28459656	28459734	+	97.4	0.690	59.000000	111.0	12.5	8.88	1.36e-64	43.62	5.84e-132	1.03
chr8-97	chr8	73891322	73891400	+	97.4	0.672	62.000000	109.5	18.0	6.08	8.42e-48	14.31	7.62e-84	0.99
chr14-48	chr14	22650364	22650442	+	97.4	0.664	61.000000	110.0	15.0	7.33	5.22e-56	31.36	3.38e-119	1.01
chr1-197	chr1	177810665	177810743	+	96.9	0.763	54.500000	109.0	23.0	4.74	2.41e-38	75.21	6.05e-160	1.09
chr9-94	chr9	21314555	21314633	+	96.9	0.599	59.500000	110.0	26.0	4.23	1.86e-34	26.64	9.92e-111	1.04
chr12-89	chr12	72075622	72075700	+	96.9	0.665	59.000000	109.0	24.0	4.54	9.27e-37	26.55	8.39e-112	1.01
chr13-75	chr13	67033879	67033957	+	96.9	0.537	60.000000	109.5	25.5	4.29	1.56e-34	21.59	2.72e-101	1.02
chr1-285	chr1	168269408	168269486	+	96.5	0.781	49.500000	109.0	27.0	4.04	1.80e-32	46.82	1.98e-136	1.23
chr7-134	chr7	26180784	26180862	+	96.5	0.583	59.000000	109.0	21.5	5.07	6.81e-41	22.59	2.23e-102	1.01
chr3-41	chr3	143868346	143868424	+	96.1	0.554	69.500000	108.5	23.5	4.62	7.12e-37	14.09	7.42e-82	0.86
chr5-106	chr5	121063197	121063275	+	96.1	0.533	59.500000	108.5	21.0	5.17	4.47e-41	16.42	2.50e-89	1.02
chr5-54	chr5	149740359	149740437	+	96.1	0.601	65.000000	108.5	17.0	6.38	2.86e-49	35.76	1.08e-120	0.92
chr7-204	chr7	88092496	88092574	+	96.1	0.726	54.500000	109.0	22.0	4.95	5.09e-40	75.56	1.04e-158	1.10
chr9-73	chr9	121767118	121767196	+	96.1	0.622	63.500000	109.0	26.5	4.11	3.84e-33	21.98	3.17e-100	0.96
chr10-69	chr10	110447001	110447079	+	96.1	0.647	62.500000	108.0	25.0	4.32	1.29e-34	27.44	4.80e-111	0.95
chr1-66	chr1	10028184	10028262	+	95.6	0.689	65.500000	112.0	19.0	5.89	5.66e-48	24.56	4.03e-105	0.94
chr2-190	chr2	69044222	69044300	+	95.6	0.747	52.500000	107.5	20.5	5.24	2.87e-41	36.07	1.45e-123	1.14
chr2-32	chr2	79475435	79475513	+	95.6	0.633	72.000000	108.5	27.0	4.02	7.29e-32	16.00	3.37e-87	0.85
chr2-146	chr2	102913632	102913710	+	95.6	0.612	55.000000	109.0	23.5	4.64	1.53e-37	24.06	3.49e-105	1.10
chr8-552	chr8	4656746	4656824	+	95.6	0.856	39.000000	107.5	0.5	215.00	3.05e-205	135.05	5.61e-184	1.53
