# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_12h_LPS3
#
# total peaks = 35435
# peak size = 77
# peaks found using tags on both strands
# minimum distance between peaks = 154
# fragment length = 300
# genome size = 2000000000
# Total tags = 17922219.5
# Total tags in peaks = 971741.5
# Approximate IP efficiency = 5.42%
# tags per bp = 0.007926
# expected tags per peak = 0.610
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 2.779433e-07
# FDR tag threshold = 8.0
# number of putative peaks = 148809
#
# input tag directory = Anat_WT_12h_LPS3
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 106718
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 6642
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 14
#
# cmd = findPeaks Anat_WT_12h_LPS3 -o Anat_WT_12h_LPS3.peaks.txt -style factor -fragLength 300 -i Anat_WT_12h_LPS3
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr8-588	chr8	4656739	4656815	+	121.1	0.837	64.500000	217.0	0.5	434.00	0.00e+00	146.80	0.00e+00	1.16
chr10-14	chr10	57960803	57960879	+	118.8	0.625	124.500000	214.0	51.5	4.16	5.56e-64	48.17	7.05e-265	0.59
chr12-10	chr12	36883538	36883614	+	116.1	0.577	132.000000	209.0	35.5	5.89	9.08e-88	24.95	3.49e-204	0.56
chr8-36	chr8	75094827	75094903	+	113.8	0.563	116.500000	204.5	48.5	4.22	6.65e-62	23.92	1.87e-197	0.62
chr4-17	chr4	102787041	102787117	+	109.6	0.537	119.500000	197.0	46.5	4.24	2.57e-60	19.71	3.94e-174	0.61
chr14-46	chr14	119406746	119406822	+	109.4	0.693	101.000000	196.5	44.5	4.42	1.44e-62	25.75	5.45e-188	0.71
chr15-16	chr15	94373877	94373953	+	108.8	0.567	121.500000	199.0	37.0	5.38	3.13e-77	25.02	1.82e-189	0.62
chr16-15	chr16	44139167	44139243	+	107.4	0.645	123.500000	196.5	37.5	5.24	4.07e-74	15.92	2.84e-152	0.59
chr9-80	chr9	3012550	3012626	+	107.1	0.913	101.000000	192.0	5.0	38.40	3.10e-225	15.35	4.13e-148	0.74
chr9-46	chr9	3012524	3012600	+	106.3	0.923	108.500000	190.5	14.0	13.61	5.39e-141	15.36	2.71e-150	0.66
chr3-22	chr3	138105882	138105958	+	102.4	0.589	120.000000	183.5	40.5	4.53	3.98e-60	25.83	4.56e-181	0.60
chr6-38	chr6	39542577	39542653	+	102.1	0.667	111.000000	183.0	43.0	4.26	1.92e-56	51.80	3.03e-235	0.64
chr1-30	chr1	193221300	193221376	+	101.3	0.520	120.000000	181.5	44.5	4.08	3.87e-53	15.34	3.66e-143	0.58
chr2-49	chr2	139892525	139892601	+	99.9	0.672	109.000000	179.5	39.0	4.60	8.34e-60	26.47	4.14e-181	0.66
chr18-24	chr18	47118525	47118601	+	99.9	0.636	109.000000	179.0	35.0	5.11	1.71e-66	30.14	1.65e-189	0.65
chr7-173	chr7	13466446	13466522	+	98.8	0.739	92.000000	177.0	35.5	4.99	3.35e-64	46.74	1.49e-222	0.77
chr8-82	chr8	4677733	4677809	+	98.8	0.557	103.500000	177.5	41.0	4.33	1.68e-55	14.76	1.76e-137	0.68
chr10-70	chr10	67000360	67000436	+	98.8	0.603	102.500000	177.0	43.0	4.12	1.06e-52	20.40	6.12e-161	0.68
chr2-68	chr2	136717106	136717182	+	97.9	0.572	105.000000	178.0	39.5	4.51	2.25e-58	15.13	2.19e-135	0.67
chr14-25	chr14	19103519	19103595	+	97.1	0.617	110.500000	174.5	39.0	4.47	1.62e-56	21.81	4.69e-160	0.63
chr1-25	chr1	163806931	163807007	+	96.8	0.617	122.500000	176.0	19.0	9.26	3.65e-104	11.42	9.04e-116	0.58
chr7-105	chr7	71537336	71537412	+	96.2	0.544	101.500000	175.0	34.0	5.15	1.93e-65	22.57	1.20e-163	0.69
chr4-20	chr4	108874664	108874740	+	96.0	0.605	117.000000	172.0	37.5	4.59	1.67e-57	31.73	9.22e-186	0.59
chr8-68	chr8	19893022	19893098	+	96.0	0.646	105.500000	172.0	38.0	4.53	9.95e-57	28.42	6.52e-178	0.67
chr12-68	chr12	32184622	32184698	+	96.0	0.559	105.000000	178.0	39.5	4.51	2.25e-58	24.08	2.28e-165	0.68
chr10-53	chr10	17742886	17742962	+	95.1	0.622	107.500000	170.5	38.0	4.49	2.03e-55	31.25	1.35e-183	0.64
chr17-128	chr17	36368464	36368540	+	95.1	0.769	90.500000	171.0	10.0	17.10	3.88e-143	34.79	2.30e-192	0.79
chr8-58	chr8	13785703	13785779	+	94.9	0.529	108.000000	170.0	38.0	4.47	2.03e-55	25.50	2.06e-170	0.64
chr14-43	chr14	32454270	32454346	+	94.6	0.622	101.000000	170.5	38.0	4.49	2.03e-55	42.09	7.56e-205	0.69
chr17-52	chr17	3557636	3557712	+	94.6	0.526	109.000000	170.0	20.0	8.50	4.81e-95	21.30	7.61e-156	0.64
chr13-21	chr13	65379999	65380075	+	94.3	0.646	116.500000	172.5	33.5	5.15	3.33e-64	33.66	4.26e-189	0.60
chr8-29	chr8	47772361	47772437	+	94.0	0.631	119.500000	168.5	35.5	4.75	5.26e-58	49.70	1.86e-214	0.59
chr4-142	chr4	86221504	86221580	+	93.5	0.688	91.500000	167.5	33.0	5.08	1.51e-61	36.66	3.53e-187	0.77
chr8-81	chr8	72298755	72298831	+	93.2	0.640	104.000000	170.5	38.0	4.49	2.03e-55	31.86	6.32e-182	0.68
chr3-63	chr3	54496634	54496710	+	92.9	0.656	107.000000	166.5	41.5	4.01	5.52e-48	33.16	1.60e-184	0.65
chr3-54	chr3	30894566	30894642	+	91.8	0.593	108.000000	166.0	31.5	5.27	1.50e-63	26.03	7.02e-162	0.64
chr7-74	chr7	138703818	138703894	+	91.2	0.633	107.500000	163.5	13.0	12.58	4.58e-116	33.58	5.66e-179	0.65
chr17-54	chr17	71351707	71351783	+	90.9	0.545	108.000000	165.0	32.5	5.08	5.09e-61	24.51	1.10e-155	0.65
chr7-52	chr7	99709717	99709793	+	90.4	0.526	113.500000	162.0	27.0	6.00	1.39e-69	21.17	7.84e-149	0.60
chr2-1224	chr2	5300333	5300409	+	89.8	0.984	54.500000	161.0	31.5	5.11	5.77e-60	114.95	1.18e-264	1.24
chr6-65	chr6	11857639	11857715	+	89.8	0.590	101.500000	163.5	29.0	5.64	3.62e-66	35.05	5.58e-183	0.68
chr7-56	chr7	52622654	52622730	+	89.8	0.563	112.500000	161.5	35.5	4.55	2.49e-53	18.02	2.63e-137	0.62
chr10-31	chr10	4540736	4540812	+	89.6	0.507	115.000000	161.0	38.0	4.24	1.20e-49	16.39	1.10e-129	0.60
chr10-67	chr10	80959309	80959385	+	89.6	0.597	104.000000	160.5	22.5	7.13	9.32e-79	19.52	1.73e-137	0.66
chr6-75	chr6	56873995	56874071	+	89.3	0.598	99.500000	161.0	20.5	7.85	2.94e-85	28.34	1.89e-164	0.70
chr12-94	chr12	76697223	76697299	+	89.3	0.601	98.000000	165.5	32.0	5.17	6.47e-62	19.96	3.16e-144	0.72
chr6-31	chr6	83276029	83276105	+	89.0	0.644	113.500000	159.5	30.0	5.32	2.85e-61	24.41	1.07e-153	0.60
chr7-57	chr7	28258503	28258579	+	88.4	0.554	111.500000	158.5	26.5	5.98	1.50e-67	12.55	2.47e-110	0.62
chr15-58	chr15	11329412	11329488	+	88.4	0.654	101.000000	158.5	34.5	4.59	6.77e-53	30.03	2.47e-169	0.68
chr17-63	chr17	15701426	15701502	+	88.4	0.609	105.000000	159.5	28.0	5.70	3.56e-65	24.34	1.89e-155	0.65
chr12-100	chr12	4775808	4775884	+	88.2	0.668	96.000000	159.5	23.5	6.79	2.47e-75	43.47	6.12e-189	0.72
chr13-69	chr13	35998045	35998121	+	88.2	0.579	98.500000	158.0	33.0	4.79	2.67e-55	31.68	1.22e-169	0.69
chr8-75	chr8	73895380	73895456	+	87.9	0.560	104.500000	158.5	34.0	4.66	1.11e-53	13.81	5.47e-115	0.65
chr17-67	chr17	21787527	21787603	+	87.9	0.679	104.500000	158.0	30.5	5.18	1.25e-59	38.49	2.54e-183	0.66
chr12-88	chr12	82585864	82585940	+	87.6	0.650	101.500000	157.0	39.0	4.03	8.19e-46	48.06	9.36e-197	0.68
chr6-66	chr6	56664901	56664977	+	87.3	0.555	101.500000	159.5	30.5	5.23	2.40e-60	21.21	2.26e-144	0.68
chr13-22	chr13	86186330	86186406	+	87.0	0.648	116.500000	158.0	35.0	4.51	4.00e-52	30.76	1.67e-167	0.58
chr15-74	chr15	44450521	44450597	+	87.0	0.612	96.500000	160.0	33.0	4.85	1.14e-56	15.72	2.15e-124	0.71
chr3-45	chr3	10440104	10440180	+	86.8	0.700	110.000000	156.5	30.5	5.13	3.35e-58	48.60	1.04e-197	0.62
chr10-118	chr10	57205985	57206061	+	86.8	0.638	95.000000	155.5	31.5	4.94	9.45e-56	24.63	2.69e-153	0.71
chr1-84	chr1	166237632	166237708	+	86.5	0.643	104.000000	155.5	29.5	5.27	2.64e-59	26.50	5.06e-156	0.65
chr2-113	chr2	32631122	32631198	+	85.9	0.645	97.500000	154.0	32.5	4.74	2.13e-53	40.90	1.41e-182	0.71
chr9-76	chr9	3025607	3025683	+	85.9	0.621	101.500000	154.5	34.0	4.54	5.00e-51	5.84	1.04e-64	0.67
chr12-133	chr12	77866519	77866595	+	85.6	0.670	88.000000	155.0	37.0	4.19	2.75e-47	49.98	5.23e-197	0.77
chr8-86	chr8	119445645	119445721	+	85.1	0.572	102.500000	153.5	24.5	6.27	4.73e-68	27.94	2.20e-158	0.66
chr3-67	chr3	53667881	53667957	+	84.3	0.569	105.500000	163.0	22.5	7.24	2.49e-81	32.65	6.31e-166	0.64
chr7-130	chr7	147222398	147222474	+	84.3	0.568	97.000000	151.0	30.5	4.95	1.11e-54	29.45	1.99e-159	0.70
chr1-74	chr1	88479193	88479269	+	84.0	0.602	107.000000	154.5	32.0	4.83	3.21e-54	33.22	6.54e-166	0.63
chr7-99	chr7	146574615	146574691	+	83.4	0.567	102.500000	152.0	28.5	5.33	5.38e-59	15.22	4.14e-117	0.66
chr10-63	chr10	20031964	20032040	+	83.4	0.540	104.500000	149.5	33.5	4.46	1.63e-48	15.64	1.54e-119	0.66
chr17-60	chr17	17975175	17975251	+	83.1	0.583	105.500000	149.5	35.5	4.21	1.27e-45	20.09	9.42e-134	0.63
chr2-180	chr2	13193131	13193207	+	82.9	0.656	89.000000	148.5	35.0	4.24	1.07e-45	21.72	1.58e-138	0.74
chr8-97	chr8	108351380	108351456	+	82.9	0.512	100.500000	148.5	18.5	8.03	1.44e-79	19.73	5.55e-130	0.66
chr10-100	chr10	116661321	116661397	+	82.9	0.602	97.500000	149.5	35.0	4.27	2.51e-46	32.39	5.49e-158	0.68
chr13-85	chr13	8885083	8885159	+	82.9	0.643	94.500000	148.5	33.5	4.43	7.25e-48	20.89	2.04e-133	0.71
chr17-75	chr17	21816881	21816957	+	82.9	0.680	100.500000	151.0	33.5	4.51	8.03e-50	33.49	2.60e-165	0.68
chr4-165	chr4	73897807	73897883	+	82.6	0.608	89.000000	148.0	27.0	5.48	6.24e-59	24.59	2.25e-146	0.75
chr5-63	chr5	114580900	114580976	+	82.6	0.570	103.500000	149.5	11.0	13.59	6.96e-111	24.15	2.26e-141	0.65
chr1-95	chr1	75518057	75518133	+	82.3	0.660	101.000000	148.5	24.0	6.19	3.29e-65	35.56	2.33e-161	0.66
chr9-15	chr9	3006810	3006886	+	82.3	0.830	129.000000	151.0	3.0	50.33	6.53e-195	7.16	6.73e-73	0.55
chr9-70	chr9	121766883	121766959	+	82.0	0.553	103.000000	150.0	26.5	5.66	2.02e-61	23.58	8.20e-143	0.65
chr7-126	chr7	99889978	99890054	+	81.7	0.640	97.500000	148.0	31.5	4.70	5.82e-51	18.34	1.76e-126	0.68
chr11-51	chr11	45768772	45768848	+	81.5	0.652	101.500000	146.0	36.0	4.06	4.34e-43	40.05	8.93e-172	0.67
chr3-95	chr3	97572007	97572083	+	81.2	0.597	99.500000	145.5	31.5	4.62	5.95e-49	30.24	1.18e-153	0.67
chr6-81	chr6	47545123	47545199	+	81.2	0.638	98.500000	147.0	32.0	4.59	1.69e-49	20.63	5.80e-130	0.68
chr4-76	chr4	6284522	6284598	+	80.9	0.551	100.000000	145.5	30.5	4.77	1.49e-50	22.89	5.23e-137	0.66
chr1-121	chr1	169280075	169280151	+	80.6	0.691	98.000000	146.5	33.0	4.44	2.58e-47	42.21	2.23e-171	0.68
chr5-153	chr5	73647899	73647975	+	80.6	0.614	91.000000	145.0	34.0	4.26	3.22e-45	15.48	5.34e-114	0.72
chr7-117	chr7	88092624	88092700	+	80.6	0.683	99.500000	144.5	33.0	4.38	5.03e-46	53.02	3.70e-189	0.67
chr10-99	chr10	84039160	84039236	+	80.6	0.591	97.500000	145.0	23.0	6.30	4.27e-65	20.18	1.97e-130	0.67
chr13-99	chr13	93124805	93124881	+	80.6	0.532	92.500000	146.0	35.5	4.11	9.24e-44	15.82	1.12e-114	0.76
chr16-57	chr16	10412130	10412206	+	80.3	0.601	99.500000	144.5	36.0	4.01	7.12e-42	26.85	1.65e-145	0.66
chr18-45	chr18	49992147	49992223	+	80.3	0.649	101.500000	144.0	26.5	5.43	6.05e-57	24.53	3.62e-140	0.66
chr1-96	chr1	99666736	99666812	+	80.1	0.586	101.000000	143.5	29.5	4.86	7.70e-51	23.22	6.64e-137	0.66
chr2-37	chr2	79475458	79475534	+	80.1	0.590	113.000000	144.0	31.5	4.57	2.74e-48	15.95	5.62e-115	0.59
chr10-105	chr10	78037648	78037724	+	80.1	0.583	97.000000	144.5	26.5	5.45	6.05e-57	25.67	7.82e-144	0.70
chr18-296	chr18	30432408	30432484	+	80.1	0.807	69.500000	145.0	26.0	5.58	1.15e-58	42.16	9.98e-173	0.96
chr5-71	chr5	150439097	150439173	+	79.5	0.541	102.500000	145.0	32.5	4.46	2.05e-47	20.92	9.25e-131	0.65
chr6-72	chr6	121060356	121060432	+	79.5	0.621	100.500000	142.5	35.5	4.01	2.56e-41	30.56	3.29e-153	0.68
chr10-117	chr10	52102085	52102161	+	79.5	0.518	95.000000	146.0	33.5	4.36	1.41e-46	16.02	5.04e-112	0.71
chr5-161	chr5	144236438	144236514	+	79.2	0.592	90.000000	142.0	34.5	4.12	1.19e-42	19.07	7.31e-122	0.73
chr13-66	chr13	74199680	74199756	+	79.2	0.663	100.000000	144.5	27.0	5.35	5.44e-56	51.12	2.41e-184	0.67
chr14-31	chr14	48751299	48751375	+	79.2	0.568	106.000000	142.5	21.0	6.79	1.88e-67	19.85	3.12e-125	0.62
chr18-80	chr18	77286006	77286082	+	79.2	0.666	93.000000	146.0	27.0	5.41	1.87e-57	37.66	8.89e-165	0.73
chr3-156	chr3	40698074	40698150	+	79.0	0.677	90.500000	141.5	28.0	5.05	5.08e-52	29.82	1.06e-150	0.74
chr5-154	chr5	87233101	87233177	+	79.0	0.640	91.000000	142.5	33.0	4.32	9.56e-45	18.32	3.83e-122	0.74
chr7-119	chr7	120657236	120657312	+	79.0	0.621	99.500000	142.0	28.5	4.98	7.52e-52	13.40	3.24e-104	0.67
chr17-117	chr17	24388462	24388538	+	79.0	0.641	92.000000	142.0	35.0	4.06	5.60e-42	24.64	1.89e-139	0.71
chr1-110	chr1	10028008	10028084	+	78.7	0.653	98.500000	147.0	23.0	6.39	1.05e-66	22.51	3.40e-133	0.67
chr5-192	chr5	130089951	130090027	+	78.7	0.681	86.500000	141.0	27.0	5.22	8.12e-54	36.41	1.25e-161	0.77
chr18-65	chr18	74375663	74375739	+	78.7	0.667	97.000000	142.5	22.5	6.33	7.62e-64	20.86	5.54e-127	0.68
chr8-167	chr8	48618838	48618914	+	78.4	0.668	88.500000	141.5	31.0	4.56	4.44e-47	22.13	1.44e-130	0.75
chr8-140	chr8	108384485	108384561	+	78.4	0.611	92.000000	140.5	30.5	4.61	3.41e-47	18.33	1.85e-120	0.72
chr1-228	chr1	171899356	171899432	+	77.8	0.678	86.500000	145.0	33.0	4.39	1.14e-46	24.38	7.20e-137	0.79
chr2-114	chr2	38782149	38782225	+	77.8	0.589	97.500000	140.0	22.5	6.22	3.02e-62	28.03	3.73e-144	0.67
chr9-119	chr9	3025491	3025567	+	77.8	0.802	94.500000	140.5	28.5	4.93	1.86e-50	5.22	6.42e-53	0.70
chr13-50	chr13	74777459	74777535	+	77.8	0.622	103.000000	140.0	32.5	4.31	3.42e-44	30.36	1.82e-143	0.64
chr14-89	chr14	73924819	73924895	+	77.8	0.614	91.500000	140.5	26.0	5.40	5.81e-55	38.83	4.71e-164	0.71
chr19-64	chr19	26679433	26679509	+	77.8	0.692	86.500000	139.5	33.5	4.16	3.70e-42	15.15	3.20e-105	0.75
chr2-129	chr2	172196173	172196249	+	77.6	0.612	95.500000	140.5	27.5	5.11	3.38e-52	38.68	1.18e-162	0.71
chr5-119	chr5	45841455	45841531	+	77.6	0.596	95.500000	139.0	32.5	4.28	1.47e-43	12.25	2.07e-96	0.68
chr9-216	chr9	74823877	74823953	+	77.6	0.691	81.500000	140.5	27.5	5.11	3.38e-52	34.66	7.04e-151	0.81
chr18-83	chr18	31793836	31793912	+	77.6	0.658	92.000000	140.0	27.5	5.09	3.38e-52	10.17	2.64e-86	0.71
chr1-112	chr1	55462658	55462734	+	77.3	0.677	98.500000	142.5	30.5	4.67	1.58e-48	19.01	7.97e-121	0.67
chr9-102	chr9	31088172	31088248	+	77.3	0.474	97.500000	140.5	27.0	5.20	4.25e-53	12.46	1.29e-96	0.70
chr17-234	chr17	35575996	35576072	+	77.3	0.777	78.500000	140.0	31.0	4.52	2.02e-46	29.59	2.71e-147	0.84
chr10-342	chr10	111409655	111409731	+	77.0	0.716	76.000000	138.0	23.5	5.87	1.74e-58	29.04	3.39e-146	0.85
chr2-182	chr2	174289592	174289668	+	76.7	0.764	89.000000	139.0	24.5	5.67	3.58e-57	50.17	8.64e-173	0.74
chr4-204	chr4	115747821	115747897	+	76.7	0.549	86.500000	138.0	28.0	4.93	6.38e-50	19.51	1.23e-119	0.76
chr8-117	chr8	93837319	93837395	+	76.7	0.640	97.000000	139.0	19.0	7.32	3.76e-70	17.02	8.82e-114	0.68
chr1-164	chr1	39044612	39044688	+	76.4	0.641	92.000000	138.5	32.5	4.26	6.32e-43	39.06	2.23e-157	0.71
chr2-166	chr2	144381813	144381889	+	76.2	0.579	90.500000	146.5	25.0	5.86	1.79e-61	25.89	2.27e-136	0.73
chr3-200	chr3	138152341	138152417	+	76.2	0.620	87.000000	136.5	31.5	4.33	4.36e-43	24.09	2.63e-132	0.74
chr3-64	chr3	143868348	143868424	+	76.2	0.536	107.000000	138.0	24.5	5.63	2.04e-56	11.49	8.73e-86	0.60
chr6-76	chr6	83817097	83817173	+	76.2	0.644	99.500000	138.0	32.5	4.25	6.32e-43	31.64	2.56e-142	0.66
chr7-125	chr7	87469211	87469287	+	76.2	0.593	98.500000	136.5	26.5	5.15	3.82e-51	38.86	8.23e-161	0.67
chr9-182	chr9	26807171	26807247	+	76.2	0.712	86.000000	137.0	29.5	4.64	9.08e-47	25.18	8.25e-134	0.77
chr1-236	chr1	9535328	9535404	+	75.9	0.668	85.500000	138.0	29.0	4.76	3.00e-48	15.38	2.13e-107	0.76
chr1-233	chr1	162143171	162143247	+	75.9	0.580	86.000000	136.0	31.5	4.32	4.36e-43	17.29	8.04e-114	0.76
chr8-234	chr8	42460011	42460087	+	75.9	0.646	82.500000	137.5	30.5	4.51	3.25e-45	17.47	2.02e-115	0.79
chr7-238	chr7	147323644	147323720	+	75.6	0.596	86.000000	136.0	30.0	4.53	2.53e-45	30.90	1.36e-146	0.75
chr17-130	chr17	79135966	79136042	+	75.6	0.623	90.500000	139.5	33.5	4.16	3.70e-42	12.66	1.86e-90	0.72
chr3-271	chr3	62310943	62311019	+	75.3	0.720	81.000000	137.5	32.5	4.23	2.69e-42	31.77	7.02e-147	0.81
chr11-93	chr11	31770649	31770725	+	75.3	0.586	92.000000	135.0	5.5	24.55	1.41e-133	18.63	5.47e-113	0.70
chr15-83	chr15	34372929	34373005	+	75.0	0.586	93.500000	135.0	31.5	4.29	1.89e-42	16.08	3.18e-109	0.68
chr9-97	chr9	21314715	21314791	+	74.8	0.561	99.500000	140.0	22.5	6.22	3.02e-62	21.24	1.98e-123	0.67
chr10-155	chr10	111409655	111409731	+	74.8	0.707	90.000000	134.0	23.5	5.70	2.00e-55	25.12	5.96e-130	0.72
chr1-154	chr1	95700612	95700688	+	74.5	0.519	93.000000	138.0	32.0	4.31	1.22e-43	12.34	5.05e-94	0.71
chr3-184	chr3	130412355	130412431	+	74.5	0.630	88.000000	135.5	22.5	6.02	2.64e-58	32.87	5.23e-140	0.72
chr8-220	chr8	88016373	88016449	+	74.5	0.670	83.500000	133.5	30.0	4.45	2.32e-43	32.77	1.59e-147	0.79
chr16-58	chr16	18289269	18289345	+	74.5	0.541	99.500000	141.0	16.0	8.81	4.03e-81	19.52	4.85e-117	0.65
chr9-147	chr9	44152042	44152118	+	74.2	0.655	90.500000	133.0	20.5	6.49	2.88e-61	45.04	5.13e-157	0.70
chr9-235	chr9	105361523	105361599	+	74.2	0.707	79.500000	133.0	24.5	5.43	1.08e-52	26.41	1.76e-134	0.80
chr17-141	chr17	85489809	85489885	+	74.2	0.605	89.500000	133.5	29.5	4.53	4.07e-44	29.91	1.25e-142	0.71
chr8-1031	chr8	4656739	4656815	+	73.9	0.837	52.000000	132.5	0.5	265.00	9.96e-265	62.21	2.40e-182	1.22
chr2-277	chr2	148498285	148498361	+	73.7	0.677	81.500000	137.5	33.5	4.10	6.35e-41	21.88	1.69e-119	0.79
chr7-137	chr7	26180737	26180813	+	73.7	0.629	95.500000	132.0	31.0	4.26	2.90e-41	20.30	3.90e-119	0.69
chr7-167	chr7	109213740	109213816	+	73.7	0.627	93.000000	132.5	30.0	4.42	1.03e-42	48.88	5.44e-169	0.69
chr8-137	chr8	47772244	47772320	+	73.7	0.615	92.500000	132.0	24.5	5.39	5.88e-52	35.37	1.67e-147	0.71
chr2-133	chr2	150735308	150735384	+	73.4	0.673	94.500000	131.5	28.0	4.70	3.92e-45	20.63	5.11e-120	0.67
chr6-180	chr6	136776695	136776771	+	73.4	0.617	85.000000	131.5	24.0	5.48	3.50e-52	16.48	5.97e-108	0.75
chr10-98	chr10	62064976	62065052	+	73.4	0.641	97.500000	132.0	26.5	4.98	2.56e-48	32.37	7.22e-145	0.66
chr16-130	chr16	38522828	38522904	+	73.4	0.644	85.000000	132.0	22.0	6.00	4.73e-57	28.75	4.02e-138	0.75
chr3-188	chr3	40650704	40650780	+	73.1	0.680	87.500000	131.0	20.0	6.55	7.80e-61	21.49	1.31e-120	0.76
chr4-273	chr4	59796699	59796775	+	73.1	0.641	81.000000	131.0	31.0	4.23	1.24e-40	20.93	5.13e-121	0.78
chr5-82	chr5	23900225	23900301	+	73.1	0.603	101.000000	134.5	15.0	8.97	6.81e-78	23.21	1.79e-125	0.64
chr7-300	chr7	28835106	28835182	+	73.1	0.708	82.000000	131.5	30.5	4.31	2.42e-41	29.94	2.19e-137	0.80
chr10-111	chr10	39618829	39618905	+	73.1	0.647	95.500000	131.0	32.5	4.03	1.37e-38	39.35	1.15e-155	0.69
chr11-211	chr11	6344641	6344717	+	73.1	0.675	77.500000	131.0	26.0	5.04	1.73e-48	17.14	2.16e-108	0.83
chr11-53	chr11	35583064	35583140	+	73.1	0.514	101.000000	131.0	25.0	5.24	2.73e-50	16.85	2.63e-108	0.64
chr12-231	chr12	114394367	114394443	+	73.1	0.644	76.000000	131.0	23.5	5.57	3.64e-53	13.00	1.52e-95	0.86
chr1-317	chr1	45852140	45852216	+	72.8	0.548	80.500000	132.0	25.0	5.28	5.16e-51	26.70	4.70e-132	0.80
chr9-123	chr9	3029691	3029767	+	72.8	0.807	94.000000	131.0	25.5	5.14	2.22e-49	5.78	1.81e-54	0.68
chr3-381	chr3	28704302	28704378	+	72.5	0.698	73.000000	130.0	30.5	4.26	1.04e-40	19.68	1.32e-110	0.87
chr7-221	chr7	26052750	26052826	+	72.5	0.458	87.000000	132.0	32.5	4.06	3.36e-39	7.90	1.61e-69	0.74
chr7-389	chr7	109714017	109714093	+	72.5	0.767	77.500000	130.0	16.0	8.12	6.80e-71	40.89	5.18e-154	0.83
