# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_24h_LPS3
#
# total peaks = 19865
# peak size = 102
# peaks found using tags on both strands
# minimum distance between peaks = 204
# fragment length = 300
# genome size = 2000000000
# Total tags = 12951073.0
# Total tags in peaks = 443910.0
# Approximate IP efficiency = 3.43%
# tags per bp = 0.005891
# expected tags per peak = 0.601
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 2.475029e-07
# FDR tag threshold = 8.0
# number of putative peaks = 88038
#
# input tag directory = Anat_WT_24h_LPS3
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 64886
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 3277
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 10
#
# cmd = findPeaks Anat_WT_24h_LPS3 -o Anat_WT_24h_LPS3.peaks.txt -style factor -fragLength 300 -i Anat_WT_24h_LPS3
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr1-121	chr1	87600231	87600333	+	95.0	0.610	92.500000	123.0	26.0	4.73	5.86e-43	23.73	3.81e-120	0.79
chr2-149	chr2	58998737	58998839	+	95.0	0.712	88.000000	123.0	25.5	4.82	8.82e-44	25.10	5.01e-123	0.82
chr3-78	chr3	30501502	30501604	+	95.0	0.652	97.000000	123.0	28.0	4.39	7.36e-40	14.31	1.33e-94	0.75
chr18-66	chr18	77286024	77286126	+	94.6	0.707	91.500000	122.5	29.5	4.15	4.27e-37	38.16	2.61e-143	0.80
chr5-92	chr5	150439084	150439186	+	94.2	0.521	96.000000	122.0	22.0	5.55	2.05e-49	21.10	3.03e-113	0.77
chr9-114	chr9	3023472	3023574	+	94.2	0.878	90.500000	122.0	12.0	10.17	3.15e-77	4.43	6.20e-40	0.79
chr9-95	chr9	83728183	83728285	+	94.2	0.717	95.000000	122.0	25.0	4.88	6.24e-44	28.29	3.87e-128	0.81
chr13-102	chr13	107737130	107737232	+	94.2	0.708	87.000000	122.0	30.0	4.07	2.03e-36	30.91	1.12e-132	0.84
chr1-166	chr1	88051262	88051364	+	93.8	0.791	86.000000	121.5	30.0	4.05	8.26e-36	44.74	2.61e-150	0.84
chr15-60	chr15	94373856	94373958	+	93.8	0.554	96.000000	121.5	27.5	4.42	2.62e-39	18.61	7.43e-106	0.75
chr3-154	chr3	127256032	127256134	+	93.0	0.533	84.500000	120.5	25.5	4.73	9.72e-42	20.39	1.66e-109	0.88
chr10-110	chr10	20032008	20032110	+	93.0	0.548	91.000000	120.5	29.0	4.16	1.54e-36	13.80	2.28e-90	0.78
chr14-47	chr14	79987245	79987347	+	93.0	0.543	99.500000	120.5	29.0	4.16	1.54e-36	25.87	2.25e-121	0.71
chr2-181	chr2	113167789	113167891	+	91.9	0.697	84.500000	119.0	24.5	4.86	1.06e-42	40.80	2.06e-143	0.84
chr16-112	chr16	57181412	57181514	+	91.5	0.746	81.000000	118.5	27.0	4.39	4.13e-38	30.95	2.99e-128	0.89
chr18-89	chr18	32227355	32227457	+	91.1	0.654	84.500000	118.0	28.0	4.21	1.12e-36	35.12	9.61e-135	0.83
chr8-386	chr8	4656724	4656826	+	90.7	0.882	64.000000	117.5	0.5	235.00	9.20e-229	66.29	5.27e-165	1.11
chr14-99	chr14	17075818	17075920	+	90.7	0.737	83.000000	117.5	28.0	4.20	4.74e-36	25.17	4.81e-117	0.85
chr6-88	chr6	83276014	83276116	+	90.3	0.659	93.000000	117.0	28.0	4.18	4.74e-36	23.90	9.86e-115	0.75
chr14-93	chr14	123382584	123382686	+	90.0	0.691	85.000000	116.5	17.5	6.66	1.35e-54	23.60	5.99e-113	0.85
chr3-132	chr3	129428208	129428310	+	88.4	0.656	87.000000	114.5	26.0	4.40	5.26e-37	48.73	7.51e-146	0.79
chr2-182	chr2	144353126	144353228	+	88.0	0.722	84.500000	114.0	18.0	6.33	8.96e-52	32.25	3.84e-126	0.82
chr18-256	chr18	13107748	13107850	+	87.6	0.915	61.000000	113.5	3.5	32.43	4.21e-125	41.96	2.11e-137	1.12
chr1-175	chr1	129999271	129999373	+	87.3	0.679	85.000000	113.0	27.5	4.11	2.97e-34	11.18	6.49e-76	0.81
chr14-87	chr14	52639366	52639468	+	87.3	0.674	87.000000	113.0	22.5	5.02	5.91e-42	15.39	2.14e-90	0.80
chr17-113	chr17	17431228	17431330	+	86.9	0.724	87.500000	112.5	25.0	4.50	3.35e-37	30.62	2.61e-121	0.80
chr4-229	chr4	149611234	149611336	+	86.5	0.742	77.500000	112.0	23.5	4.77	1.44e-39	20.05	9.35e-102	0.90
chr17-187	chr17	17511181	17511283	+	86.1	0.630	76.500000	111.5	16.5	6.76	6.28e-53	22.95	7.38e-107	0.90
chr17-174	chr17	56031400	56031502	+	86.1	0.780	78.000000	111.5	13.5	8.26	2.59e-61	44.80	4.32e-138	0.88
chr7-176	chr7	147222382	147222484	+	85.7	0.531	88.000000	111.0	19.0	5.84	3.34e-47	25.52	5.51e-112	0.78
chr11-163	chr11	16408147	16408249	+	85.7	0.767	81.500000	111.0	19.5	5.69	3.65e-46	39.67	1.40e-132	0.83
chr9-255	chr9	3012530	3012632	+	85.3	0.904	72.000000	110.5	6.5	17.00	2.65e-92	9.84	3.16e-68	0.95
chr17-149	chr17	56395435	56395537	+	85.3	0.694	82.500000	110.5	27.5	4.02	2.02e-32	12.59	6.40e-79	0.82
chr6-172	chr6	71781149	71781251	+	84.9	0.707	79.500000	110.0	18.0	6.11	1.38e-48	14.15	2.71e-84	0.86
chr7-268	chr7	133942749	133942851	+	84.9	0.653	79.000000	110.0	14.0	7.86	7.10e-59	18.20	1.39e-95	0.87
chr11-124	chr11	93817245	93817347	+	84.9	0.693	86.500000	110.0	27.0	4.07	4.40e-33	39.68	2.06e-131	0.79
chr17-195	chr17	71965441	71965543	+	84.9	0.725	76.500000	110.0	22.5	4.89	7.34e-40	23.15	1.58e-106	0.88
chr8-134	chr8	13287491	13287593	+	84.5	0.639	88.500000	109.5	27.0	4.06	1.80e-32	17.12	8.34e-92	0.77
chr8-121	chr8	108351352	108351454	+	84.5	0.488	91.500000	109.5	15.5	7.06	8.34e-54	16.83	5.06e-91	0.75
chr17-153	chr17	35516363	35516465	+	84.5	0.751	81.500000	109.5	16.5	6.64	2.82e-51	28.30	1.70e-114	0.87
chr2-256	chr2	69735179	69735281	+	83.8	0.790	77.500000	108.5	17.0	6.38	2.86e-49	24.01	4.74e-106	0.87
chr10-184	chr10	52101940	52102042	+	83.8	0.629	80.500000	108.5	17.0	6.38	2.86e-49	16.22	1.36e-88	0.83
chr17-92	chr17	13185322	13185424	+	83.8	0.599	93.500000	108.5	18.0	6.03	5.11e-47	16.74	5.67e-90	0.71
chr1-223	chr1	193136680	193136782	+	82.2	0.735	80.000000	106.5	24.0	4.44	8.51e-35	38.28	7.11e-125	0.84
chr3-126	chr3	8923643	8923745	+	82.2	0.543	87.500000	106.5	23.5	4.53	1.50e-35	22.71	1.14e-101	0.79
chr6-148	chr6	146119409	146119511	+	81.8	0.673	82.500000	106.0	24.0	4.42	8.51e-35	22.31	4.30e-101	0.81
chr16-162	chr16	57181412	57181514	+	81.5	0.747	73.500000	105.5	10.5	10.05	4.74e-66	27.71	1.99e-109	0.91
chr2-132	chr2	25430373	25430475	+	80.7	0.630	90.000000	104.5	16.0	6.53	2.18e-48	24.17	1.78e-102	0.73
chr10-281	chr10	57718095	57718197	+	80.7	0.750	72.000000	104.5	21.0	4.98	2.98e-38	32.24	5.05e-115	0.92
chr15-93	chr15	82176487	82176589	+	80.7	0.538	87.000000	104.5	18.0	5.81	6.31e-44	19.61	1.81e-93	0.76
chr19-151	chr19	21852703	21852805	+	80.7	0.743	68.500000	104.5	24.0	4.35	1.65e-33	22.94	3.23e-100	0.98
chr3-205	chr3	131006128	131006230	+	80.3	0.777	78.500000	104.0	24.5	4.24	8.62e-33	28.71	3.66e-110	0.87
chr2-303	chr2	21127286	21127388	+	79.9	0.699	74.000000	103.5	23.0	4.50	2.41e-34	20.46	2.26e-94	0.92
chr2-205	chr2	101726277	101726379	+	79.9	0.753	81.500000	103.5	21.0	4.93	1.48e-37	18.70	1.43e-90	0.81
chr5-179	chr5	4104670	4104772	+	79.9	0.610	82.000000	103.5	25.5	4.06	8.42e-31	34.16	1.93e-116	0.80
chr13-207	chr13	51836310	51836412	+	79.9	0.810	71.000000	103.5	24.0	4.31	7.19e-33	15.44	1.70e-82	0.95
chr2-209	chr2	68699235	68699337	+	79.1	0.535	81.000000	102.5	23.0	4.46	1.08e-33	20.09	1.01e-92	0.82
chr5-412	chr5	136108463	136108565	+	79.1	0.780	64.500000	102.5	15.5	6.61	5.89e-48	39.95	4.54e-122	1.00
chr4-337	chr4	124479703	124479805	+	78.8	0.782	69.000000	102.0	17.0	6.00	1.65e-44	30.18	3.27e-110	0.97
chr6-132	chr6	56873918	56874020	+	78.8	0.657	85.000000	102.0	25.0	4.08	7.41e-31	22.62	6.16e-98	0.77
chr3-204	chr3	130412347	130412449	+	78.4	0.598	78.500000	101.5	14.0	7.25	5.87e-51	34.20	2.93e-114	0.83
chr6-215	chr6	118369551	118369653	+	78.4	0.645	75.500000	101.5	21.0	4.83	3.54e-36	29.18	1.60e-107	0.89
chr8-172	chr8	124954282	124954384	+	78.4	0.673	83.500000	101.5	21.0	4.83	3.54e-36	11.52	4.84e-69	0.80
chr9-198	chr9	119803921	119804023	+	78.4	0.725	78.000000	101.5	23.0	4.41	4.81e-33	35.69	4.50e-116	0.83
chr13-210	chr13	100114637	100114739	+	78.4	0.774	71.000000	101.5	16.0	6.34	5.85e-46	42.55	1.37e-123	0.92
chr14-145	chr14	32898663	32898765	+	78.4	0.517	75.500000	101.5	19.0	5.34	1.04e-39	19.64	7.07e-91	0.86
chr15-180	chr15	55211724	55211826	+	78.4	0.867	74.000000	101.5	20.0	5.08	6.89e-38	19.31	3.54e-90	0.87
chr3-172	chr3	89197611	89197713	+	78.0	0.669	82.500000	101.0	20.0	5.05	6.89e-38	11.90	1.51e-70	0.81
chr9-225	chr9	22030068	22030170	+	78.0	0.666	74.500000	101.0	19.5	5.18	8.76e-39	22.85	2.10e-97	0.90
chr14-92	chr14	73924812	73924914	+	78.0	0.573	85.000000	101.0	23.0	4.39	4.81e-33	34.09	2.47e-114	0.77
chr15-137	chr15	10400143	10400245	+	78.0	0.498	79.000000	101.0	22.5	4.49	8.56e-34	22.02	7.19e-96	0.85
chr3-117	chr3	30894583	30894685	+	77.6	0.643	89.500000	100.5	24.0	4.19	5.57e-31	21.62	5.69e-94	0.73
chr4-220	chr4	116480211	116480313	+	77.6	0.704	78.000000	100.5	24.5	4.10	2.67e-30	24.26	9.48e-99	0.85
chr2-264	chr2	61431126	61431228	+	77.2	0.619	77.000000	100.0	23.0	4.35	2.12e-32	12.47	9.71e-72	0.85
chr2-335	chr2	145760442	145760544	+	77.2	0.771	72.000000	100.0	19.0	5.26	5.55e-39	35.61	4.62e-115	0.91
chr7-217	chr7	26022954	26023056	+	77.2	0.518	83.500000	100.0	22.5	4.44	3.85e-33	10.40	1.55e-64	0.80
chr9-264	chr9	86360681	86360783	+	77.2	0.767	71.500000	100.0	12.0	8.33	6.19e-56	16.08	5.37e-82	0.91
chr9-290	chr9	26838237	26838339	+	76.8	0.769	68.500000	99.5	14.5	6.86	5.97e-48	19.91	1.15e-89	0.95
chr1-248	chr1	53880795	53880897	+	76.4	0.711	77.500000	99.0	23.5	4.21	4.74e-31	16.16	2.14e-81	0.83
chr17-387	chr17	80882383	80882485	+	76.4	0.755	61.000000	99.0	23.0	4.30	9.23e-32	19.85	9.51e-90	1.06
chr3-246	chr3	65733469	65733571	+	76.1	0.656	74.000000	98.5	13.5	7.30	9.98e-50	13.73	6.28e-74	0.87
chr8-247	chr8	47772246	47772348	+	76.1	0.647	75.500000	98.5	22.0	4.48	1.37e-32	38.62	6.01e-116	0.84
chr17-209	chr17	85489861	85489963	+	76.1	0.685	75.500000	98.5	16.5	5.97	1.79e-42	26.89	5.16e-101	0.85
chr2-191	chr2	172196160	172196262	+	75.7	0.585	83.500000	98.0	21.0	4.67	3.86e-34	33.49	2.96e-110	0.77
chr13-185	chr13	111693566	111693668	+	75.7	0.819	73.000000	98.0	23.0	4.26	3.99e-31	36.65	5.51e-114	0.93
chr15-197	chr15	8049203	8049305	+	75.3	0.825	72.500000	97.5	23.5	4.15	8.38e-30	37.25	2.67e-113	0.88
chr19-129	chr19	34601954	34602056	+	75.3	0.771	71.500000	97.5	24.0	4.06	3.94e-29	30.82	1.50e-105	0.90
chr2-248	chr2	77784395	77784497	+	74.9	0.682	78.000000	97.0	19.5	4.97	5.99e-36	40.23	1.15e-116	0.84
chr2-349	chr2	177575030	177575132	+	74.9	0.843	71.500000	97.0	13.0	7.46	3.06e-50	54.41	4.05e-129	0.88
chr4-169	chr4	115747852	115747954	+	74.9	0.525	84.000000	97.0	17.5	5.54	1.19e-39	17.19	3.03e-82	0.76
chr8-278	chr8	70018664	70018766	+	74.9	0.781	71.500000	97.0	16.5	5.88	1.06e-41	46.95	5.01e-123	0.90
chr8-255	chr8	75094621	75094723	+	74.9	0.705	74.500000	97.0	23.5	4.13	8.38e-30	13.07	1.80e-71	0.88
chr13-213	chr13	9124570	9124672	+	74.9	0.775	70.500000	97.0	20.0	4.85	4.26e-35	21.74	1.27e-91	0.90
chr14-221	chr14	56159036	56159138	+	74.9	0.760	64.500000	97.0	16.5	5.88	1.06e-41	27.28	8.38e-101	1.00
chr18-154	chr18	26041991	26042093	+	74.9	0.774	72.500000	97.0	15.5	6.26	6.64e-44	23.86	2.25e-95	0.87
chr4-254	chr4	6284520	6284622	+	74.5	0.522	75.000000	96.5	20.5	4.71	1.35e-33	19.43	4.95e-86	0.85
chr6-227	chr6	29644103	29644205	+	74.5	0.815	74.500000	96.5	18.5	5.22	5.12e-37	27.10	2.62e-99	0.86
chr6-275	chr6	127113030	127113132	+	74.5	0.802	69.500000	96.5	19.5	4.95	2.99e-35	39.43	1.86e-114	0.90
chr6-300	chr6	127113030	127113132	+	74.5	0.799	67.500000	96.5	24.0	4.02	1.60e-28	39.26	2.75e-114	0.95
chr7-327	chr7	35697327	35697429	+	74.5	0.756	74.500000	96.5	19.0	5.08	4.04e-36	33.68	4.51e-108	0.87
chr16-181	chr16	4684014	4684116	+	74.5	0.692	70.500000	96.5	23.5	4.11	3.47e-29	18.31	1.10e-83	0.92
chr6-284	chr6	119346373	119346475	+	74.1	0.788	68.500000	96.0	20.5	4.68	1.35e-33	33.88	1.64e-108	0.92
chr17-321	chr17	49567608	49567710	+	74.1	0.793	66.000000	96.0	16.5	5.82	6.27e-41	21.08	1.82e-89	0.96
chr18-186	chr18	32070907	32071009	+	74.1	0.675	68.000000	96.0	23.5	4.09	3.47e-29	20.72	8.48e-89	0.93
chr4-208	chr4	47487387	47487489	+	73.7	0.576	80.000000	95.5	20.0	4.78	9.98e-34	26.44	2.63e-97	0.79
chr6-162	chr6	30351721	30351823	+	73.7	0.667	80.500000	95.5	20.0	4.78	9.98e-34	22.01	4.66e-90	0.78
chr7-261	chr7	13420122	13420224	+	73.7	0.534	79.500000	95.5	17.0	5.62	3.80e-39	31.31	4.87e-104	0.80
chr8-218	chr8	119445597	119445699	+	73.7	0.524	78.500000	95.5	22.5	4.24	6.13e-30	20.06	2.10e-86	0.80
chr12-209	chr12	36883656	36883758	+	73.7	0.674	69.500000	95.5	19.5	4.90	1.47e-34	14.25	4.02e-73	0.90
chr3-272	chr3	53668002	53668104	+	73.4	0.773	71.000000	95.0	8.0	11.88	2.20e-66	25.43	5.69e-96	0.87
chr7-354	chr7	100023212	100023314	+	73.4	0.448	73.000000	95.0	18.5	5.14	2.66e-36	5.85	1.02e-40	0.87
chr8-362	chr8	73389581	73389683	+	73.4	0.625	65.500000	95.0	23.0	4.13	3.02e-29	24.04	9.67e-94	0.95
chr10-165	chr10	62064963	62065065	+	73.4	0.652	82.500000	95.0	23.5	4.04	1.42e-28	30.94	9.05e-104	0.78
chr7-404	chr7	25791785	25791887	+	73.0	0.793	69.500000	94.5	16.0	5.91	1.91e-40	26.20	6.07e-96	0.89
chr16-170	chr16	57121438	57121540	+	73.0	0.674	72.000000	94.5	14.5	6.52	8.07e-44	18.03	2.14e-81	0.86
chr5-403	chr5	92708344	92708446	+	72.6	0.795	64.500000	94.0	23.0	4.09	1.25e-28	15.33	2.30e-75	0.96
chr6-425	chr6	47707942	47708044	+	72.6	0.780	59.000000	94.0	2.5	37.60	1.98e-110	76.33	8.59e-139	1.04
chr8-274	chr8	77557460	77557562	+	72.6	0.641	72.000000	94.0	20.5	4.59	2.96e-32	9.55	1.21e-57	0.87
chr2-413	chr2	32612636	32612738	+	72.2	0.752	68.500000	93.5	23.0	4.07	5.13e-28	28.13	1.04e-97	0.92
chr10-243	chr10	13220904	13221006	+	72.2	0.699	75.000000	93.5	20.5	4.56	1.36e-31	18.71	5.99e-82	0.83
chr15-193	chr15	3220717	3220819	+	72.2	0.603	73.000000	93.5	18.0	5.19	8.95e-36	26.92	5.35e-96	0.86
chr13-278	chr13	120251493	120251595	+	71.8	0.778	66.000000	93.0	18.0	5.17	8.95e-36	40.74	1.95e-112	0.95
chr18-170	chr18	34784495	34784597	+	71.8	0.703	70.000000	93.0	11.0	8.45	1.16e-52	26.54	1.18e-95	0.87
chr2-219	chr2	121181045	121181147	+	71.4	0.643	80.000000	92.5	18.5	5.00	3.52e-34	29.77	7.34e-99	0.77
chr5-226	chr5	111237226	111237328	+	71.4	0.663	77.500000	92.5	21.5	4.30	1.85e-29	15.79	1.06e-74	0.81
chr8-315	chr8	114457671	114457773	+	71.4	0.801	69.000000	92.5	18.5	5.00	3.52e-34	37.87	3.42e-108	0.89
chr12-296	chr12	84861310	84861412	+	71.4	0.755	62.000000	92.5	14.5	6.38	3.37e-42	32.82	1.25e-102	1.02
chr4-222	chr4	126430858	126430960	+	71.0	0.535	78.000000	92.0	19.0	4.84	2.50e-33	24.56	1.16e-91	0.78
chr6-285	chr6	125376575	125376677	+	71.0	0.722	68.500000	92.0	21.0	4.38	3.47e-30	23.84	1.61e-90	0.91
chr7-353	chr7	87219853	87219955	+	71.0	0.689	73.000000	92.0	21.5	4.28	1.85e-29	11.42	6.62e-63	0.84
chr10-309	chr10	84039182	84039284	+	71.0	0.587	70.500000	92.0	17.5	5.26	5.69e-36	14.05	1.51e-70	0.86
chr17-245	chr17	17585777	17585879	+	71.0	0.773	72.000000	92.0	19.5	4.72	1.67e-32	49.74	4.85e-119	0.86
chr18-144	chr18	12279949	12280051	+	71.0	0.665	74.500000	92.0	18.5	4.97	3.52e-34	48.92	2.16e-118	0.84
chr18-175	chr18	36953484	36953586	+	71.0	0.743	69.500000	92.0	22.5	4.09	4.51e-28	30.42	6.71e-100	0.88
chr6-186	chr6	120313898	120314000	+	70.7	0.552	78.500000	91.5	21.5	4.26	7.92e-29	26.95	5.29e-94	0.77
chr10-310	chr10	88289520	88289622	+	70.7	0.780	70.500000	91.5	20.0	4.58	4.82e-31	48.65	1.06e-116	0.86
chr2-498	chr2	69551551	69551653	+	70.3	0.797	64.500000	91.0	19.0	4.79	1.21e-32	38.56	6.14e-108	0.95
chr2-281	chr2	152657219	152657321	+	70.3	0.563	76.000000	91.0	19.5	4.67	7.88e-32	14.94	4.53e-72	0.79
chr4-273	chr4	148314916	148315018	+	70.3	0.656	73.500000	91.0	22.0	4.14	3.92e-28	25.71	2.02e-92	0.82
chr6-228	chr6	72047469	72047571	+	70.3	0.757	74.500000	91.0	22.5	4.04	1.85e-27	30.45	7.10e-99	0.82
chr8-401	chr8	75247084	75247186	+	70.3	0.814	63.000000	91.0	19.0	4.79	1.21e-32	46.35	4.83e-115	1.04
chr11-224	chr11	29415009	29415111	+	70.3	0.750	74.500000	91.0	20.5	4.44	2.78e-30	36.19	1.70e-105	0.85
chr13-254	chr13	119176053	119176155	+	70.3	0.734	67.500000	91.0	20.5	4.44	2.78e-30	39.78	3.91e-109	0.91
chr7-417	chr7	26180718	26180820	+	69.9	0.653	68.500000	90.5	16.0	5.66	2.16e-37	18.16	2.88e-78	0.90
chr7-549	chr7	97574876	97574978	+	69.9	0.783	63.500000	90.5	19.5	4.64	3.69e-31	38.35	2.37e-106	0.97
chr8-303	chr8	127245914	127246016	+	69.9	0.708	70.000000	90.5	17.5	5.17	1.56e-34	20.91	1.72e-83	0.86
chr17-254	chr17	56395421	56395523	+	69.9	0.724	71.500000	90.5	13.0	6.96	3.19e-44	9.96	1.56e-56	0.85
chr4-397	chr4	63071768	63071870	+	69.5	0.796	66.000000	90.0	21.0	4.29	6.62e-29	13.83	1.75e-68	0.93
chr5-286	chr5	36100368	36100470	+	69.5	0.685	72.500000	90.0	17.5	5.14	1.56e-34	19.24	1.35e-80	0.88
chr11-279	chr11	93747215	93747317	+	69.5	0.547	70.000000	90.0	21.0	4.29	6.62e-29	18.35	7.61e-79	0.87
chr14-186	chr14	102052873	102052975	+	69.5	0.712	69.000000	90.0	15.0	6.00	1.74e-39	34.59	1.23e-102	0.88
chr15-319	chr15	34424990	34425092	+	69.5	0.745	60.500000	90.0	18.0	5.00	1.20e-33	39.25	1.90e-107	1.01
