# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_24h_LPS1
#
# total peaks = 24491
# peak size = 96
# peaks found using tags on both strands
# minimum distance between peaks = 192
# fragment length = 300
# genome size = 2000000000
# Total tags = 7629951.5
# Total tags in peaks = 441455.0
# Approximate IP efficiency = 5.79%
# tags per bp = 0.003527
# expected tags per peak = 0.339
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 1.566380e-06
# FDR tag threshold = 6.0
# number of putative peaks = 96079
#
# input tag directory = Anat_WT_24h_LPS1
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 68278
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 3296
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 14
#
# cmd = findPeaks Anat_WT_24h_LPS1 -o Anat_WT_24h_LPS1.peaks.txt -style factor -fragLength 300 -i Anat_WT_24h_LPS1
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr5-121	chr5	4104641	4104737	+	105.5	0.587	66.500000	80.5	19.5	4.13	9.96e-25	35.27	6.96e-92	0.84
chr8-335	chr8	4656727	4656823	+	105.5	0.858	51.000000	80.5	0.5	161.00	7.01e-144	59.32	1.48e-109	1.25
chr17-93	chr17	36053625	36053721	+	105.5	0.570	68.000000	80.5	15.5	5.19	5.40e-31	9.17	7.38e-48	0.83
chr4-114	chr4	56960299	56960395	+	104.8	0.745	67.000000	80.0	19.0	4.21	2.04e-25	33.62	1.76e-90	0.82
chr5-191	chr5	67698143	67698239	+	104.8	0.759	59.500000	80.0	18.0	4.44	7.22e-27	37.86	1.71e-94	0.93
chr7-145	chr7	26444015	26444111	+	104.8	0.659	67.000000	80.0	19.0	4.21	2.04e-25	28.96	1.84e-85	0.83
chr7-120	chr7	87469214	87469310	+	104.8	0.582	69.500000	80.0	18.0	4.44	7.22e-27	36.85	1.42e-93	0.78
chr13-67	chr13	65379812	65379908	+	104.8	0.575	66.500000	80.0	17.0	4.71	2.00e-28	37.52	3.48e-94	0.82
chr3-70	chr3	8923646	8923742	+	104.2	0.558	71.500000	79.5	17.0	4.68	9.42e-28	27.25	3.42e-82	0.77
chr9-128	chr9	96531957	96532053	+	104.2	0.748	64.500000	79.5	19.0	4.18	8.62e-25	30.78	3.17e-86	0.84
chr9-115	chr9	123761140	123761236	+	104.2	0.631	67.500000	79.5	7.0	11.36	6.47e-54	22.17	2.13e-75	0.84
chr13-115	chr13	93124795	93124891	+	104.2	0.525	59.500000	79.5	15.5	5.13	2.79e-30	17.49	1.13e-67	0.93
chr2-352	chr2	32837599	32837695	+	103.5	0.778	53.500000	79.0	19.0	4.16	8.62e-25	33.82	1.43e-89	1.02
chr7-349	chr7	19901964	19902060	+	103.5	0.758	55.000000	79.0	17.0	4.65	9.42e-28	10.92	7.03e-53	1.01
chr2-179	chr2	144381892	144381988	+	102.9	0.664	61.000000	78.5	15.5	5.06	1.43e-29	28.72	6.88e-83	0.92
chr18-120	chr18	44917493	44917589	+	102.9	0.818	55.500000	78.5	19.0	4.13	3.60e-24	42.96	3.81e-96	0.98
chr2-115	chr2	38782135	38782231	+	102.2	0.591	67.500000	78.0	14.5	5.38	2.10e-31	27.23	2.32e-81	0.81
chr19-53	chr19	61341438	61341534	+	102.2	0.698	68.500000	78.0	18.0	4.33	1.42e-25	38.50	9.84e-93	0.78
chr5-230	chr5	136108478	136108574	+	101.6	0.737	57.000000	77.5	16.5	4.70	3.32e-27	38.07	5.42e-91	0.94
chr1-197	chr1	162143123	162143219	+	100.9	0.617	60.000000	77.0	18.5	4.16	3.11e-24	17.23	9.67e-66	0.89
chr4-153	chr4	52451826	52451922	+	100.9	0.610	63.500000	77.0	18.5	4.16	3.11e-24	37.03	2.66e-90	0.85
chr13-136	chr13	49777390	49777486	+	100.9	0.773	56.500000	77.0	17.0	4.53	2.02e-26	40.84	1.71e-93	0.96
chr2-399	chr2	69627630	69627726	+	100.3	0.767	52.000000	76.5	18.5	4.14	1.30e-23	28.54	1.31e-80	1.06
chr5-124	chr5	121063202	121063298	+	100.3	0.464	66.500000	76.5	17.5	4.37	5.09e-25	11.50	2.69e-52	0.81
chr7-156	chr7	144602503	144602599	+	100.3	0.532	66.500000	76.5	15.5	4.94	3.59e-28	16.86	4.90e-64	0.84
chr10-131	chr10	118677348	118677444	+	100.3	0.497	63.500000	76.5	11.0	6.95	1.45e-37	16.26	6.75e-63	0.85
chr17-112	chr17	83913849	83913945	+	100.3	0.604	65.500000	76.5	16.5	4.64	1.56e-26	32.28	1.55e-84	0.81
chr2-119	chr2	119303639	119303735	+	99.6	0.631	67.500000	76.0	14.5	5.24	6.05e-30	19.12	3.67e-68	0.80
chr5-161	chr5	77739254	77739350	+	99.6	0.531	61.500000	76.0	18.0	4.22	2.65e-24	23.76	5.39e-75	0.87
chr5-115	chr5	114580871	114580967	+	99.6	0.566	68.500000	76.0	10.5	7.24	6.89e-39	22.53	2.57e-73	0.79
chr7-206	chr7	19895549	19895645	+	99.6	0.592	62.000000	76.0	16.0	4.75	2.45e-27	8.71	3.15e-44	0.89
chr3-103	chr3	30894556	30894652	+	99.0	0.574	67.000000	75.5	17.5	4.31	2.22e-24	26.36	4.51e-77	0.80
chr9-214	chr9	22030071	22030167	+	99.0	0.650	58.000000	75.5	16.0	4.72	1.17e-26	21.55	8.85e-71	0.91
chr10-113	chr10	52102016	52102112	+	99.0	0.570	64.500000	75.5	17.0	4.44	4.13e-25	18.39	7.00e-66	0.82
chr10-161	chr10	127930944	127931040	+	99.0	0.697	61.000000	75.5	15.0	5.03	2.47e-28	12.52	3.48e-54	0.86
chr9-116	chr9	44215477	44215573	+	98.3	0.540	67.000000	75.0	17.5	4.29	2.22e-24	24.76	2.55e-75	0.78
chr9-225	chr9	110207653	110207749	+	98.3	0.634	57.500000	75.0	11.5	6.52	1.72e-35	48.36	1.72e-96	0.91
chr13-74	chr13	14131835	14131931	+	98.3	0.675	65.000000	75.0	17.0	4.41	4.13e-25	47.91	3.40e-96	0.84
chr14-151	chr14	76510611	76510707	+	98.3	0.757	54.000000	75.0	18.0	4.17	1.12e-23	37.38	2.68e-88	0.97
chr17-290	chr17	30749599	30749695	+	98.3	0.764	51.500000	75.0	15.5	4.84	1.77e-27	32.86	3.24e-84	1.01
chr2-386	chr2	69735187	69735283	+	97.6	0.794	52.500000	74.5	18.0	4.14	4.70e-23	30.20	2.77e-80	1.01
chr2-143	chr2	162757128	162757224	+	97.6	0.672	65.000000	74.5	15.5	4.81	8.58e-27	22.64	2.24e-71	0.86
chr10-255	chr10	41239052	41239148	+	97.6	0.532	54.000000	74.5	15.5	4.81	8.58e-27	15.34	1.54e-59	0.98
chr11-180	chr11	73012727	73012823	+	97.6	0.541	62.500000	74.5	17.5	4.26	9.55e-24	28.15	4.18e-78	0.85
chr16-130	chr16	37539853	37539949	+	97.6	0.678	57.000000	74.5	17.0	4.38	1.83e-24	27.02	7.93e-77	0.91
chr17-98	chr17	13185325	13185421	+	97.6	0.602	67.000000	74.5	18.5	4.03	2.18e-22	17.49	1.71e-63	0.81
chr17-113	chr17	17975176	17975272	+	97.6	0.619	65.000000	74.5	16.5	4.52	3.28e-25	27.55	1.97e-77	0.80
chr18-130	chr18	75165391	75165487	+	97.6	0.745	54.500000	74.5	17.5	4.26	9.55e-24	27.90	8.01e-78	0.97
chr3-151	chr3	89197599	89197695	+	97.0	0.632	61.500000	74.0	14.5	5.10	1.65e-28	11.49	3.84e-51	0.86
chr5-254	chr5	67698143	67698239	+	97.0	0.782	55.000000	74.0	17.5	4.23	9.55e-24	28.22	2.17e-78	0.94
chr9-246	chr9	96531957	96532053	+	97.0	0.785	55.500000	74.0	14.5	5.10	1.65e-28	27.41	1.73e-77	0.96
chr10-193	chr10	114688483	114688579	+	97.0	0.721	58.000000	74.0	15.0	4.93	1.24e-27	26.74	1.02e-76	0.92
chr12-101	chr12	73186690	73186786	+	97.0	0.586	63.500000	74.0	13.0	5.69	2.23e-31	12.03	1.68e-52	0.82
chr2-164	chr2	136716837	136716933	+	96.3	0.619	62.500000	73.5	18.0	4.08	1.94e-22	11.50	2.67e-50	0.83
chr3-133	chr3	119486200	119486296	+	96.3	0.631	64.000000	73.5	17.5	4.20	4.05e-23	23.19	3.68e-71	0.81
chr5-221	chr5	117737590	117737686	+	96.3	0.782	57.500000	73.5	13.5	5.44	1.23e-29	39.49	1.76e-87	0.94
chr13-125	chr13	86186331	86186427	+	96.3	0.681	58.500000	73.5	18.0	4.08	1.94e-22	36.19	8.67e-85	0.91
chr7-289	chr7	133942793	133942889	+	95.7	0.611	58.000000	73.0	18.0	4.06	1.94e-22	17.51	6.60e-63	0.92
chr11-194	chr11	31770770	31770866	+	95.7	0.693	61.000000	73.0	4.5	16.22	1.28e-60	17.21	2.17e-62	0.84
chr14-107	chr14	120674814	120674910	+	95.7	0.812	60.500000	73.0	13.0	5.62	1.27e-30	22.05	7.60e-70	0.88
chr3-229	chr3	135488485	135488581	+	95.0	0.753	55.500000	72.5	16.0	4.53	1.17e-24	27.20	5.35e-75	0.92
chr10-121	chr10	40603128	40603224	+	95.0	0.710	64.000000	72.5	12.5	5.80	6.97e-31	35.96	1.88e-83	0.79
chr11-460	chr11	22907759	22907855	+	95.0	0.791	49.000000	72.5	10.5	6.90	1.76e-35	32.66	1.57e-80	1.04
chr11-294	chr11	58136869	58136965	+	95.0	0.685	55.500000	72.5	17.0	4.26	3.44e-23	25.66	3.04e-73	0.95
chr1-151	chr1	129999496	129999592	+	94.4	0.490	63.500000	72.0	13.0	5.54	7.18e-30	13.09	1.47e-53	0.85
chr5-212	chr5	130293173	130293269	+	94.4	0.663	58.000000	72.0	14.5	4.97	4.27e-27	26.91	6.89e-75	0.89
chr10-132	chr10	40068855	40068951	+	94.4	0.512	63.000000	72.0	13.5	5.33	6.65e-29	13.05	1.76e-53	0.83
chr16-373	chr16	35981781	35981877	+	93.7	0.976	40.500000	71.5	0.5	143.00	3.02e-124	15.48	1.88e-57	1.24
chr2-193	chr2	43628356	43628452	+	93.1	0.854	60.000000	71.0	17.0	4.18	1.46e-22	57.45	1.18e-96	0.89
chr8-343	chr8	73030491	73030587	+	93.1	0.601	51.000000	71.0	17.5	4.06	7.02e-22	16.30	3.87e-59	1.00
chr8-228	chr8	80073229	80073325	+	93.1	0.795	57.000000	71.0	12.5	5.68	4.03e-30	40.25	6.59e-86	0.92
chr10-97	chr10	84379994	84380090	+	93.1	0.608	66.500000	71.0	14.5	4.90	2.13e-26	17.30	7.22e-61	0.77
chr14-57	chr14	67627540	67627636	+	93.1	0.506	68.500000	71.0	15.5	4.58	9.06e-25	14.98	1.05e-56	0.83
chr15-114	chr15	82074897	82074993	+	93.1	0.705	61.000000	71.0	11.5	6.17	2.89e-32	57.90	6.80e-97	0.83
chr2-258	chr2	119034600	119034696	+	92.4	0.688	57.500000	70.5	17.0	4.15	6.14e-22	19.04	1.36e-62	0.88
chr2-301	chr2	21127215	21127311	+	91.7	0.639	55.500000	70.0	14.0	5.00	1.46e-26	23.37	9.75e-69	0.91
chr2-429	chr2	131059673	131059769	+	91.7	0.773	51.500000	70.0	15.0	4.67	6.86e-25	29.42	1.81e-75	1.02
chr10-152	chr10	17775240	17775336	+	91.7	0.719	61.500000	70.0	17.0	4.12	6.14e-22	25.70	1.65e-71	0.83
chr12-120	chr12	60114348	60114444	+	91.7	0.783	61.000000	70.0	16.0	4.38	2.35e-23	11.58	1.06e-48	0.82
chr2-275	chr2	152916420	152916516	+	91.1	0.725	57.000000	69.5	14.5	4.79	5.06e-25	37.44	3.22e-81	0.88
chr5-298	chr5	125079570	125079666	+	91.1	0.786	53.500000	69.5	17.0	4.09	2.54e-21	28.34	3.96e-73	0.93
chr7-505	chr7	36371115	36371211	+	91.1	0.694	49.000000	69.5	11.0	6.32	8.31e-32	26.56	3.00e-71	1.03
chr8-219	chr8	40705264	40705360	+	91.1	0.799	57.500000	69.5	14.0	4.96	7.34e-26	45.24	9.48e-87	0.87
chr9-161	chr9	3032612	3032708	+	91.1	0.646	61.500000	69.5	4.0	17.38	3.96e-59	5.56	1.31e-28	0.83
chr10-271	chr10	79479337	79479433	+	91.1	0.806	53.500000	69.5	12.0	5.79	1.26e-29	18.43	8.42e-61	0.92
chr10-406	chr10	89149011	89149107	+	91.1	0.742	47.500000	69.5	15.5	4.48	1.89e-23	42.68	4.81e-85	1.07
chr11-324	chr11	32105279	32105375	+	91.1	0.724	54.000000	69.5	15.0	4.63	3.21e-24	33.74	3.46e-78	0.92
chr14-122	chr14	120674814	120674910	+	91.1	0.809	58.500000	69.5	14.0	4.96	7.34e-26	20.90	2.21e-64	0.87
chr5-266	chr5	34125470	34125566	+	90.4	0.715	54.500000	69.0	15.5	4.45	1.89e-23	28.65	1.20e-73	0.91
chr6-144	chr6	113327863	113327959	+	90.4	0.545	61.000000	69.0	16.5	4.18	5.29e-22	16.38	1.13e-57	0.84
chr6-243	chr6	128429932	128430028	+	90.4	0.834	52.500000	69.0	9.5	7.26	1.47e-35	61.37	6.29e-96	0.98
chr7-405	chr7	56136423	56136519	+	90.4	0.733	52.500000	69.0	14.0	4.93	7.34e-26	19.42	1.71e-62	0.97
chr12-110	chr12	70284992	70285088	+	90.4	0.613	62.000000	69.0	17.0	4.06	2.54e-21	18.59	3.05e-61	0.82
chr15-134	chr15	88320898	88320994	+	90.4	0.700	59.000000	69.0	14.5	4.76	5.06e-25	27.59	1.46e-72	0.87
chr17-178	chr17	17431207	17431303	+	90.4	0.681	58.000000	69.0	16.0	4.31	1.03e-22	35.42	8.30e-80	0.86
chr2-219	chr2	38853521	38853617	+	89.8	0.699	59.000000	68.5	15.5	4.42	8.44e-23	48.91	9.05e-88	0.87
chr2-290	chr2	58998723	58998819	+	89.8	0.692	56.000000	68.5	17.0	4.03	1.04e-20	23.44	1.06e-66	0.88
chr3-290	chr3	28704292	28704388	+	89.8	0.742	51.000000	68.5	7.5	9.13	7.99e-41	22.83	5.84e-66	0.98
chr4-363	chr4	149655577	149655673	+	89.8	0.737	51.500000	68.5	14.5	4.72	2.42e-24	30.93	1.38e-74	0.95
chr6-217	chr6	71781163	71781259	+	89.8	0.716	54.000000	68.5	11.5	5.96	6.57e-30	15.60	2.64e-55	0.91
chr7-325	chr7	13420124	13420220	+	89.8	0.572	56.000000	68.5	10.0	6.85	2.14e-33	29.88	1.33e-73	0.88
chr9-490	chr9	110183773	110183869	+	89.8	0.964	44.500000	68.5	0.5	137.00	8.29e-118	76.40	9.84e-101	1.10
chr12-115	chr12	71926285	71926381	+	89.8	0.604	61.500000	68.5	15.0	4.57	1.48e-23	17.65	1.00e-58	0.85
chr15-97	chr15	80541329	80541425	+	89.8	0.501	64.000000	68.5	8.5	8.06	1.48e-37	13.15	1.32e-50	0.78
chr17-424	chr17	80882384	80882480	+	89.8	0.758	45.500000	68.5	16.0	4.28	4.48e-22	18.72	2.24e-60	1.10
chr1-525	chr1	184054766	184054862	+	89.1	0.799	45.000000	68.0	16.5	4.12	2.22e-21	22.06	3.40e-65	1.09
chr2-389	chr2	155644959	155645055	+	89.1	0.745	52.500000	68.0	12.0	5.67	7.26e-29	32.03	8.45e-76	0.95
chr3-148	chr3	10440107	10440203	+	89.1	0.719	61.500000	68.0	12.5	5.44	7.13e-28	46.93	8.72e-87	0.80
chr3-223	chr3	146113363	146113459	+	89.1	0.696	56.000000	68.0	16.0	4.25	4.48e-22	24.15	9.42e-68	0.90
chr7-234	chr7	107375937	107376033	+	89.1	0.566	61.000000	68.0	14.5	4.69	2.42e-24	32.86	1.58e-76	0.82
chr11-374	chr11	49988233	49988329	+	89.1	0.776	52.000000	68.0	14.5	4.69	2.42e-24	35.08	2.12e-78	0.98
chr14-142	chr14	102052945	102053041	+	89.1	0.633	55.000000	68.0	14.0	4.86	3.63e-25	37.52	2.48e-80	0.93
chr16-114	chr16	95923934	95924030	+	89.1	0.587	59.000000	68.0	15.0	4.53	1.48e-23	19.85	3.23e-62	0.84
chr17-310	chr17	21816810	21816906	+	89.1	0.700	50.500000	68.0	16.5	4.12	2.22e-21	32.48	3.40e-76	0.97
chr1-138	chr1	157883382	157883478	+	88.5	0.478	65.000000	67.5	16.0	4.22	1.91e-21	9.25	1.43e-40	0.77
chr3-268	chr3	88214024	88214120	+	88.5	0.569	52.500000	67.5	10.5	6.43	2.35e-31	29.45	3.95e-72	0.95
chr6-222	chr6	3448349	3448445	+	88.5	0.859	53.500000	67.5	9.0	7.50	3.35e-35	44.64	6.66e-84	0.91
