# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_noLPS2_S14
#
# total peaks = 1270
# peak size = 136
# peaks found using tags on both strands
# minimum distance between peaks = 272
# fragment length = 300
# genome size = 2000000000
# Total tags = 7236010.0
# Total tags in peaks = 19517.5
# Approximate IP efficiency = 0.27%
# tags per bp = 0.003508
# expected tags per peak = 0.477
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 7.358203e-07
# FDR tag threshold = 7.0
# number of putative peaks = 31263
#
# input tag directory = Anat_WT_noLPS2_S14
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 29892
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 99
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 2
#
# cmd = findPeaks Anat_WT_noLPS2_S14 -o Anat_WT_noLPS2_S14.peaks.txt -style factor -fragLength 300 -i Anat_WT_noLPS2_S14
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr7-274	chr7	148513762	148513898	+	57.4	0.520	38.500000	41.5	7.5	5.53	1.52e-17	17.05	1.91e-35	0.95
chr5-181	chr5	110605501	110605637	+	56.7	0.714	39.000000	41.0	8.0	5.12	1.32e-16	36.94	7.27e-49	0.91
chr19-49	chr19	8815866	8816002	+	56.7	0.678	42.000000	41.0	8.5	4.82	9.72e-16	29.01	1.08e-44	0.89
chr9-189	chr9	57408842	57408978	+	56.0	0.607	38.500000	40.5	8.5	4.76	4.72e-15	23.13	1.20e-39	0.91
chr8-225	chr8	73956950	73957086	+	55.3	0.975	37.500000	40.0	0.5	80.00	6.76e-61	58.02	2.12e-55	0.93
chr15-126	chr15	75911198	75911334	+	55.3	0.586	38.000000	40.0	6.5	6.15	7.19e-19	29.45	6.76e-44	0.97
chr10-250	chr10	84039124	84039260	+	54.6	0.574	35.000000	39.5	7.5	5.27	4.47e-16	25.47	2.94e-40	1.02
chr11-139	chr11	29030634	29030770	+	54.6	0.756	37.000000	39.5	9.0	4.39	1.28e-13	50.26	1.85e-51	0.92
chr14-127	chr14	103234687	103234823	+	54.6	0.686	36.500000	39.5	9.5	4.16	6.50e-13	40.07	1.05e-47	0.94
chr15-135	chr15	27867453	27867589	+	54.6	0.738	37.000000	39.5	8.0	4.94	3.41e-15	29.38	1.36e-42	0.93
chr8-218	chr8	73197281	73197417	+	53.9	0.538	38.000000	39.0	9.5	4.11	6.50e-13	19.44	4.30e-36	0.90
chr2-701	chr2	90235254	90235390	+	53.2	0.972	20.500000	38.5	0.5	77.00	4.22e-57	146.97	1.15e-67	1.62
chr5-177	chr5	93635586	93635722	+	53.2	0.543	39.000000	38.5	5.0	7.70	5.37e-21	24.93	6.30e-39	0.92
chr14-126	chr14	77946734	77946870	+	53.2	0.686	36.500000	38.5	9.0	4.28	5.59e-13	40.47	1.11e-46	0.92
chrX-44	chrX	7476220	7476356	+	53.2	0.569	38.000000	38.5	9.5	4.05	2.69e-12	23.56	4.92e-38	0.90
chr1-276	chr1	129101641	129101777	+	51.8	0.638	35.500000	37.5	7.5	5.00	1.19e-14	23.15	8.49e-37	0.94
chr4-253	chr4	131978230	131978366	+	51.8	0.551	34.000000	37.5	8.0	4.69	8.00e-14	26.28	9.37e-39	0.98
chr10-267	chr10	37041132	37041268	+	51.1	0.827	33.500000	37.0	9.0	4.11	2.38e-12	34.19	4.73e-43	0.97
chr12-193	chr12	55797723	55797859	+	51.1	0.603	32.000000	37.0	8.0	4.62	8.00e-14	15.12	1.62e-30	1.02
chr19-99	chr19	28085891	28086027	+	50.4	0.525	33.500000	36.5	7.5	4.87	5.92e-14	14.04	1.84e-28	0.96
chr5-508	chr5	137458598	137458734	+	49.8	0.976	22.500000	36.0	0.5	72.00	2.37e-53	32.84	2.52e-41	1.41
chr8-263	chr8	124954196	124954332	+	49.8	0.649	35.500000	36.0	7.5	4.80	5.92e-14	19.86	9.26e-34	0.91
chr12-222	chr12	78058785	78058921	+	49.8	0.785	29.500000	36.0	6.5	5.54	9.01e-16	7.40	1.31e-19	1.08
chr15-149	chr15	34424980	34425116	+	49.8	0.763	34.000000	36.0	7.5	4.80	5.92e-14	29.67	8.71e-40	0.95
chr15-343	chr15	85008121	85008257	+	49.1	0.976	21.500000	35.5	0.5	71.00	1.71e-51	74.63	3.05e-52	1.44
chr2-287	chr2	5872212	5872348	+	47.7	0.584	33.500000	34.5	6.5	5.31	2.72e-14	25.15	4.17e-35	0.93
chr12-185	chr12	101397804	101397940	+	47.7	0.673	33.000000	34.5	8.5	4.06	3.62e-11	33.81	2.49e-39	0.91
chr15-147	chr15	91022016	91022152	+	47.7	0.567	34.500000	34.5	8.5	4.06	3.62e-11	21.76	4.65e-33	0.90
chr17-216	chr17	36408277	36408413	+	47.0	0.665	32.000000	34.0	7.0	4.86	2.09e-13	24.42	6.79e-35	0.97
chr19-102	chr19	8894167	8894303	+	47.0	0.524	33.000000	34.0	7.5	4.53	1.34e-12	15.22	2.85e-28	0.91
chr10-307	chr10	84039253	84039389	+	46.3	0.610	31.500000	33.5	7.5	4.47	6.14e-12	21.04	1.14e-31	0.93
chr10-287	chr10	125162517	125162653	+	46.3	0.738	32.500000	33.5	7.0	4.79	1.02e-12	24.06	1.66e-33	0.92
chr3-271	chr3	8971739	8971875	+	45.6	0.807	30.000000	33.0	7.0	4.71	1.02e-12	22.79	5.67e-33	0.98
chr8-301	chr8	13674453	13674589	+	45.6	0.692	31.500000	33.0	2.0	16.50	1.42e-28	7.65	1.59e-18	0.95
chr9-262	chr9	59598948	59599084	+	45.6	0.596	32.500000	33.0	8.0	4.12	3.19e-11	19.38	9.38e-31	0.92
chr10-265	chr10	128063824	128063960	+	45.6	0.792	34.000000	33.0	8.0	4.12	3.19e-11	35.99	2.63e-39	0.93
chr13-317	chr13	113368374	113368510	+	45.6	0.978	26.500000	33.0	1.5	22.00	1.74e-32	48.85	1.40e-43	1.11
chr1-460	chr1	104524778	104524914	+	44.9	0.985	25.500000	32.5	3.5	9.29	3.30e-20	45.77	3.26e-41	1.27
chr7-355	chr7	30879896	30880032	+	44.9	0.548	33.000000	32.5	5.0	6.50	7.02e-16	11.01	2.38e-22	0.94
chr8-307	chr8	129373853	129373989	+	44.9	0.672	31.500000	32.5	7.0	4.64	4.85e-12	10.20	2.19e-21	0.94
chr4-271	chr4	144830971	144831107	+	44.2	0.689	33.000000	32.0	6.5	4.92	7.32e-13	14.83	2.29e-26	0.92
chr1-346	chr1	108304603	108304739	+	43.5	0.803	31.500000	31.5	7.0	4.50	2.23e-11	32.18	2.36e-35	0.93
chr2-398	chr2	142860868	142861004	+	43.5	0.711	29.500000	31.5	4.5	7.00	2.79e-16	28.03	1.52e-33	0.96
chr3-280	chr3	65733485	65733621	+	43.5	0.715	29.500000	31.5	7.5	4.20	1.17e-10	20.86	9.91e-30	0.94
chr9-265	chr9	78023375	78023511	+	43.5	0.665	32.500000	31.5	4.0	7.88	1.17e-17	21.97	2.16e-30	0.90
chr13-270	chr13	74667211	74667347	+	42.8	0.545	29.000000	31.0	3.0	10.33	4.13e-21	7.25	7.03e-17	0.98
chr8-462	chr8	4656709	4656845	+	42.2	0.906	24.000000	30.5	0.5	61.00	2.13e-42	35.11	2.31e-35	1.13
chr10-277	chr10	36858716	36858852	+	42.2	0.638	33.000000	30.5	6.5	4.69	1.75e-11	4.71	1.62e-11	0.92
chr10-323	chr10	98569626	98569762	+	42.2	0.638	30.500000	30.5	6.0	5.08	2.56e-12	13.49	1.81e-23	0.89
chr2-361	chr2	91550780	91550916	+	41.5	0.599	30.500000	30.0	4.0	7.50	9.13e-17	39.56	4.39e-37	0.90
chr5-349	chr5	128091454	128091590	+	41.5	0.622	28.000000	30.0	7.0	4.29	9.98e-11	15.01	5.79e-25	1.04
chr6-332	chr6	49186443	49186579	+	41.5	0.968	26.500000	30.0	6.0	5.00	2.56e-12	47.82	1.69e-39	1.02
chr1-414	chr1	181003201	181003337	+	40.8	0.766	28.000000	29.5	7.0	4.21	4.32e-10	37.21	6.09e-35	0.94
chr4-357	chr4	70039196	70039332	+	40.8	0.782	28.000000	29.5	2.0	14.75	8.80e-24	41.95	2.05e-36	0.97
chr5-328	chr5	66258852	66258988	+	40.8	0.577	28.500000	29.5	7.0	4.21	4.32e-10	13.09	2.22e-22	0.94
chr5-309	chr5	102215092	102215228	+	40.8	0.760	29.500000	29.5	5.0	5.90	1.70e-13	32.17	3.65e-33	0.90
chr6-305	chr6	128429908	128430044	+	40.8	0.806	28.000000	29.5	7.0	4.21	4.32e-10	33.69	9.97e-34	0.95
chr7-470	chr7	13007807	13007943	+	40.8	0.712	27.500000	29.5	6.5	4.54	8.13e-11	30.57	1.54e-32	0.97
chr9-357	chr9	110207660	110207796	+	40.8	0.613	27.500000	29.5	7.0	4.21	4.32e-10	39.99	7.95e-36	0.97
chr11-268	chr11	69209020	69209156	+	40.8	0.574	29.000000	29.5	5.5	5.36	1.67e-12	24.31	9.54e-30	0.94
chr6-297	chr6	128305824	128305960	+	40.1	0.788	28.500000	29.0	6.5	4.46	8.13e-11	25.04	2.61e-30	0.94
chr10-383	chr10	127930928	127931064	+	40.1	0.730	27.500000	29.0	6.5	4.46	8.13e-11	10.65	3.38e-20	0.99
chr15-216	chr15	72865171	72865307	+	40.1	0.793	28.000000	29.0	6.0	4.83	1.29e-11	47.27	4.31e-38	0.97
chr7-428	chr7	52252797	52252933	+	39.4	0.532	29.500000	28.5	6.0	4.75	6.28e-11	22.72	5.61e-28	0.94
chr8-358	chr8	72826346	72826482	+	39.4	0.704	28.000000	28.5	7.0	4.07	1.81e-09	41.34	4.93e-35	0.92
chr9-332	chr9	20757232	20757368	+	39.4	0.622	28.000000	28.5	6.5	4.38	3.66e-10	33.07	2.15e-32	0.92
chr14-190	chr14	32643855	32643991	+	39.4	0.727	29.000000	28.5	6.0	4.75	6.28e-11	41.76	3.75e-35	0.92
chr4-370	chr4	88783179	88783315	+	38.7	0.733	27.500000	28.0	4.0	7.00	5.02e-15	18.05	1.60e-25	0.92
chr3-298	chr3	47884660	47884796	+	38.0	0.744	28.000000	27.5	6.5	4.23	1.59e-09	29.12	7.63e-30	0.96
chr17-266	chr17	17585740	17585876	+	38.0	0.786	27.500000	27.5	6.0	4.58	2.96e-10	37.28	1.19e-32	0.91
chrX-159	chrX	84483644	84483780	+	38.0	0.886	24.000000	27.5	0.5	55.00	4.15e-37	53.19	1.01e-36	1.02
chr6-307	chr6	30846720	30846856	+	37.3	0.642	27.500000	27.0	5.0	5.40	5.60e-12	25.60	1.40e-28	0.93
chr15-242	chr15	54903683	54903819	+	37.3	0.713	26.500000	27.0	5.5	4.91	4.55e-11	31.59	5.66e-31	0.98
chr2-468	chr2	68663493	68663629	+	36.6	0.724	26.500000	26.5	6.5	4.08	6.69e-09	34.02	1.72e-30	0.90
chr19-164	chr19	60887426	60887562	+	36.6	0.714	27.000000	26.5	6.5	4.08	6.69e-09	37.69	1.30e-31	0.90
chr7-511	chr7	19589311	19589447	+	35.9	0.793	26.000000	26.0	6.0	4.33	1.34e-09	15.46	3.66e-22	0.91
chr2-561	chr2	170336608	170336744	+	35.2	0.713	24.000000	25.5	5.5	4.64	1.08e-09	26.23	1.20e-26	0.95
chr8-420	chr8	37310138	37310274	+	35.2	0.807	25.500000	25.5	6.0	4.25	5.89e-09	4.18	8.12e-09	0.92
chr9-387	chr9	62980762	62980898	+	35.2	0.843	25.500000	25.5	5.5	4.64	1.08e-09	33.94	2.40e-29	0.94
chr12-259	chr12	35760781	35760917	+	35.2	0.806	26.000000	25.5	6.0	4.25	5.89e-09	32.73	5.75e-29	0.92
chr12-284	chr12	112402808	112402944	+	35.2	0.838	25.000000	25.5	6.0	4.25	5.89e-09	10.85	1.29e-17	0.94
chr13-366	chr13	92800695	92800831	+	35.2	0.693	24.000000	25.5	6.0	4.25	5.89e-09	27.40	4.22e-27	1.00
chr4-430	chr4	54483095	54483231	+	34.5	0.800	25.500000	25.0	4.5	5.56	1.85e-11	23.55	1.04e-25	0.94
chr6-398	chr6	29479152	29479288	+	34.5	0.872	24.000000	25.0	5.5	4.55	1.08e-09	12.46	3.40e-19	1.00
chr6-408	chr6	134516981	134517117	+	34.5	0.619	24.000000	25.0	5.5	4.55	1.08e-09	25.54	1.42e-26	0.95
chr7-561	chr7	52317810	52317946	+	34.5	0.628	24.500000	25.0	3.5	7.14	8.98e-14	35.21	6.07e-30	0.94
chrX-193	chrX	47965496	47965632	+	34.5	0.759	21.500000	25.0	4.0	6.25	1.57e-12	9.85	7.24e-17	1.07
chr3-398	chr3	108003534	108003670	+	33.9	0.529	23.500000	24.5	4.5	5.44	1.04e-10	21.15	1.80e-23	0.96
chr3-329	chr3	108013459	108013595	+	33.9	0.665	26.500000	24.5	5.5	4.45	4.94e-09	15.66	1.67e-20	0.94
chr7-560	chr7	50799951	50800087	+	33.9	0.574	24.500000	24.5	6.0	4.08	2.48e-08	27.98	2.76e-26	0.90
chr10-441	chr10	75904995	75905131	+	33.9	0.725	24.500000	24.5	5.5	4.45	4.94e-09	8.19	2.43e-14	0.92
chr17-319	chr17	24306516	24306652	+	33.9	0.625	24.500000	24.5	6.0	4.08	2.48e-08	7.31	2.61e-13	0.92
chr18-258	chr18	38129392	38129528	+	33.9	0.821	25.000000	24.5	5.5	4.45	4.94e-09	27.98	2.76e-26	0.92
chr8-465	chr8	23811941	23812077	+	33.2	0.655	24.000000	24.0	4.0	6.00	9.88e-12	17.58	7.62e-22	0.94
chr8-532	chr8	64069990	64070126	+	33.2	0.724	22.000000	24.0	3.5	6.86	6.46e-13	21.10	1.19e-23	1.03
chr19-211	chr19	44637292	44637428	+	33.2	0.757	23.000000	24.0	5.5	4.36	4.94e-09	47.05	9.34e-32	1.00
chrX-128	chrX	7829496	7829632	+	33.2	0.679	26.500000	24.0	4.0	6.00	9.88e-12	23.37	1.14e-24	0.94
chr3-391	chr3	55620905	55621041	+	32.5	0.688	23.500000	23.5	5.0	4.70	3.91e-09	28.89	1.49e-25	0.90
chr3-401	chr3	126328501	126328637	+	32.5	0.635	23.500000	23.5	5.5	4.27	2.18e-08	16.79	2.30e-20	0.90
chr3-387	chr3	133245949	133246085	+	32.5	0.694	24.000000	23.5	5.5	4.27	2.18e-08	21.17	1.47e-22	0.90
chr3-407	chr3	148652479	148652615	+	32.5	0.556	23.000000	23.5	5.5	4.27	2.18e-08	9.47	4.33e-15	0.92
chr19-198	chr19	10651774	10651910	+	32.5	0.602	23.500000	23.5	5.0	4.70	3.91e-09	34.78	2.38e-27	0.92
chr7-587	chr7	148641003	148641139	+	31.8	0.661	24.000000	23.0	5.0	4.60	3.91e-09	15.23	1.19e-19	0.92
chr8-489	chr8	76201414	76201550	+	31.8	0.516	23.500000	23.0	2.5	9.20	5.03e-15	14.14	5.93e-19	0.92
chr8-521	chr8	93594551	93594687	+	31.8	0.752	22.500000	23.0	5.0	4.60	3.91e-09	18.54	1.69e-21	0.94
chr9-448	chr9	94565782	94565918	+	31.8	0.726	23.000000	23.0	3.5	6.57	4.46e-12	18.33	2.15e-21	0.92
chr14-279	chr14	70761367	70761503	+	31.8	0.842	22.500000	23.0	4.0	5.75	5.97e-11	48.35	9.10e-31	0.94
chr17-368	chr17	47748330	47748466	+	31.8	0.607	22.500000	23.0	5.0	4.60	3.91e-09	25.09	2.10e-24	0.94
chr19-220	chr19	46402798	46402934	+	31.8	0.642	22.500000	23.0	3.5	6.57	4.46e-12	21.39	7.36e-23	0.99
chr1-510	chr1	16678631	16678767	+	31.1	0.500	23.500000	22.5	5.0	4.50	1.82e-08	14.13	5.42e-18	0.93
chr1-570	chr1	95015519	95015655	+	31.1	0.857	22.000000	22.5	5.0	4.50	1.82e-08	37.52	6.37e-27	0.93
chr4-551	chr4	133369443	133369579	+	31.1	0.557	21.500000	22.5	5.5	4.09	9.24e-08	13.95	7.06e-18	0.95
chr10-466	chr10	93661704	93661840	+	31.1	0.759	23.500000	22.5	4.0	5.62	3.46e-10	32.32	1.54e-25	0.91
chr11-455	chr11	48667350	48667486	+	31.1	0.606	22.000000	22.5	5.5	4.09	9.24e-08	12.55	6.04e-17	0.95
chr14-329	chr14	79949346	79949482	+	31.1	0.743	19.500000	22.5	4.5	5.00	2.88e-09	40.29	1.38e-27	1.05
chr17-589	chr17	56145228	56145364	+	31.1	0.887	16.000000	22.5	0.5	45.00	1.29e-28	8.61	1.10e-13	1.27
chr1-530	chr1	14813460	14813596	+	30.4	0.771	23.000000	22.0	4.5	4.89	2.88e-09	27.51	2.92e-24	0.95
chr4-510	chr4	138019927	138020063	+	30.4	0.752	23.000000	22.0	5.0	4.40	1.82e-08	15.34	6.28e-19	0.93
chr13-380	chr13	83663818	83663954	+	30.4	0.724	23.500000	22.0	1.0	22.00	3.42e-22	12.42	4.78e-17	0.95
chr17-380	chr17	68090694	68090830	+	30.4	0.876	22.000000	22.0	4.0	5.50	3.46e-10	30.98	2.34e-25	0.97
chr19-241	chr19	44040103	44040239	+	30.4	0.707	21.500000	22.0	4.0	5.50	3.46e-10	48.35	1.69e-29	0.95
chr5-468	chr5	53792423	53792559	+	29.7	0.814	23.500000	21.5	4.0	5.38	1.92e-09	12.53	3.23e-16	0.91
chr5-541	chr5	54410884	54411020	+	29.7	0.747	21.000000	21.5	5.0	4.30	8.11e-08	35.85	2.34e-25	0.95
chr6-509	chr6	17579182	17579318	+	29.7	0.809	20.500000	21.5	2.0	10.75	6.11e-15	31.50	3.24e-24	1.00
chr7-676	chr7	4190820	4190956	+	29.7	0.663	21.000000	21.5	5.0	4.30	8.11e-08	38.03	6.98e-26	0.93
chr9-480	chr9	108192599	108192735	+	29.7	0.849	22.000000	21.5	4.0	5.38	1.92e-09	46.55	1.11e-27	0.91
chr10-554	chr10	43471971	43472107	+	29.7	0.670	20.500000	21.5	5.0	4.30	8.11e-08	18.68	1.26e-19	1.00
chr10-485	chr10	125767703	125767839	+	29.7	0.829	23.000000	21.5	4.5	4.78	1.42e-08	23.27	1.47e-21	0.95
chr11-457	chr11	68884233	68884369	+	29.7	0.842	22.000000	21.5	4.0	5.38	1.92e-09	15.59	4.47e-18	0.91
chr13-446	chr13	67914643	67914779	+	29.7	0.727	21.000000	21.5	5.0	4.30	8.11e-08	26.66	9.57e-23	0.95
chr17-385	chr17	29089341	29089477	+	29.7	0.634	21.500000	21.5	3.5	6.14	1.87e-10	28.10	3.30e-23	0.91
chrX-204	chrX	166427364	166427500	+	29.7	0.873	21.000000	21.5	4.5	4.78	1.42e-08	11.51	1.65e-15	0.95
chr1-617	chr1	62747738	62747874	+	29.0	0.824	20.500000	21.0	4.5	4.67	1.42e-08	9.20	7.45e-14	0.95
chr1-621	chr1	87734739	87734875	+	29.0	0.815	20.500000	21.0	4.5	4.67	1.42e-08	26.49	6.75e-23	0.98
chr1-624	chr1	95975792	95975928	+	29.0	0.784	20.500000	21.0	4.0	5.25	1.92e-09	23.61	6.85e-22	0.95
chr1-636	chr1	193021914	193022050	+	29.0	0.843	20.500000	21.0	3.5	6.00	1.87e-10	9.07	9.87e-14	1.00
chr2-607	chr2	5766196	5766332	+	29.0	0.670	22.500000	21.0	5.0	4.20	8.11e-08	34.62	2.95e-25	0.93
chr2-706	chr2	155782155	155782291	+	29.0	0.691	20.500000	21.0	4.5	4.67	1.42e-08	63.46	1.15e-30	0.95
chr6-573	chr6	47707918	47708054	+	29.0	0.784	19.000000	21.0	2.0	10.50	6.11e-15	62.17	1.76e-30	1.06
chr7-773	chr7	95350610	95350746	+	29.0	0.820	19.500000	21.0	4.5	4.67	1.42e-08	34.62	2.95e-25	1.00
chr8-647	chr8	8661936	8662072	+	29.0	0.624	18.500000	21.0	5.0	4.20	8.11e-08	6.80	2.00e-11	1.15
chr12-329	chr12	85516760	85516896	+	29.0	0.727	22.500000	21.0	4.0	5.25	1.92e-09	18.24	1.26e-19	0.95
chr15-351	chr15	38174682	38174818	+	29.0	0.793	21.000000	21.0	4.5	4.67	1.42e-08	30.46	3.98e-24	0.98
chr1-628	chr1	157887917	157888053	+	28.3	0.835	20.500000	20.5	5.0	4.10	3.45e-07	5.72	1.69e-09	0.91
chr5-576	chr5	38699089	38699225	+	28.3	0.823	20.000000	20.5	3.5	5.86	1.13e-09	22.70	2.17e-20	0.93
chr5-595	chr5	45971650	45971786	+	28.3	0.697	19.500000	20.5	4.0	5.12	1.02e-08	35.83	3.28e-24	0.96
