# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_2w_LPS_noRC_3_S7
#
# total peaks = 33114
# peak size = 78
# peaks found using tags on both strands
# minimum distance between peaks = 156
# fragment length = 300
# genome size = 2000000000
# Total tags = 13686356.5
# Total tags in peaks = 810729.5
# Approximate IP efficiency = 5.92%
# tags per bp = 0.005535
# expected tags per peak = 0.432
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 3.804927e-07
# FDR tag threshold = 7.0
# number of putative peaks = 128921
#
# input tag directory = Anat_WT_2w_LPS_noRC_3_S7
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 90847
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 4948
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 12
#
# cmd = findPeaks Anat_WT_2w_LPS_noRC_3_S7 -o Anat_WT_2w_LPS_noRC_3_S7.peaks.txt -style factor -fragLength 300 -i Anat_WT_2w_LPS_noRC_3_S7
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr12-52	chr12	32184631	32184709	+	139.2	0.578	73.000000	190.5	30.5	6.25	7.25e-84	29.97	7.44e-203	0.98
chr16-17	chr16	44139309	44139387	+	139.2	0.648	82.000000	190.5	36.0	5.29	1.47e-72	20.52	7.50e-173	0.88
chr18-399	chr18	13107772	13107850	+	137.4	0.937	42.500000	188.0	22.5	8.36	1.16e-103	99.23	8.38e-297	1.78
chr18-23	chr18	60685918	60685996	+	135.9	0.618	74.500000	186.0	35.5	5.24	1.35e-70	29.50	1.35e-197	0.95
chr3-28	chr3	30501316	30501394	+	135.2	0.568	79.000000	185.0	42.5	4.35	1.96e-58	22.39	3.02e-175	0.91
chr9-14	chr9	100446467	100446545	+	133.7	0.607	85.000000	183.0	41.5	4.41	1.28e-58	26.32	1.08e-185	0.85
chr11-62	chr11	3074368	3074446	+	133.3	0.749	73.000000	182.5	33.0	5.53	2.01e-72	20.88	5.96e-167	0.97
chr8-43	chr8	116159008	116159086	+	129.7	0.500	77.000000	177.5	35.0	5.07	4.47e-65	15.31	6.36e-140	0.95
chr11-36	chr11	45768771	45768849	+	129.7	0.692	78.500000	177.5	37.5	4.73	7.51e-61	56.03	5.36e-236	0.90
chrX-15	chrX	139917566	139917644	+	129.3	0.993	62.500000	177.0	0.5	354.00	0.00e+00	126.85	2.91e-298	1.13
chr17-48	chr17	3557635	3557713	+	129.0	0.557	76.000000	176.5	24.5	7.20	4.18e-87	26.78	1.00e-179	0.92
chr7-47	chr7	107854891	107854969	+	128.6	0.594	79.500000	176.0	29.0	6.07	3.70e-76	33.79	3.90e-197	0.90
chrX-22	chrX	139917566	139917644	+	128.2	0.993	59.000000	175.5	0.5	351.00	0.00e+00	125.07	1.23e-293	1.19
chr14-39	chr14	102039844	102039922	+	125.3	0.678	71.000000	171.5	38.5	4.45	2.57e-55	52.07	1.03e-222	0.99
chr16-8	chr16	18289268	18289346	+	125.3	0.581	86.500000	171.5	36.0	4.76	3.17e-59	27.99	7.78e-178	0.83
chr8-59	chr8	108351395	108351473	+	123.8	0.534	75.500000	169.5	30.0	5.65	1.14e-68	23.08	3.37e-162	0.93
chr13-168	chr13	9011002	9011080	+	123.8	0.887	56.500000	169.5	2.0	84.75	2.40e-255	32.16	1.24e-185	1.47
chr14-42	chr14	119406745	119406823	+	123.8	0.706	70.500000	169.5	31.0	5.47	1.08e-66	28.63	2.14e-177	0.99
chr3-32	chr3	98945160	98945238	+	123.1	0.632	78.000000	168.5	42.0	4.01	1.54e-48	41.02	8.06e-202	0.89
chr8-66	chr8	72149289	72149367	+	122.7	0.600	74.500000	168.0	41.0	4.10	7.24e-50	29.83	1.93e-179	0.96
chr17-251	chr17	35575965	35576043	+	122.0	0.773	56.000000	167.0	30.0	5.57	3.62e-67	32.83	3.94e-185	1.25
chr14-20	chr14	79987257	79987335	+	121.3	0.610	76.000000	166.0	40.5	4.10	2.60e-49	35.79	4.54e-190	0.92
chr9-37	chr9	21961241	21961319	+	120.9	0.683	76.000000	165.5	35.0	4.73	8.69e-57	28.80	1.23e-173	0.93
chr10-88	chr10	84039164	84039242	+	119.8	0.617	69.000000	164.0	38.5	4.26	7.83e-51	26.13	4.06e-166	1.00
chr15-16	chr15	94373867	94373945	+	119.5	0.564	78.500000	163.5	32.0	5.11	1.71e-60	26.00	1.42e-164	0.90
chr10-73	chr10	78037520	78037598	+	117.6	0.587	70.500000	161.0	38.0	4.24	1.20e-49	29.47	3.13e-171	1.00
chr12-50	chr12	4775962	4776040	+	117.6	0.677	73.000000	161.0	31.0	5.19	7.21e-61	54.83	1.47e-213	0.96
chr13-36	chr13	64471714	64471792	+	117.6	0.661	73.500000	161.0	35.5	4.54	2.49e-53	22.64	1.61e-153	0.95
chr13-46	chr13	35997988	35998066	+	117.3	0.650	71.500000	160.5	38.5	4.17	2.50e-48	40.83	5.55e-192	0.95
chr1-25	chr1	163807077	163807155	+	116.9	0.575	82.500000	160.0	19.5	8.21	2.09e-87	13.28	1.24e-117	0.84
chr7-53	chr7	52622644	52622722	+	115.1	0.601	77.000000	157.5	31.5	5.00	3.82e-57	19.74	1.25e-140	0.88
chr16-45	chr16	98183628	98183706	+	115.1	0.546	71.500000	157.5	34.5	4.57	3.10e-52	22.39	8.39e-149	0.96
chr2-45	chr2	32631114	32631192	+	114.7	0.659	75.500000	157.0	38.0	4.13	3.74e-47	41.26	2.53e-189	0.90
chr17-32	chr17	57136740	57136818	+	114.7	0.637	83.500000	157.0	23.0	6.83	6.33e-75	31.80	4.71e-172	0.83
chr9-555	chr9	3258834	3258912	+	114.3	0.933	45.500000	156.5	1.0	156.50	4.96e-277	151.97	4.72e-275	1.49
chr10-20	chr10	84380041	84380119	+	114.3	0.614	80.000000	156.5	37.5	4.17	3.22e-47	27.78	6.42e-162	0.86
chr15-42	chr15	82176513	82176591	+	114.3	0.609	71.500000	156.5	29.5	5.31	4.98e-60	27.35	7.03e-161	0.95
chr7-75	chr7	147222426	147222504	+	114.0	0.603	74.500000	156.0	32.5	4.80	9.26e-55	36.34	9.42e-180	0.91
chr17-43	chr17	36053551	36053629	+	114.0	0.536	77.500000	156.0	26.5	5.89	5.30e-66	12.49	6.17e-111	0.89
chr13-57	chr13	58230084	58230162	+	113.6	0.554	70.000000	155.5	35.0	4.44	3.63e-50	21.01	7.42e-143	0.96
chr1-153	chr1	51535363	51535441	+	112.9	0.654	64.000000	154.5	35.0	4.41	1.61e-49	17.99	4.25e-132	1.06
chr18-31	chr18	12279961	12280039	+	112.9	0.707	71.000000	154.5	19.0	8.13	1.75e-83	61.42	1.33e-211	0.95
chr5-33	chr5	121063204	121063282	+	112.5	0.513	77.500000	154.0	36.0	4.28	4.58e-48	16.02	5.09e-125	0.90
chr7-83	chr7	13420128	13420206	+	112.5	0.602	73.500000	154.0	17.5	8.80	2.45e-88	39.06	3.61e-182	0.94
chr7-104	chr7	87469222	87469300	+	112.5	0.647	71.000000	154.0	35.5	4.34	8.72e-49	40.90	3.66e-185	0.95
chr11-85	chr11	31770646	31770724	+	112.5	0.619	71.000000	154.0	14.5	10.62	1.28e-99	26.60	2.90e-157	0.95
chr8-92	chr8	86239167	86239245	+	111.1	0.579	70.000000	152.0	20.0	7.60	1.03e-78	29.70	2.84e-162	0.96
chr3-60	chr3	157610060	157610138	+	110.7	0.631	72.500000	151.5	32.5	4.66	2.23e-51	39.17	1.27e-178	0.93
chr5-163	chr5	93635615	93635693	+	110.7	0.620	62.500000	151.5	17.0	8.91	3.39e-87	35.04	1.63e-171	1.07
chr7-86	chr7	148358676	148358754	+	110.7	0.667	73.500000	151.5	30.5	4.97	1.11e-54	28.40	3.52e-158	0.92
chr2-70	chr2	144381812	144381890	+	110.3	0.605	72.500000	151.0	28.0	5.39	3.26e-59	32.81	1.57e-167	0.93
chr7-72	chr7	99709781	99709859	+	110.3	0.488	74.500000	151.0	32.0	4.72	3.52e-52	21.40	1.41e-140	0.92
chr9-36	chr9	14589092	14589170	+	110.0	0.685	76.500000	150.5	32.5	4.63	1.04e-50	48.78	2.05e-191	0.88
chr12-43	chr12	82585863	82585941	+	110.0	0.695	75.000000	150.5	33.0	4.56	6.24e-50	59.09	1.12e-203	0.89
chr13-325	chr13	44964960	44965038	+	109.6	0.913	49.000000	150.0	27.0	5.56	2.03e-60	85.95	5.85e-228	1.44
chr9-80	chr9	44152041	44152119	+	109.2	0.690	70.000000	149.5	27.5	5.44	1.06e-58	53.65	3.46e-196	0.97
chr15-41	chr15	81641551	81641629	+	108.9	0.533	71.500000	149.0	25.0	5.96	8.59e-64	17.35	7.39e-126	0.94
chr1-192	chr1	45852139	45852217	+	107.0	0.569	61.000000	146.5	17.0	8.62	1.76e-82	34.77	2.06e-165	1.08
chr5-40	chr5	34000834	34000912	+	106.7	0.515	75.500000	146.0	18.0	8.11	2.75e-79	17.15	1.14e-122	0.88
chr7-162	chr7	88092495	88092573	+	106.7	0.715	65.000000	146.0	24.5	5.96	1.54e-62	69.56	1.09e-208	1.02
chr8-72	chr8	119445641	119445719	+	106.7	0.579	74.000000	146.0	29.0	5.03	8.73e-54	27.29	9.08e-151	0.91
chr13-61	chr13	67627071	67627149	+	106.7	0.727	68.500000	146.0	36.0	4.06	4.34e-43	37.44	3.40e-170	0.99
chr1-130	chr1	10028030	10028108	+	106.3	0.664	65.500000	145.5	21.5	6.77	1.07e-68	27.79	1.22e-150	1.05
chr5-86	chr5	149740318	149740396	+	106.3	0.625	69.500000	145.5	30.5	4.77	1.49e-50	35.36	2.57e-165	0.95
chr3-24	chr3	8923658	8923736	+	105.9	0.612	79.500000	145.0	22.5	6.44	2.90e-66	28.66	9.98e-153	0.85
chr13-81	chr13	8885084	8885162	+	105.2	0.620	64.500000	144.0	35.5	4.06	1.56e-42	23.01	1.74e-138	1.05
chr14-71	chr14	68333662	68333740	+	105.2	0.509	65.000000	144.0	28.0	5.14	3.79e-54	11.70	8.89e-99	1.01
chr8-69	chr8	47772364	47772442	+	104.5	0.612	74.000000	143.0	25.0	5.72	3.51e-59	49.56	9.40e-184	0.90
chr6-29	chr6	21899751	21899829	+	104.1	0.466	75.000000	142.5	28.0	5.09	1.00e-52	13.24	3.02e-104	0.90
chr8-96	chr8	19893015	19893093	+	103.8	0.675	69.000000	142.0	28.0	5.07	1.00e-52	34.41	1.63e-160	0.96
chr3-155	chr3	108714603	108714681	+	103.4	0.603	62.500000	141.5	32.5	4.35	7.86e-45	25.62	9.60e-142	1.06
chr8-56	chr8	124805538	124805616	+	103.4	0.492	76.000000	141.5	32.0	4.42	1.45e-45	12.08	2.37e-98	0.87
chr9-87	chr9	13632060	13632138	+	103.4	0.604	69.000000	141.5	34.0	4.16	1.03e-42	10.49	1.80e-90	0.95
chr17-38	chr17	13185259	13185337	+	103.4	0.567	78.500000	141.5	33.0	4.29	4.12e-44	20.88	9.36e-130	0.84
chr7-129	chr7	52104173	52104251	+	102.7	0.521	69.000000	140.5	34.5	4.07	2.01e-41	11.39	2.13e-94	0.99
chr9-144	chr9	21314759	21314837	+	102.7	0.549	62.000000	140.5	29.5	4.76	8.63e-49	23.09	1.10e-134	1.08
chr13-56	chr13	65379998	65380076	+	102.7	0.639	70.500000	140.5	27.0	5.20	4.25e-53	41.47	4.04e-169	0.92
chr14-45	chr14	19103549	19103627	+	102.3	0.627	69.500000	140.0	26.0	5.38	5.81e-55	19.80	5.65e-126	0.94
chr1-84	chr1	129999511	129999589	+	101.9	0.504	70.000000	139.5	22.5	6.20	1.88e-61	15.09	1.96e-109	0.93
chr10-112	chr10	40603137	40603215	+	101.9	0.700	66.000000	139.5	18.0	7.75	5.52e-73	42.05	9.53e-169	0.99
chr14-62	chr14	123382613	123382691	+	101.9	0.612	67.000000	139.5	22.0	6.34	1.36e-62	21.76	2.60e-130	0.97
chr16-104	chr16	38522827	38522905	+	101.9	0.668	61.500000	139.5	24.5	5.69	3.58e-57	34.26	1.06e-156	1.06
chr3-158	chr3	19957741	19957819	+	101.6	0.771	62.000000	139.0	34.0	4.09	1.77e-41	47.15	1.02e-175	1.06
chr3-61	chr3	53667880	53667958	+	101.6	0.621	72.000000	139.0	22.5	6.18	1.88e-61	46.84	2.53e-175	0.90
chr13-85	chr13	62568174	62568252	+	101.6	0.702	64.000000	139.0	29.0	4.79	6.26e-49	57.69	1.16e-187	1.03
chr7-121	chr7	109213740	109213818	+	101.2	0.675	70.000000	138.5	28.0	4.95	6.38e-50	55.75	4.21e-184	0.98
chr14-124	chr14	119406774	119406852	+	101.2	0.712	59.000000	138.5	32.0	4.33	1.22e-43	22.41	4.39e-131	1.11
chr15-135	chr15	3220754	3220832	+	100.5	0.635	59.500000	137.5	13.0	10.58	2.03e-88	32.03	1.34e-150	1.10
chr3-15	chr3	143868346	143868424	+	100.1	0.565	82.000000	137.0	33.0	4.15	1.33e-41	15.39	3.54e-109	0.82
chr7-66	chr7	120657235	120657313	+	98.6	0.639	75.500000	135.0	33.5	4.03	1.06e-39	14.00	1.99e-102	0.87
chr8-248	chr8	67212438	67212516	+	98.6	0.629	58.000000	135.0	21.5	6.28	1.54e-60	19.67	3.47e-121	1.12
chr13-45	chr13	74199639	74199717	+	98.6	0.714	72.000000	135.0	33.0	4.09	2.28e-40	59.42	5.06e-184	0.92
chr15-73	chr15	34372979	34373057	+	98.6	0.638	66.000000	135.0	31.0	4.35	3.57e-43	22.20	6.07e-128	0.99
chr17-134	chr17	15701371	15701449	+	98.6	0.660	63.000000	135.0	26.0	5.19	2.47e-51	23.61	2.21e-131	1.02
chr19-24	chr19	46836002	46836080	+	98.3	0.571	71.500000	134.5	28.0	4.80	3.63e-47	14.30	1.21e-102	0.91
chr4-91	chr4	107040381	107040459	+	97.9	0.672	69.000000	134.0	16.0	8.38	1.44e-74	42.04	6.22e-163	0.93
chr5-139	chr5	118695036	118695114	+	97.9	0.658	65.000000	134.0	28.5	4.70	2.37e-46	23.87	4.71e-131	0.99
chr2-83	chr2	39046254	39046332	+	97.5	0.631	69.500000	133.5	28.5	4.68	1.12e-45	22.58	8.27e-127	0.92
chr2-132	chr2	102913632	102913710	+	97.5	0.623	64.500000	133.5	29.0	4.60	6.88e-45	24.21	1.18e-130	1.01
chr5-467	chr5	147072698	147072776	+	97.5	0.678	50.000000	133.5	2.0	66.75	1.01e-187	14.50	1.20e-102	1.28
chr8-115	chr8	97855926	97856004	+	97.5	0.548	67.500000	133.5	27.5	4.85	2.60e-47	21.35	1.04e-123	0.96
chr11-105	chr11	102889864	102889942	+	97.5	0.585	68.000000	133.5	25.5	5.24	8.21e-51	16.99	3.26e-111	0.95
chr11-98	chr11	121098204	121098282	+	97.5	0.541	69.000000	133.5	33.0	4.05	3.81e-39	17.18	8.16e-112	0.95
chr13-99	chr13	19487651	19487729	+	97.5	0.693	62.500000	133.5	31.5	4.24	3.46e-41	28.35	1.98e-139	1.03
chr9-68	chr9	31088171	31088249	+	97.2	0.466	71.500000	133.0	28.5	4.67	1.12e-45	14.56	4.62e-103	0.89
chr14-34	chr14	21748457	21748535	+	97.2	0.652	71.500000	133.0	27.0	4.93	3.72e-48	38.06	3.88e-156	0.91
chr12-81	chr12	73186765	73186843	+	96.8	0.544	68.000000	132.5	25.5	5.20	4.29e-50	14.39	1.83e-101	0.95
chr18-84	chr18	31793899	31793977	+	96.8	0.653	62.000000	132.5	30.5	4.34	5.57e-42	11.50	1.32e-89	1.04
chr3-117	chr3	19088055	19088133	+	96.4	0.630	65.000000	132.0	31.0	4.26	2.90e-41	28.15	3.28e-138	0.99
chr6-101	chr6	11857638	11857716	+	96.4	0.629	64.500000	132.0	18.0	7.33	7.82e-67	43.56	1.61e-162	0.99
chr10-55	chr10	17742880	17742958	+	96.4	0.661	72.500000	132.0	25.0	5.28	5.16e-51	37.03	1.94e-153	0.89
chr11-128	chr11	20149430	20149508	+	96.4	0.716	65.500000	132.0	29.5	4.47	1.84e-43	26.61	4.20e-135	0.99
chr3-70	chr3	136332892	136332970	+	96.1	0.633	71.500000	131.5	24.0	5.48	3.50e-52	11.86	1.49e-90	0.91
chr14-108	chr14	22650364	22650442	+	96.1	0.642	60.500000	131.5	32.5	4.05	1.37e-38	26.28	3.34e-133	1.07
chr17-110	chr17	64213201	64213279	+	96.1	0.622	65.500000	131.5	32.0	4.11	2.95e-39	15.75	1.61e-105	0.97
chr3-116	chr3	144233377	144233455	+	95.7	0.569	65.500000	131.0	32.5	4.03	1.37e-38	16.35	1.06e-107	0.97
chr13-60	chr13	86186330	86186408	+	95.7	0.685	69.000000	131.0	30.0	4.37	4.55e-42	34.08	1.06e-147	0.94
chr11-110	chr11	59859915	59859993	+	95.4	0.648	67.500000	130.5	22.5	5.80	1.92e-54	43.80	3.49e-160	0.98
chr7-402	chr7	13466440	13466518	+	95.0	0.776	54.500000	130.0	22.5	5.78	1.92e-54	48.49	5.09e-166	1.16
chr12-85	chr12	72075692	72075770	+	95.0	0.608	67.500000	130.0	30.0	4.33	1.99e-41	24.92	1.57e-129	0.97
chr14-66	chr14	67487668	67487746	+	95.0	0.634	66.000000	130.0	25.0	5.20	1.43e-49	15.97	1.16e-105	0.98
chr4-266	chr4	41222373	41222451	+	94.6	0.655	56.500000	129.5	31.5	4.11	1.06e-38	41.18	1.36e-155	1.13
chr10-115	chr10	59079408	59079486	+	94.6	0.679	66.000000	129.5	17.5	7.40	1.31e-65	43.24	2.96e-158	0.96
chr8-233	chr8	72240941	72241019	+	94.3	0.665	59.000000	129.0	31.5	4.10	1.06e-38	12.49	4.69e-92	1.09
chr9-263	chr9	4376320	4376398	+	94.3	0.676	54.500000	129.0	29.5	4.37	1.62e-41	21.41	2.13e-120	1.16
chr1-296	chr1	193136678	193136756	+	93.9	0.693	56.500000	128.5	32.0	4.02	1.99e-37	43.30	4.02e-157	1.14
chr5-187	chr5	130293194	130293272	+	93.9	0.625	61.500000	128.5	21.5	5.98	5.10e-55	30.13	1.60e-137	1.04
chr14-130	chr14	60870396	60870474	+	93.9	0.640	58.500000	128.5	30.5	4.21	1.88e-39	25.46	1.69e-128	1.11
chr11-318	chr11	120328790	120328868	+	93.5	0.680	55.500000	128.0	31.0	4.13	9.21e-39	38.13	1.93e-150	1.14
chr2-186	chr2	152657224	152657302	+	93.2	0.587	61.500000	127.5	21.0	6.07	2.51e-55	17.45	1.17e-107	1.02
chr3-146	chr3	96398070	96398148	+	93.2	0.696	63.500000	127.5	25.0	5.10	1.98e-47	40.40	3.61e-152	1.01
chr5-62	chr5	23900224	23900302	+	93.2	0.632	72.000000	127.5	25.0	5.10	1.98e-47	27.03	1.10e-130	0.87
chr3-77	chr3	137806553	137806631	+	92.8	0.540	70.000000	127.0	29.0	4.38	5.79e-41	16.90	3.38e-106	0.92
chr7-74	chr7	121706294	121706372	+	92.8	0.565	74.500000	127.0	22.5	5.64	3.63e-52	24.68	4.50e-126	0.84
chr5-96	chr5	111268804	111268882	+	92.4	0.637	68.500000	126.5	23.0	5.50	2.00e-50	24.22	6.94e-124	0.92
chr8-155	chr8	114457678	114457756	+	92.4	0.778	64.000000	126.5	26.5	4.77	3.52e-44	52.93	1.86e-165	1.00
chr15-95	chr15	82074906	82074984	+	92.4	0.713	64.500000	126.5	30.0	4.22	6.76e-39	60.61	9.78e-173	0.97
chr17-169	chr17	24388457	24388535	+	92.4	0.628	60.500000	126.5	31.0	4.08	1.56e-37	24.31	4.40e-124	1.05
chr2-245	chr2	148498283	148498361	+	91.7	0.680	58.500000	125.5	29.5	4.25	5.71e-39	29.98	4.45e-134	1.09
chr6-52	chr6	120313927	120314005	+	91.7	0.587	71.500000	125.5	24.0	5.23	8.32e-48	33.97	1.21e-140	0.87
chr13-141	chr13	67209477	67209555	+	91.7	0.641	59.000000	125.5	25.0	5.02	5.08e-46	34.11	7.21e-141	1.10
chr13-148	chr13	99585401	99585479	+	91.7	0.592	58.500000	125.5	18.0	6.97	7.65e-61	20.09	3.04e-113	1.09
chr14-100	chr14	55482984	55483062	+	91.3	0.743	61.500000	125.0	30.5	4.10	1.37e-37	38.09	6.76e-147	1.04
chr4-248	chr4	83063478	83063556	+	91.0	0.679	57.500000	124.5	30.0	4.15	1.19e-37	29.57	2.61e-132	1.08
chr5-221	chr5	117737599	117737677	+	91.0	0.761	59.500000	124.5	26.0	4.79	1.23e-43	46.92	1.68e-156	1.07
chr10-102	chr10	80959306	80959384	+	91.0	0.588	67.000000	124.5	17.5	7.11	2.66e-61	18.22	2.29e-107	0.94
chr1-629	chr1	108693251	108693329	+	90.6	0.768	45.500000	124.0	29.0	4.28	4.78e-39	32.93	4.01e-138	1.37
chr4-127	chr4	44769299	44769377	+	90.6	0.522	65.000000	124.0	12.0	10.33	2.97e-79	22.45	2.94e-118	0.96
chr4-203	chr4	56960308	56960386	+	90.6	0.732	60.000000	124.0	25.5	4.86	1.81e-44	29.76	7.57e-133	1.05
chr10-185	chr10	12912757	12912835	+	90.6	0.558	60.000000	124.0	25.0	4.96	2.55e-45	25.84	1.66e-125	1.04
chr10-283	chr10	57786214	57786292	+	90.6	0.611	55.000000	124.0	25.0	4.96	2.55e-45	16.40	3.31e-102	1.15
chr11-212	chr11	73012706	73012784	+	90.6	0.576	59.500000	124.0	16.5	7.52	4.85e-64	27.10	5.54e-128	1.08
chr4-164	chr4	46402063	46402141	+	90.2	0.704	62.000000	123.5	30.5	4.05	2.29e-36	34.38	4.83e-139	1.02
chr5-246	chr5	35002770	35002848	+	90.2	0.605	58.000000	123.5	30.5	4.05	2.29e-36	16.55	1.13e-101	1.10
chr13-599	chr13	97960513	97960591	+	90.2	0.785	40.500000	123.5	15.0	8.23	1.31e-67	9.30	2.13e-73	1.53
chr15-219	chr15	75911192	75911270	+	90.2	0.563	54.500000	123.5	21.0	5.88	3.23e-52	25.80	3.22e-124	1.17
chr1-131	chr1	87600239	87600317	+	89.9	0.628	65.500000	123.0	24.5	5.02	1.73e-45	27.00	9.01e-127	0.98
chr1-135	chr1	166237651	166237729	+	89.9	0.695	65.500000	123.0	19.5	6.31	1.57e-55	26.21	3.05e-125	0.96
chr6-135	chr6	71390677	71390755	+	89.9	0.629	61.500000	123.0	16.5	7.45	3.65e-63	11.41	1.97e-83	1.04
chr16-70	chr16	17508946	17509024	+	89.9	0.727	65.500000	123.0	23.0	5.35	3.22e-48	59.49	6.69e-168	0.97
chr7-214	chr7	138703817	138703895	+	89.5	0.672	62.000000	122.5	11.0	11.14	2.08e-81	36.28	1.05e-140	1.03
chr13-103	chr13	69750588	69750666	+	89.5	0.591	62.500000	122.5	18.5	6.62	4.33e-57	15.34	4.54e-97	0.99
chr4-214	chr4	43682106	43682184	+	89.1	0.717	59.500000	122.0	24.0	5.08	1.15e-45	43.23	5.78e-150	1.04
chr15-59	chr15	38008753	38008831	+	89.1	0.658	67.500000	122.0	30.0	4.07	2.03e-36	24.71	3.02e-121	0.92
chr4-94	chr4	115893731	115893809	+	88.8	0.655	68.500000	121.5	29.0	4.19	3.67e-37	23.19	7.42e-117	0.93
chr7-400	chr7	148414552	148414630	+	88.8	0.677	55.000000	121.5	28.0	4.34	1.41e-38	48.99	5.72e-155	1.15
chr10-423	chr10	89195038	89195116	+	88.4	0.792	50.000000	121.0	26.5	4.57	7.98e-41	66.06	1.28e-170	1.23
chr11-127	chr11	3093242	3093320	+	88.4	0.611	65.500000	121.0	23.5	5.15	7.55e-46	22.55	1.15e-115	0.95
chr17-202	chr17	35516375	35516453	+	88.4	0.688	58.500000	121.0	29.5	4.10	1.77e-36	20.05	8.77e-110	1.09
chr4-139	chr4	125939514	125939592	+	88.0	0.715	64.500000	120.5	19.5	6.18	3.86e-53	18.20	6.63e-104	0.95
chr5-225	chr5	147644426	147644504	+	88.0	0.631	59.500000	120.5	20.0	6.03	4.91e-52	43.00	4.72e-147	1.03
chr11-94	chr11	96839176	96839254	+	88.0	0.611	69.500000	120.5	28.5	4.23	3.13e-37	11.64	3.23e-82	0.90
chr15-138	chr15	81296835	81296913	+	88.0	0.537	59.500000	120.5	12.5	9.64	2.65e-73	24.31	2.90e-118	1.03
