# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_12h_LPS4
#
# total peaks = 22050
# peak size = 81
# peaks found using tags on both strands
# minimum distance between peaks = 162
# fragment length = 300
# genome size = 2000000000
# Total tags = 10107617.0
# Total tags in peaks = 409686.5
# Approximate IP efficiency = 4.05%
# tags per bp = 0.004744
# expected tags per peak = 0.384
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 1.755481e-07
# FDR tag threshold = 7.0
# number of putative peaks = 99468
#
# input tag directory = Anat_WT_12h_LPS4
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 74242
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 3167
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 9
#
# cmd = findPeaks Anat_WT_12h_LPS4 -o Anat_WT_12h_LPS4.peaks.txt -style factor -fragLength 300 -i Anat_WT_12h_LPS4
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr8-329	chr8	4656740	4656820	+	138.5	0.842	46.500000	140.5	0.5	281.00	3.23e-284	157.28	2.55e-249	1.45
chr9-6	chr9	3006810	3006890	+	136.5	0.829	108.000000	139.0	26.0	5.35	3.13e-54	8.70	1.24e-77	0.64
chr13-8	chr13	67034055	67034135	+	133.1	0.611	89.500000	136.0	31.0	4.39	8.13e-44	34.34	4.96e-149	0.76
chr13-6	chr13	8884928	8885008	+	128.6	0.595	91.500000	131.5	16.0	8.22	8.30e-72	40.20	1.77e-154	0.73
chr8-11	chr8	75094852	75094932	+	128.1	0.582	95.000000	129.5	16.0	8.09	5.53e-70	29.83	3.44e-137	0.69
chr7-16	chr7	46807948	46808028	+	127.1	0.619	88.500000	128.5	31.0	4.15	9.21e-39	38.84	4.67e-150	0.73
chr16-3	chr16	57121620	57121700	+	122.7	0.602	100.500000	125.0	30.5	4.10	1.37e-37	35.58	7.77e-141	0.64
chr16-13	chr16	44139137	44139217	+	120.7	0.679	85.500000	122.0	18.0	6.78	2.51e-58	18.14	8.95e-105	0.75
chr9-70	chr9	3006806	3006886	+	120.2	0.900	69.500000	123.5	23.0	5.37	3.22e-48	7.67	1.77e-63	1.00
chr9-18	chr9	3025663	3025743	+	116.7	0.654	89.500000	118.5	27.0	4.39	4.13e-38	5.70	4.93e-49	0.73
chr5-21	chr5	5420131	5420211	+	112.8	0.617	79.500000	114.5	27.0	4.24	1.45e-35	30.15	6.50e-123	0.79
chr16-22	chr16	58408548	58408628	+	112.8	0.635	78.500000	114.0	22.5	5.07	1.16e-42	24.32	1.65e-110	0.79
chr6-30	chr6	121060407	121060487	+	110.8	0.703	76.500000	113.5	24.0	4.73	1.97e-39	48.04	4.37e-135	0.81
chr18-10	chr18	47118524	47118604	+	110.8	0.653	85.000000	116.0	19.0	6.11	4.27e-51	33.18	5.45e-124	0.75
chr3-34	chr3	120994750	120994830	+	110.3	0.583	78.000000	111.5	25.0	4.46	1.50e-36	30.24	1.37e-118	0.78
chr16-18	chr16	55934831	55934911	+	110.3	0.612	83.500000	111.5	13.5	8.26	2.59e-61	33.69	6.58e-125	0.75
chr8-31	chr8	13785720	13785800	+	109.8	0.566	80.500000	111.0	23.0	4.83	1.04e-39	29.60	9.35e-117	0.77
chr7-39	chr7	144602512	144602592	+	109.3	0.556	81.000000	112.0	8.0	14.00	2.56e-85	23.59	1.69e-104	0.76
chr10-15	chr10	57960671	57960751	+	109.3	0.651	83.500000	111.5	21.0	5.31	3.09e-43	52.28	8.70e-143	0.73
chr2-20	chr2	139892523	139892603	+	108.8	0.667	83.500000	112.0	27.5	4.07	1.22e-33	25.42	8.49e-111	0.76
chr3-58	chr3	19935212	19935292	+	108.3	0.642	73.000000	109.5	16.0	6.84	1.62e-52	42.97	4.54e-130	0.84
chr5-25	chr5	89194103	89194183	+	106.4	0.620	78.000000	107.5	22.0	4.89	1.24e-38	22.42	1.97e-99	0.77
chr13-26	chr13	90229249	90229329	+	105.9	0.671	78.000000	107.5	16.0	6.72	7.46e-51	25.65	4.96e-107	0.79
chr16-12	chr16	44724542	44724622	+	105.4	0.625	86.500000	107.0	23.0	4.65	5.38e-37	30.98	2.79e-113	0.70
chr13-60	chr13	112515739	112515819	+	104.4	0.627	67.500000	106.0	25.5	4.16	1.19e-32	32.68	6.53e-117	0.90
chr17-47	chr17	3557634	3557714	+	104.4	0.542	74.500000	106.0	10.0	10.60	4.37e-69	25.11	4.13e-105	0.80
chr17-32	chr17	71351747	71351827	+	104.4	0.606	82.500000	105.5	25.0	4.22	1.02e-32	29.36	5.56e-112	0.72
chr1-32	chr1	163806929	163807009	+	103.9	0.636	81.500000	105.5	6.0	17.58	1.23e-89	12.44	3.27e-74	0.73
chr7-48	chr7	71537331	71537411	+	103.9	0.553	78.500000	106.0	22.0	4.82	6.06e-38	26.21	3.33e-107	0.76
chr7-31	chr7	144602334	144602414	+	103.4	0.550	82.500000	105.0	25.0	4.20	1.02e-32	22.39	2.69e-97	0.72
chr8-24	chr8	116159444	116159524	+	102.9	0.536	86.000000	107.0	24.5	4.37	1.06e-34	14.09	1.11e-78	0.73
chr10-14	chr10	118677348	118677428	+	102.9	0.547	84.000000	108.0	22.0	4.91	2.53e-39	19.70	7.34e-94	0.76
chr8-29	chr8	116159019	116159099	+	102.4	0.500	82.000000	107.5	26.0	4.13	1.38e-32	14.05	8.98e-79	0.74
chr12-40	chr12	60320664	60320744	+	102.4	0.561	78.500000	103.5	19.5	5.31	3.16e-40	20.78	3.01e-95	0.75
chr13-21	chr13	65379977	65380057	+	101.9	0.617	80.000000	103.5	17.0	6.09	2.72e-45	43.49	3.55e-127	0.74
chr10-23	chr10	4540810	4540890	+	101.4	0.577	80.500000	103.0	21.5	4.79	1.02e-36	19.06	7.90e-90	0.73
chr16-20	chr16	42875820	42875900	+	101.4	0.574	79.500000	103.0	25.5	4.04	8.42e-31	8.65	7.96e-57	0.74
chr17-44	chr17	21787526	21787606	+	100.4	0.709	75.500000	102.5	18.0	5.69	2.09e-42	44.90	1.19e-123	0.80
chr2-66	chr2	136717068	136717148	+	99.9	0.565	69.000000	103.0	22.0	4.68	6.64e-36	15.63	4.64e-80	0.88
chr1-35	chr1	193221285	193221365	+	99.4	0.527	80.000000	100.5	23.5	4.28	1.11e-31	16.34	1.85e-82	0.72
chr13-36	chr13	35998040	35998120	+	98.9	0.613	73.000000	100.0	20.0	5.00	3.49e-37	37.25	2.65e-113	0.80
chr8-48	chr8	72298727	72298807	+	98.4	0.627	76.000000	99.5	24.5	4.06	1.09e-29	36.43	1.15e-114	0.76
chr7-45	chr7	59117628	59117708	+	97.9	0.652	79.000000	99.0	15.0	6.60	1.04e-46	32.69	4.75e-109	0.73
chr8-59	chr8	47772361	47772441	+	97.9	0.659	73.000000	99.0	12.0	8.25	5.16e-55	61.85	3.67e-137	0.79
chr15-14	chr15	94373865	94373945	+	97.9	0.561	80.000000	99.5	20.0	4.97	1.75e-36	23.43	1.51e-96	0.75
chr7-53	chr7	99709729	99709809	+	97.5	0.518	77.500000	98.5	12.5	7.88	1.42e-52	23.52	8.50e-95	0.75
chr14-19	chr14	102039853	102039933	+	97.5	0.655	75.500000	98.5	15.0	6.57	6.91e-46	45.12	1.28e-122	0.76
chr17-38	chr17	17975190	17975270	+	97.5	0.613	80.000000	99.5	22.0	4.52	3.04e-33	23.09	4.80e-94	0.73
chr5-40	chr5	118695071	118695151	+	96.5	0.694	73.000000	97.5	20.0	4.88	4.26e-35	27.51	5.03e-96	0.78
chr7-60	chr7	146574611	146574691	+	96.0	0.585	76.000000	99.5	22.0	4.52	3.04e-33	17.47	7.75e-82	0.77
chr6-32	chr6	11857689	11857769	+	95.5	0.651	76.000000	97.0	12.5	7.76	1.12e-51	37.82	3.88e-108	0.75
chr10-56	chr10	129979323	129979403	+	95.0	0.674	70.500000	96.5	21.0	4.60	8.36e-33	36.51	1.52e-111	0.81
chr7-34	chr7	52622638	52622718	+	94.5	0.599	81.500000	96.5	16.5	5.85	6.27e-41	22.19	1.93e-89	0.70
chr8-64	chr8	19893020	19893100	+	94.5	0.665	71.500000	95.5	20.5	4.66	6.36e-33	31.52	2.61e-104	0.81
chr18-23	chr18	76400982	76401062	+	94.0	0.586	74.500000	97.5	21.5	4.53	1.08e-32	18.46	1.37e-80	0.77
chr3-60	chr3	19957717	19957797	+	93.5	0.720	72.500000	94.5	17.5	5.40	1.98e-37	40.97	1.84e-111	0.78
chr9-59	chr9	26838193	26838273	+	93.5	0.633	72.000000	95.0	12.0	7.92	2.26e-51	26.63	1.38e-96	0.79
chr9-24	chr9	3024421	3024501	+	93.0	0.804	83.500000	96.5	17.5	5.51	6.63e-39	4.56	2.07e-31	0.69
chr6-42	chr6	146526174	146526254	+	92.5	0.545	73.500000	95.5	22.0	4.34	1.19e-30	23.78	2.21e-91	0.78
chr10-26	chr10	17742832	17742912	+	92.5	0.616	79.000000	93.5	23.0	4.07	5.13e-28	31.58	3.47e-99	0.72
chr13-18	chr13	14155610	14155690	+	92.5	0.544	82.500000	94.5	19.5	4.85	7.20e-34	13.22	8.06e-69	0.69
chr7-110	chr7	71537557	71537637	+	92.0	0.621	66.500000	93.0	20.0	4.65	2.24e-32	21.78	3.23e-85	0.87
chr8-65	chr8	72149288	72149368	+	92.0	0.567	71.500000	93.0	15.5	6.00	9.64e-41	31.07	8.46e-102	0.79
chr9-108	chr9	3025525	3025605	+	92.0	0.769	64.000000	93.0	19.5	4.77	3.48e-33	4.42	8.83e-31	0.89
chr11-47	chr11	58136681	58136761	+	92.0	0.590	67.000000	93.0	19.5	4.77	3.48e-33	41.34	5.24e-113	0.83
chr1-83	chr1	51535362	51535442	+	91.5	0.638	68.000000	93.0	22.5	4.13	1.09e-28	16.09	2.14e-71	0.83
chr5-87	chr5	73647871	73647951	+	91.5	0.617	66.000000	93.0	18.0	5.17	8.95e-36	19.13	6.14e-82	0.86
chr17-57	chr17	15701424	15701504	+	91.5	0.612	70.500000	92.5	16.5	5.61	6.80e-38	26.60	9.90e-95	0.79
chr9-77	chr9	21760303	21760383	+	91.0	0.558	68.000000	93.5	11.5	8.13	4.40e-51	24.71	6.86e-92	0.84
chr3-27	chr3	10440071	10440151	+	90.5	0.687	80.000000	92.0	16.0	5.75	6.57e-39	44.84	9.24e-114	0.72
chr13-44	chr13	67033881	67033961	+	90.5	0.542	71.000000	94.5	14.0	6.75	4.88e-45	21.62	7.37e-86	0.81
chr16-32	chr16	84835308	84835388	+	90.5	0.552	75.000000	91.5	15.5	5.90	3.45e-39	17.16	1.49e-75	0.79
chr3-39	chr3	53667915	53667995	+	90.0	0.623	77.000000	91.5	15.0	6.10	2.86e-40	35.77	4.73e-105	0.73
chr3-43	chr3	97572002	97572082	+	90.0	0.632	76.500000	91.5	16.0	5.72	3.78e-38	42.53	1.02e-111	0.77
chr6-47	chr6	56874020	56874100	+	90.0	0.575	71.500000	92.0	10.5	8.76	2.22e-53	29.44	2.56e-96	0.78
chr13-57	chr13	86186328	86186408	+	90.0	0.640	68.000000	92.0	20.5	4.49	6.18e-31	31.08	1.16e-99	0.82
chr17-54	chr17	21816874	21816954	+	90.0	0.678	71.000000	103.5	25.0	4.14	1.79e-31	31.95	1.27e-99	0.80
chr3-98	chr3	19957740	19957820	+	89.5	0.724	65.000000	90.5	22.0	4.11	1.63e-27	39.93	4.20e-108	0.85
chr9-31	chr9	3029689	3029769	+	89.5	0.793	79.500000	91.0	3.0	30.33	9.97e-99	5.03	2.84e-33	0.74
chr11-17	chr11	35583046	35583126	+	89.5	0.573	78.000000	92.5	19.5	4.74	1.67e-32	23.40	6.76e-88	0.73
chr6-54	chr6	56664809	56664889	+	89.0	0.639	70.000000	93.5	21.0	4.45	7.81e-31	20.76	1.27e-81	0.79
chr14-31	chr14	123382611	123382691	+	89.0	0.631	71.000000	91.5	17.0	5.38	3.51e-36	22.25	5.24e-83	0.80
chr7-84	chr7	99889941	99890021	+	88.5	0.617	69.500000	90.0	20.5	4.39	1.24e-29	20.43	7.98e-81	0.79
chr14-33	chr14	73924818	73924898	+	88.1	0.652	70.500000	90.5	17.0	5.32	1.88e-35	44.03	1.29e-110	0.80
chr7-95	chr7	13420127	13420207	+	87.6	0.595	68.000000	90.0	10.5	8.57	1.69e-51	40.74	2.79e-106	0.82
chr13-37	chr13	81025079	81025159	+	87.6	0.472	73.000000	88.5	21.5	4.12	5.87e-27	7.75	5.20e-47	0.75
chr8-91	chr8	108351366	108351446	+	87.1	0.525	66.500000	88.0	18.5	4.76	2.04e-31	22.00	1.16e-81	0.84
chr10-69	chr10	57205983	57206063	+	87.1	0.647	68.500000	88.0	12.0	7.33	3.56e-45	26.12	8.22e-88	0.79
chr12-60	chr12	75008755	75008835	+	87.1	0.633	72.000000	89.0	21.5	4.14	1.41e-27	21.27	1.26e-78	0.76
chr3-75	chr3	35899550	35899630	+	86.6	0.656	70.500000	87.5	21.0	4.17	5.09e-27	44.69	2.80e-107	0.77
chr14-26	chr14	32454238	32454318	+	86.1	0.643	72.000000	89.0	17.0	5.24	1.00e-34	48.10	1.15e-103	0.75
chr16-65	chr16	58727937	58728017	+	86.1	0.623	65.000000	87.0	13.0	6.69	1.03e-41	17.10	2.74e-71	0.83
chr2-64	chr2	38782144	38782224	+	85.6	0.603	69.000000	86.5	13.0	6.65	6.90e-41	32.79	5.11e-96	0.77
chr2-70	chr2	145760504	145760584	+	85.6	0.670	68.500000	87.0	18.5	4.70	9.72e-31	45.59	3.24e-108	0.79
chr4-53	chr4	35173218	35173298	+	85.6	0.539	70.000000	86.5	19.5	4.44	1.58e-28	12.29	1.49e-60	0.79
chr7-94	chr7	107854905	107854985	+	85.6	0.580	68.500000	86.5	14.5	5.97	1.88e-37	28.53	6.05e-90	0.78
chr10-47	chr10	74674817	74674897	+	85.6	0.648	72.000000	87.0	16.5	5.27	3.32e-34	37.70	4.50e-101	0.74
chr12-62	chr12	71926221	71926301	+	85.6	0.579	71.000000	87.5	20.5	4.27	1.02e-27	21.63	3.87e-80	0.81
chr4-128	chr4	108000815	108000895	+	85.1	0.606	59.500000	86.0	17.0	5.06	1.40e-32	34.70	2.82e-98	0.92
chr14-29	chr14	79987263	79987343	+	85.1	0.577	71.000000	86.5	13.5	6.41	1.08e-39	30.80	7.00e-93	0.77
chr4-111	chr4	86221508	86221588	+	84.6	0.670	60.500000	87.5	21.0	4.17	5.09e-27	37.99	2.09e-100	0.92
chr10-92	chr10	84039161	84039241	+	84.6	0.594	63.500000	86.0	16.0	5.38	2.04e-34	22.03	5.50e-81	0.87
chr1-65	chr1	10028036	10028116	+	84.1	0.665	71.500000	85.0	12.5	6.80	2.67e-41	26.69	8.82e-88	0.75
chr4-43	chr4	6284522	6284602	+	83.6	0.563	72.000000	87.5	17.0	5.15	2.72e-33	27.90	4.32e-87	0.74
chr6-76	chr6	85324787	85324867	+	83.6	0.629	65.500000	85.5	21.0	4.07	8.70e-26	21.90	1.21e-79	0.81
chr9-95	chr9	106794511	106794591	+	83.6	0.528	66.500000	85.0	17.5	4.86	5.09e-31	19.32	1.56e-73	0.80
chr9-195	chr9	24346503	24346583	+	83.1	0.976	54.000000	84.0	0.5	168.00	9.46e-153	105.50	6.60e-136	0.97
chr15-63	chr15	41620382	41620462	+	83.1	0.688	64.500000	86.0	20.5	4.20	4.36e-27	27.80	3.32e-88	0.84
chr15-66	chr15	44450524	44450604	+	83.1	0.612	63.500000	84.5	18.5	4.57	9.86e-29	15.04	4.16e-66	0.83
chr10-98	chr10	52102083	52102163	+	82.6	0.515	62.500000	85.0	19.5	4.36	7.01e-28	15.27	9.63e-62	0.84
chr3-93	chr3	40650701	40650781	+	82.1	0.672	65.500000	83.0	17.0	4.88	1.76e-30	25.03	1.54e-83	0.81
chr5-49	chr5	114580897	114580977	+	82.1	0.612	70.500000	84.5	7.5	11.27	5.86e-57	31.66	1.04e-91	0.76
chr7-205	chr7	99890093	99890173	+	82.1	0.660	57.500000	84.0	13.0	6.46	3.00e-39	18.81	1.22e-72	0.92
chr14-53	chr14	19103497	19103577	+	82.1	0.604	64.000000	83.0	15.5	5.35	3.62e-33	21.29	6.07e-78	0.81
chr1-141	chr1	180249004	180249084	+	81.1	0.556	61.000000	82.5	15.5	5.32	1.94e-32	17.46	2.44e-70	0.88
chr5-85	chr5	45841373	45841453	+	81.1	0.532	66.000000	83.5	17.5	4.77	1.19e-29	13.10	7.59e-60	0.80
chr17-68	chr17	13153406	13153486	+	81.1	0.588	67.000000	83.0	16.5	5.03	2.42e-31	36.51	1.48e-95	0.79
chr9-71	chr9	13631665	13631745	+	80.6	0.474	69.500000	81.5	19.5	4.18	2.39e-25	10.18	9.30e-52	0.74
chr13-74	chr13	23461054	23461134	+	80.6	0.678	64.000000	81.5	18.0	4.53	1.60e-27	39.84	2.14e-97	0.86
chr13-75	chr13	65342069	65342149	+	80.6	0.630	64.000000	81.5	18.5	4.41	8.99e-27	21.58	2.31e-76	0.83
chr3-130	chr3	62310948	62311028	+	80.1	0.758	61.500000	81.5	16.0	5.09	8.24e-31	40.00	1.56e-97	0.84
chr3-82	chr3	143868345	143868425	+	80.1	0.547	67.500000	81.0	18.0	4.50	1.60e-27	13.67	8.94e-60	0.77
chr4-99	chr4	40216775	40216855	+	80.1	0.649	62.000000	81.5	19.0	4.29	4.77e-26	31.90	1.66e-88	0.84
chr8-84	chr8	73895378	73895458	+	80.1	0.607	67.500000	81.0	19.0	4.26	4.77e-26	14.58	1.37e-62	0.76
chr13-81	chr13	93124803	93124883	+	80.1	0.529	63.000000	81.0	12.5	6.48	5.36e-38	17.03	1.15e-68	0.84
chr1-112	chr1	45852132	45852212	+	79.6	0.586	63.000000	80.5	14.0	5.75	6.88e-34	36.31	7.20e-93	0.81
chr7-124	chr7	87469216	87469296	+	79.6	0.615	64.000000	80.5	6.0	13.42	6.68e-60	45.38	3.63e-98	0.80
chr9-76	chr9	3032627	3032707	+	79.6	0.589	68.500000	80.5	8.5	9.47	7.17e-49	5.28	1.06e-30	0.76
chr9-90	chr9	31088170	31088250	+	79.6	0.475	66.500000	80.5	16.5	4.88	3.00e-29	13.95	2.39e-61	0.77
chr15-68	chr15	82176507	82176587	+	79.6	0.590	63.500000	81.0	15.5	5.23	1.03e-31	30.71	3.18e-87	0.82
chr16-97	chr16	38522826	38522906	+	79.6	0.673	58.000000	81.0	8.5	9.53	7.51e-50	33.59	3.07e-90	0.89
chr3-157	chr3	40698072	40698152	+	79.1	0.687	58.500000	81.0	13.5	6.00	1.02e-35	29.69	2.70e-86	0.90
chr8-161	chr8	42460029	42460109	+	79.1	0.658	56.500000	80.5	16.5	4.88	3.00e-29	19.57	2.53e-71	0.91
chr7-122	chr7	48889005	48889085	+	78.7	0.555	64.000000	81.5	15.5	5.26	1.03e-31	14.40	1.98e-61	0.82
chr7-104	chr7	50720879	50720959	+	78.7	0.560	67.000000	79.5	19.0	4.18	8.62e-25	18.10	8.83e-69	0.78
chr7-144	chr7	138703784	138703864	+	78.7	0.617	62.000000	79.5	11.0	7.23	4.03e-40	32.13	1.18e-87	0.82
chr12-69	chr12	88607364	88607444	+	78.7	0.605	70.000000	79.5	19.0	4.18	8.62e-25	29.91	2.82e-85	0.77
chr1-78	chr1	88479342	88479422	+	78.2	0.674	69.000000	79.5	16.0	4.97	2.10e-29	35.67	5.29e-90	0.75
chr8-145	chr8	124954126	124954206	+	78.2	0.612	58.500000	79.0	19.0	4.16	8.62e-25	17.46	5.39e-67	0.89
chr12-100	chr12	4775806	4775886	+	78.2	0.684	62.500000	80.0	15.5	5.16	5.40e-31	44.24	6.80e-96	0.84
chr12-82	chr12	72075616	72075696	+	78.2	0.653	67.000000	80.5	16.0	5.03	4.18e-30	23.88	4.40e-77	0.79
chr1-120	chr1	94077147	94077227	+	77.7	0.547	62.500000	79.0	17.5	4.51	5.69e-27	15.46	4.14e-63	0.81
chr4-78	chr4	155043395	155043475	+	77.7	0.667	65.000000	79.0	18.0	4.39	3.22e-26	37.40	1.44e-91	0.79
chr15-72	chr15	76490410	76490490	+	77.7	0.564	63.000000	79.0	12.5	6.32	2.23e-36	17.74	1.29e-65	0.80
chr16-84	chr16	15637686	15637766	+	77.7	0.563	61.500000	83.5	14.0	5.96	3.40e-36	20.30	1.26e-71	0.89
chr15-93	chr15	81641671	81641751	+	77.2	0.576	59.000000	78.0	12.0	6.50	9.59e-37	18.85	9.02e-66	0.88
chr17-106	chr17	85489812	85489892	+	77.2	0.620	59.500000	78.5	15.5	5.06	1.43e-29	33.95	2.86e-87	0.88
chr19-38	chr19	43749674	43749754	+	77.2	0.530	61.500000	78.5	17.5	4.49	2.58e-26	14.00	4.96e-59	0.82
chr7-90	chr7	147222396	147222476	+	76.7	0.573	69.000000	79.0	15.0	5.27	3.43e-31	27.75	7.16e-78	0.77
chr8-121	chr8	67212458	67212538	+	76.7	0.636	61.000000	78.0	9.5	8.21	1.37e-43	18.01	3.87e-67	0.84
chr10-85	chr10	41997719	41997799	+	76.7	0.577	64.500000	77.5	18.5	4.19	3.11e-24	12.32	2.81e-55	0.78
chr3-195	chr3	98945288	98945368	+	76.2	0.662	55.500000	81.0	20.0	4.05	1.14e-24	29.37	1.62e-81	0.93
chr3-135	chr3	130412354	130412434	+	76.2	0.663	61.000000	77.5	17.0	4.56	2.02e-26	40.37	1.56e-90	0.85
chr7-212	chr7	6107822	6107902	+	76.2	0.644	56.500000	77.0	15.0	5.13	9.44e-30	12.13	6.54e-54	0.88
chr11-51	chr11	45768770	45768850	+	76.2	0.652	65.500000	77.0	16.0	4.81	5.08e-28	41.27	1.22e-92	0.79
chr3-87	chr3	30894661	30894741	+	75.7	0.624	66.500000	76.5	18.5	4.14	1.30e-23	25.19	7.65e-77	0.75
chr4-68	chr4	126430779	126430859	+	75.7	0.584	66.500000	76.5	13.0	5.88	6.58e-33	29.83	5.08e-82	0.74
chr8-429	chr8	4656740	4656820	+	75.7	0.843	43.000000	76.5	0.5	153.00	4.26e-135	54.46	2.17e-101	1.21
chr2-147	chr2	58998731	58998811	+	75.2	0.669	58.500000	76.0	14.0	5.43	6.87e-31	22.74	1.02e-71	0.86
chr4-88	chr4	49644799	49644879	+	75.2	0.641	63.000000	76.5	17.0	4.50	9.20e-26	26.51	1.79e-78	0.80
chr6-135	chr6	29298034	29298114	+	75.2	0.708	57.000000	76.5	19.0	4.03	6.04e-23	28.64	6.36e-81	0.88
chr10-117	chr10	39618820	39618900	+	75.2	0.674	60.500000	77.0	18.5	4.16	3.11e-24	41.19	2.23e-91	0.83
chr12-116	chr12	55797663	55797743	+	75.2	0.567	59.000000	76.0	4.0	19.00	5.85e-68	14.55	1.11e-59	0.86
chr15-98	chr15	34425002	34425082	+	75.2	0.732	58.000000	76.0	10.0	7.60	2.77e-40	45.51	8.61e-96	0.87
chr6-107	chr6	128305852	128305932	+	74.7	0.747	60.000000	75.5	9.0	8.39	2.09e-42	36.33	3.49e-87	0.83
chr7-167	chr7	91838387	91838467	+	74.7	0.613	60.500000	78.5	18.5	4.24	7.35e-25	18.86	7.37e-67	0.85
chr10-111	chr10	78037499	78037579	+	74.7	0.543	61.000000	75.5	18.5	4.08	5.36e-23	24.89	1.75e-75	0.85
chr12-87	chr12	93087608	93087688	+	74.7	0.641	65.500000	76.0	15.5	4.90	3.59e-28	16.31	2.11e-62	0.77
chr18-69	chr18	31793901	31793981	+	74.7	0.645	61.500000	77.0	16.0	4.81	5.08e-28	9.89	9.18e-47	0.81
chr2-96	chr2	25430322	25430402	+	74.2	0.619	63.000000	75.5	14.5	5.21	3.18e-29	28.59	1.66e-76	0.78
chr4-143	chr4	49534014	49534094	+	74.2	0.699	58.000000	75.0	14.0	5.36	3.74e-30	25.77	2.28e-75	0.87
chr5-173	chr5	46061028	46061108	+	74.2	0.653	56.500000	75.0	9.5	7.89	7.36e-41	25.04	1.05e-73	0.88
chr9-149	chr9	24346503	24346583	+	74.2	0.976	58.000000	77.5	0.5	155.00	2.76e-137	85.26	5.82e-113	0.89
chr10-127	chr10	12912755	12912835	+	74.2	0.554	59.500000	75.5	13.5	5.59	4.00e-31	27.27	4.21e-76	0.84
chr10-266	chr10	111409653	111409733	+	74.2	0.752	50.000000	75.0	6.5	11.54	6.16e-52	29.53	7.51e-81	0.99
chr10-95	chr10	116661322	116661402	+	74.2	0.618	63.000000	77.0	19.0	4.05	1.48e-23	35.57	2.21e-85	0.80
