# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_12h_LPS2
#
# total peaks = 1185
# peak size = 141
# peaks found using tags on both strands
# minimum distance between peaks = 282
# fragment length = 300
# genome size = 2000000000
# Total tags = 6208254.0
# Total tags in peaks = 19980.0
# Approximate IP efficiency = 0.32%
# tags per bp = 0.002989
# expected tags per peak = 0.421
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 3.243591e-07
# FDR tag threshold = 7.0
# number of putative peaks = 36177
#
# input tag directory = Anat_WT_12h_LPS2
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 34874
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 112
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 6
#
# cmd = findPeaks Anat_WT_12h_LPS2 -o Anat_WT_12h_LPS2.peaks.txt -style factor -fragLength 300 -i Anat_WT_12h_LPS2
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr3-118	chr3	95428987	95429127	+	103.9	0.602	56.500000	65.0	11.0	5.91	1.19e-28	28.41	3.19e-68	0.92
chr7-139	chr7	121706262	121706402	+	103.9	0.603	53.500000	64.5	15.5	4.16	2.91e-20	35.94	2.44e-74	0.96
chr10-149	chr10	84039137	84039277	+	102.3	0.647	48.500000	63.5	14.0	4.54	8.62e-22	28.79	1.56e-67	1.07
chr4-108	chr4	86221484	86221624	+	99.9	0.707	54.000000	62.0	13.5	4.59	6.67e-22	34.96	1.48e-71	0.94
chr1-122	chr1	53908065	53908205	+	96.6	0.552	56.000000	60.0	10.0	6.00	6.52e-27	16.04	7.15e-50	0.90
chr18-89	chr18	53068880	53069020	+	96.6	0.701	52.500000	60.5	15.0	4.03	1.79e-18	48.50	1.25e-77	0.96
chr14-55	chr14	14194054	14194194	+	95.8	0.543	58.000000	61.5	7.5	8.20	2.96e-34	14.30	4.16e-46	0.91
chr2-101	chr2	172196135	172196275	+	93.4	0.653	56.500000	58.5	11.5	5.09	1.77e-22	39.61	9.96e-69	0.86
chr8-109	chr8	108351302	108351442	+	93.4	0.585	56.000000	58.0	13.5	4.30	2.74e-19	22.28	4.12e-56	0.96
chr9-142	chr9	24346461	24346601	+	91.8	0.966	47.500000	57.0	1.5	38.00	6.16e-68	51.76	2.04e-75	1.00
chr12-104	chr12	88607336	88607476	+	91.0	0.630	52.500000	56.5	13.5	4.19	5.02e-18	29.05	3.15e-60	0.90
chr3-115	chr3	97571939	97572079	+	89.4	0.645	57.000000	55.5	9.0	6.17	3.52e-25	35.28	1.12e-63	0.87
chr17-99	chr17	78817224	78817364	+	88.6	0.531	50.500000	55.0	12.0	4.58	1.39e-19	17.13	2.46e-47	0.93
chr7-147	chr7	30954763	30954903	+	87.8	0.717	52.500000	54.5	11.5	4.74	1.05e-19	41.20	4.32e-66	0.87
chr8-238	chr8	73956949	73957089	+	84.6	0.981	39.500000	52.5	0.5	105.00	1.67e-84	59.69	6.50e-72	1.10
chr5-117	chr5	93635625	93635765	+	83.8	0.582	52.000000	54.5	10.5	5.19	2.05e-21	22.80	5.56e-51	0.94
chr12-133	chr12	55797722	55797862	+	83.8	0.677	46.500000	53.5	10.0	5.35	1.30e-21	14.87	7.50e-42	0.97
chr9-127	chr9	21314654	21314794	+	83.0	0.633	50.500000	52.0	10.5	4.95	5.38e-20	28.87	4.54e-55	0.87
chr15-98	chr15	102348854	102348994	+	83.0	0.574	48.000000	51.5	12.0	4.29	5.61e-17	18.00	7.39e-45	0.95
chr6-165	chr6	85283228	85283368	+	81.3	0.580	45.500000	50.5	12.5	4.04	1.14e-15	26.16	9.58e-52	0.96
chr10-171	chr10	78037429	78037569	+	81.3	0.553	46.000000	50.5	12.5	4.04	1.14e-15	23.38	2.07e-49	0.93
chr13-148	chr13	41345193	41345333	+	81.3	0.580	46.500000	50.5	9.0	5.61	2.54e-21	26.95	2.25e-52	0.92
chr5-141	chr5	114580902	114581042	+	79.7	0.638	48.500000	49.5	7.5	6.60	8.07e-24	38.67	8.40e-59	0.88
chr8-152	chr8	4253197	4253337	+	79.7	0.589	48.000000	50.0	12.0	4.17	2.40e-16	22.26	1.90e-47	0.91
chr8-178	chr8	40705241	40705381	+	79.7	0.769	45.000000	49.5	11.0	4.50	3.75e-17	26.83	2.91e-51	0.97
chr8-148	chr8	34752316	34752456	+	78.9	0.621	48.500000	49.0	12.0	4.08	1.01e-15	42.04	9.56e-61	0.87
chr3-202	chr3	135488450	135488590	+	78.1	0.718	44.000000	48.5	11.5	4.22	8.72e-16	18.95	2.59e-43	0.93
chr4-178	chr4	115747815	115747955	+	78.1	0.573	45.000000	49.0	10.5	4.67	6.25e-18	20.74	4.16e-45	0.96
chr5-189	chr5	130089955	130090095	+	78.1	0.781	42.500000	48.5	11.0	4.41	1.68e-16	38.76	1.12e-57	0.97
chr17-114	chr17	85489778	85489918	+	78.1	0.619	47.500000	49.0	12.0	4.08	1.01e-15	30.41	9.03e-53	0.91
chr12-146	chr12	56181205	56181345	+	77.3	0.609	44.500000	48.0	11.5	4.17	8.72e-16	36.28	1.50e-56	0.93
chr13-189	chr13	54789415	54789555	+	75.7	0.678	41.000000	47.0	10.5	4.48	1.35e-16	20.60	2.82e-44	0.98
chr5-211	chr5	3494566	3494706	+	74.1	0.607	40.500000	46.5	10.5	4.43	6.07e-16	12.14	1.85e-33	1.00
chr2-209	chr2	13466025	13466165	+	73.3	0.745	42.500000	45.5	11.0	4.14	1.33e-14	47.84	3.38e-58	0.91
chr10-200	chr10	88193826	88193966	+	73.3	0.571	43.500000	46.0	10.0	4.60	1.05e-16	30.16	2.09e-49	0.93
chr5-222	chr5	73259707	73259847	+	72.5	0.683	39.500000	45.0	11.0	4.09	1.33e-14	30.25	1.12e-49	0.98
chr8-196	chr8	73197282	73197422	+	72.5	0.554	43.000000	45.0	10.0	4.50	4.84e-16	22.16	8.04e-44	0.91
chr11-83	chr11	73012741	73012881	+	72.5	0.660	44.000000	45.0	10.0	4.50	4.84e-16	47.53	1.47e-55	0.89
chr2-203	chr2	25430352	25430492	+	70.9	0.732	43.000000	44.0	10.0	4.40	2.19e-15	38.46	4.60e-53	0.88
chr11-96	chr11	93817231	93817371	+	70.1	0.694	42.000000	44.0	10.5	4.19	1.15e-14	43.38	1.13e-52	0.91
chr16-132	chr16	75961449	75961589	+	70.1	0.739	43.000000	43.5	9.5	4.58	1.74e-15	32.45	1.02e-47	0.92
chr4-244	chr4	106739417	106739557	+	69.3	0.758	40.000000	43.0	10.0	4.30	9.71e-15	44.02	6.17e-53	0.93
chr18-187	chr18	66094592	66094732	+	69.3	0.745	37.000000	43.0	10.0	4.30	9.71e-15	25.06	3.78e-44	1.02
chr2-222	chr2	5872226	5872366	+	68.5	0.511	41.500000	42.5	9.5	4.47	7.92e-15	23.58	6.76e-42	0.91
chr8-240	chr8	77517635	77517775	+	68.5	0.576	39.500000	42.5	10.5	4.05	2.01e-13	26.30	8.37e-44	0.92
chr13-222	chr13	98329781	98329921	+	68.5	0.749	38.000000	42.5	6.5	6.54	1.75e-20	31.03	1.21e-45	0.96
chr13-182	chr13	23524673	23524813	+	67.7	0.637	42.000000	42.0	7.5	5.60	2.69e-18	17.02	1.90e-36	0.91
chr4-260	chr4	44769267	44769407	+	66.8	0.527	39.000000	41.5	9.5	4.37	3.52e-14	18.39	7.45e-36	0.93
chr5-249	chr5	42130215	42130355	+	66.8	0.803	38.000000	41.5	8.5	4.88	9.72e-16	55.27	1.11e-55	0.95
chr10-274	chr10	80729334	80729474	+	66.8	0.764	37.500000	41.5	8.5	4.88	9.72e-16	42.05	6.47e-51	0.96
chr15-154	chr15	76490393	76490533	+	66.8	0.617	40.000000	41.5	8.5	4.88	9.72e-16	22.24	6.25e-40	0.90
chr7-343	chr7	148513708	148513848	+	66.0	0.562	37.500000	41.5	9.5	4.37	3.52e-14	20.72	5.01e-38	0.97
chr3-241	chr3	88214007	88214147	+	65.2	0.689	39.500000	40.5	7.5	5.40	8.33e-17	54.99	2.86e-54	0.88
chr4-259	chr4	21774863	21775003	+	65.2	0.509	39.000000	41.0	10.0	4.10	1.78e-13	14.49	5.83e-32	0.91
chr10-254	chr10	40603110	40603250	+	63.6	0.667	38.500000	39.5	9.5	4.16	6.50e-13	23.41	6.91e-39	0.96
chr7-322	chr7	54175217	54175357	+	62.8	0.691	38.500000	39.0	7.0	5.57	4.92e-17	35.19	2.01e-44	0.90
chr7-313	chr7	71056137	71056277	+	62.8	0.527	39.000000	39.5	7.5	5.27	4.47e-16	7.57	9.34e-21	0.90
chr7-328	chr7	148358650	148358790	+	62.8	0.688	38.500000	39.0	8.5	4.59	2.23e-14	21.56	9.26e-38	0.90
chr7-309	chr7	52252642	52252782	+	62.0	0.746	39.500000	39.0	5.0	7.80	6.86e-22	33.03	2.08e-43	0.90
chr10-286	chr10	68648877	68649017	+	61.2	0.634	36.500000	38.0	7.5	5.07	2.34e-15	25.80	1.12e-39	0.94
chr17-179	chr17	13744940	13745080	+	61.2	0.599	38.500000	38.0	5.5	6.91	1.24e-19	8.83	3.57e-23	0.88
chr5-278	chr5	31350694	31350834	+	60.4	0.602	36.000000	38.5	9.0	4.28	5.59e-13	29.80	1.06e-40	0.95
chr8-372	chr8	106464840	106464980	+	60.4	0.681	31.000000	37.5	8.0	4.69	8.00e-14	19.86	1.88e-34	1.09
chr19-89	chr19	32830833	32830973	+	60.4	0.589	34.500000	37.5	6.0	6.25	1.32e-17	10.38	9.31e-25	0.95
chr14-151	chr14	33998519	33998659	+	59.6	0.575	37.500000	38.5	9.5	4.05	2.69e-12	27.21	1.76e-38	0.89
chr9-231	chr9	78023372	78023512	+	58.8	0.657	38.000000	36.5	1.0	36.50	1.02e-42	26.86	4.44e-38	0.87
chr6-267	chr6	85319410	85319550	+	58.0	0.545	36.000000	36.5	4.5	8.11	1.11e-20	14.89	1.61e-29	0.90
chr7-408	chr7	26443935	26444075	+	57.2	0.676	33.500000	35.5	8.5	4.18	8.71e-12	30.78	2.87e-39	0.96
chr12-205	chr12	81564236	81564376	+	56.4	0.610	36.000000	35.0	7.5	4.67	2.86e-13	35.48	3.04e-40	0.92
chrX-107	chrX	146893434	146893574	+	56.4	0.669	32.000000	35.0	5.5	6.36	3.81e-17	60.43	2.71e-49	0.97
chr16-204	chr16	17508915	17509055	+	55.6	0.706	35.000000	34.5	8.5	4.06	3.62e-11	39.87	1.04e-41	0.89
chr2-398	chr2	130490070	130490210	+	54.8	0.606	33.000000	38.0	7.5	5.07	2.34e-15	22.43	1.08e-33	1.01
chr4-336	chr4	149655528	149655668	+	54.8	0.729	34.000000	34.0	5.5	6.18	2.44e-16	35.48	3.04e-40	0.90
chr9-303	chr9	107471306	107471446	+	54.8	0.705	33.000000	34.0	7.5	4.53	1.34e-12	52.25	7.99e-46	0.93
chr12-233	chr12	70329054	70329194	+	54.8	0.719	34.000000	34.0	6.5	5.23	2.72e-14	48.52	9.45e-45	0.92
chr2-396	chr2	121782123	121782263	+	54.0	0.664	33.000000	33.5	8.0	4.19	3.19e-11	15.77	9.15e-28	0.89
chr7-450	chr7	97129455	97129595	+	54.0	0.601	32.000000	33.5	6.0	5.58	1.65e-14	11.83	6.12e-24	0.92
chr7-440	chr7	111594758	111594898	+	54.0	0.585	32.500000	33.5	6.5	5.15	1.43e-13	21.67	2.82e-32	1.00
chr13-408	chr13	83663625	83663765	+	54.0	0.608	26.500000	33.5	3.0	11.17	3.49e-23	14.73	7.54e-27	1.14
chr1-489	chr1	16678649	16678789	+	53.2	0.548	29.000000	33.0	6.5	5.08	1.43e-13	20.98	7.80e-32	1.04
chr1-433	chr1	99615203	99615343	+	53.2	0.716	32.000000	33.0	6.5	5.08	1.43e-13	22.40	9.82e-33	0.92
chr2-457	chr2	160101847	160101987	+	53.2	0.740	30.500000	33.0	6.0	5.50	1.65e-14	43.13	7.81e-42	0.98
chr5-400	chr5	145528273	145528413	+	53.2	0.923	29.500000	33.0	0.5	66.00	8.13e-48	20.69	1.20e-31	1.00
chr8-341	chr8	27125999	27126139	+	53.2	0.737	32.500000	33.0	7.5	4.40	6.14e-12	36.63	1.50e-39	0.94
chr3-340	chr3	104591750	104591890	+	52.3	0.689	31.500000	33.0	8.0	4.12	3.19e-11	28.23	1.13e-34	0.93
chr15-217	chr15	84146040	84146180	+	52.3	0.548	33.000000	33.0	8.0	4.12	3.19e-11	25.82	1.76e-33	0.88
chr15-269	chr15	101114472	101114612	+	52.3	0.667	30.000000	32.5	7.5	4.33	2.73e-11	41.82	3.37e-40	0.97
chr16-240	chr16	6842501	6842641	+	52.3	0.636	31.500000	33.0	8.0	4.12	3.19e-11	23.31	2.55e-32	0.93
chr1-478	chr1	55563956	55564096	+	51.5	0.656	29.500000	32.5	8.0	4.06	1.33e-10	24.19	8.16e-33	0.99
chr4-415	chr4	151552037	151552177	+	51.5	0.548	30.500000	32.0	7.5	4.27	2.73e-11	20.81	8.13e-31	0.94
chr8-390	chr8	112274658	112274798	+	51.5	0.780	30.000000	32.5	8.0	4.06	1.33e-10	38.91	3.19e-39	0.97
chr10-430	chr10	94613847	94613987	+	51.5	0.759	30.500000	32.0	7.5	4.27	2.73e-11	22.49	7.65e-32	0.97
chr12-330	chr12	36611849	36611989	+	51.5	0.690	27.500000	32.0	7.0	4.57	4.85e-12	15.81	3.35e-27	1.06
chr18-264	chr18	35821792	35821932	+	51.5	0.791	30.000000	32.0	7.5	4.27	2.73e-11	50.28	1.06e-42	0.97
chr13-336	chr13	67407367	67407507	+	50.7	0.752	30.000000	31.5	6.0	5.25	4.91e-13	44.50	1.34e-39	0.95
chr7-471	chr7	125999344	125999484	+	49.9	0.584	31.000000	31.0	7.5	4.13	1.17e-10	25.35	1.90e-32	0.92
chr15-308	chr15	75739895	75740035	+	49.9	0.604	27.500000	31.0	4.5	6.89	2.79e-16	29.69	1.68e-34	1.03
chr3-428	chr3	36739946	36740086	+	49.1	0.742	27.500000	30.5	7.0	4.36	9.98e-11	49.60	9.44e-40	0.99
chr7-521	chr7	127349556	127349696	+	49.1	0.691	29.500000	30.5	6.5	4.69	1.75e-11	17.12	1.40e-26	0.97
chr14-242	chr14	27489298	27489438	+	49.1	0.697	29.500000	30.5	7.5	4.07	4.90e-10	41.41	1.87e-37	0.97
chr16-262	chr16	93914442	93914582	+	49.1	0.537	30.000000	30.5	7.0	4.36	9.98e-11	14.36	3.15e-24	0.90
chr1-460	chr1	158916621	158916761	+	47.5	0.640	30.500000	29.5	6.0	4.92	1.29e-11	34.67	4.48e-34	0.89
chr7-584	chr7	109044935	109045075	+	47.5	0.562	27.000000	29.5	6.5	4.54	8.13e-11	20.22	1.57e-27	0.97
chr8-480	chr8	73030442	73030582	+	47.5	0.630	26.500000	29.5	6.0	4.92	1.29e-11	16.31	5.77e-25	0.99
chr12-297	chr12	25874157	25874297	+	47.5	0.694	29.500000	29.5	5.5	5.36	1.67e-12	14.89	6.78e-24	0.94
chr7-571	chr7	88138497	88138637	+	46.7	0.650	27.500000	29.5	6.5	4.54	8.13e-11	18.37	1.62e-25	0.94
chr15-266	chr15	96588187	96588327	+	46.7	0.538	30.000000	29.5	6.5	4.54	8.13e-11	22.28	6.70e-29	0.91
chrX-139	chrX	7476198	7476338	+	46.7	0.548	28.500000	29.0	4.0	7.25	6.88e-16	20.69	5.22e-28	0.94
chr6-432	chr6	15791707	15791847	+	45.9	0.635	27.500000	28.5	6.5	4.38	3.66e-10	10.33	5.09e-19	0.96
chr10-502	chr10	93352480	93352620	+	45.9	0.695	27.500000	29.5	6.5	4.54	8.13e-11	35.27	3.74e-33	0.98
chr2-523	chr2	62298537	62298677	+	45.1	0.727	28.000000	28.5	7.0	4.07	1.81e-09	18.38	9.87e-26	0.94
chr6-502	chr6	47707917	47708057	+	45.1	0.817	24.500000	28.0	2.5	11.20	4.09e-20	72.51	5.99e-42	1.04
chr7-510	chr7	16633448	16633588	+	45.1	0.547	29.500000	28.5	5.5	5.18	8.87e-12	7.00	2.29e-14	0.93
chr7-549	chr7	30879937	30880077	+	45.1	0.582	28.000000	28.0	5.0	5.60	9.93e-13	8.64	2.84e-17	0.91
chr7-617	chr7	132588297	132588437	+	45.1	0.577	26.000000	28.0	6.0	4.67	6.28e-11	30.35	1.36e-31	0.98
chr8-948	chr8	26337740	26337880	+	45.1	0.944	14.500000	28.0	0.5	56.00	7.41e-39	36.94	6.56e-34	1.76
chr13-396	chr13	23627071	23627211	+	44.3	0.803	26.500000	27.5	4.5	6.11	5.26e-13	9.74	9.08e-18	0.95
chr15-292	chr15	65935015	65935155	+	44.3	0.707	28.500000	27.5	4.5	6.11	5.26e-13	28.70	1.11e-29	0.93
chr15-363	chr15	81296754	81296894	+	44.3	0.525	25.500000	27.5	6.0	4.58	2.96e-10	16.43	8.56e-22	0.96
chr2-545	chr2	126301731	126301871	+	43.5	0.637	27.500000	27.5	6.0	4.58	2.96e-10	34.63	1.09e-30	0.92
chr5-484	chr5	66258902	66259042	+	43.5	0.514	26.000000	27.0	4.5	6.00	5.26e-13	13.93	4.58e-21	0.95
chr5-470	chr5	72574115	72574255	+	43.5	0.775	26.500000	27.0	6.5	4.15	1.59e-09	17.01	5.22e-24	0.95
chr5-473	chr5	111237207	111237347	+	43.5	0.667	26.500000	27.0	6.0	4.50	2.96e-10	13.53	1.48e-20	0.92
chr7-591	chr7	142729316	142729456	+	43.5	0.699	27.000000	27.0	4.5	6.00	5.26e-13	42.60	5.82e-33	0.92
chr19-157	chr19	4811562	4811702	+	43.5	0.616	27.500000	27.0	6.5	4.15	1.59e-09	21.21	1.82e-26	0.95
chr19-146	chr19	8894181	8894321	+	43.5	0.494	28.500000	27.0	5.0	5.40	5.60e-12	13.78	1.07e-21	0.91
chr1-799	chr1	34529509	34529649	+	42.7	0.800	20.000000	26.5	6.0	4.42	1.34e-09	31.95	8.38e-30	1.22
chr1-530	chr1	193548601	193548741	+	42.7	0.720	28.000000	26.5	5.5	4.82	2.25e-10	63.89	1.89e-37	0.90
chr12-352	chr12	81744956	81745096	+	42.7	0.568	26.500000	26.5	5.5	4.82	2.25e-10	24.22	8.96e-27	0.90
chr12-391	chr12	107175408	107175548	+	42.7	0.705	24.500000	26.5	6.0	4.42	1.34e-09	40.28	2.40e-32	0.97
chr13-552	chr13	97960485	97960625	+	42.7	0.815	21.500000	26.5	4.0	6.62	2.40e-13	5.58	1.01e-11	1.13
chr13-392	chr13	110052087	110052227	+	42.7	0.688	27.000000	26.5	6.0	4.42	1.34e-09	27.45	3.78e-28	0.90
chr14-358	chr14	35362020	35362160	+	42.7	0.774	22.500000	26.5	5.0	5.30	3.05e-11	33.69	2.20e-30	1.06
chr15-338	chr15	53246446	53246586	+	42.7	0.800	26.000000	27.0	6.5	4.15	1.59e-09	20.47	5.84e-25	0.95
chr10-565	chr10	26095750	26095890	+	41.9	0.697	25.000000	26.5	6.5	4.08	6.69e-09	10.24	7.14e-18	0.97
chr10-559	chr10	125767701	125767841	+	41.9	0.813	25.500000	26.0	4.0	6.50	2.40e-13	29.80	2.98e-29	0.95
chr12-353	chr12	3427528	3427668	+	41.9	0.730	26.000000	26.5	6.5	4.08	6.69e-09	9.77	2.14e-17	0.95
chr13-443	chr13	23537791	23537931	+	41.9	0.629	25.000000	26.0	6.0	4.33	1.34e-09	19.44	1.31e-24	0.95
chr14-288	chr14	51443942	51444082	+	41.9	0.708	26.000000	26.0	6.0	4.33	1.34e-09	53.47	1.10e-35	0.92
chr15-310	chr15	79572708	79572848	+	41.9	0.517	27.500000	26.0	6.0	4.33	1.34e-09	12.16	1.21e-19	0.93
chr1-628	chr1	158351184	158351324	+	41.1	0.703	24.500000	25.5	6.0	4.25	5.89e-09	32.42	7.27e-29	1.00
chr1-598	chr1	165894314	165894454	+	41.1	0.691	25.500000	25.5	6.0	4.25	5.89e-09	31.28	1.73e-28	0.92
chr4-609	chr4	70039194	70039334	+	41.1	0.739	23.000000	25.5	3.0	8.50	3.07e-15	53.22	4.09e-34	1.04
chr9-427	chr9	107198901	107199041	+	41.1	0.717	26.500000	25.5	5.0	5.10	1.60e-10	24.42	6.94e-26	0.92
chr12-351	chr12	53704505	53704645	+	41.1	0.664	26.500000	25.5	2.5	10.20	5.20e-17	15.05	6.76e-21	0.92
chr14-355	chr14	77946766	77946906	+	41.1	0.633	23.000000	25.5	3.5	7.29	8.98e-14	27.02	5.92e-27	1.02
chr7-664	chr7	56254067	56254207	+	40.3	0.619	24.500000	25.0	5.5	4.55	1.08e-09	12.53	3.00e-19	0.96
chr7-635	chr7	148042250	148042390	+	40.3	0.640	25.500000	25.0	5.5	4.55	1.08e-09	15.07	4.11e-21	0.94
chr8-567	chr8	59029599	59029739	+	40.3	0.478	23.500000	25.0	6.0	4.17	5.89e-09	7.34	4.91e-14	0.98
chr8-521	chr8	81686770	81686910	+	40.3	0.662	25.000000	25.0	5.5	4.55	1.08e-09	13.98	2.35e-20	0.94
chr14-264	chr14	14383827	14383967	+	40.3	0.699	27.500000	25.0	5.5	4.55	1.08e-09	22.13	4.61e-25	0.92
chr18-345	chr18	64687053	64687193	+	40.3	0.789	25.000000	25.0	6.0	4.17	5.89e-09	46.00	8.97e-33	0.96
chr1-691	chr1	58643133	58643273	+	39.5	0.735	22.500000	24.5	6.0	4.08	2.48e-08	79.68	6.05e-37	0.98
chr8-550	chr8	73140660	73140800	+	39.5	0.837	24.000000	24.5	5.5	4.45	4.94e-09	7.61	1.12e-13	0.92
chr10-554	chr10	36981060	36981200	+	39.5	0.771	25.500000	24.5	5.0	4.90	8.07e-10	14.04	1.92e-19	0.92
chr10-631	chr10	80820133	80820273	+	39.5	0.802	23.000000	24.5	5.5	4.45	4.94e-09	12.91	7.89e-19	1.01
chr1-686	chr1	193580563	193580703	+	38.7	0.778	23.000000	24.0	5.0	4.80	8.07e-10	45.98	1.60e-31	0.96
chr2-726	chr2	35051828	35051968	+	38.7	0.720	23.000000	24.0	4.5	5.33	1.04e-10	12.62	1.31e-18	0.98
chr5-569	chr5	128091423	128091563	+	38.7	0.562	23.500000	24.0	4.5	5.33	1.04e-10	8.41	8.88e-15	0.96
chr7-656	chr7	28718644	28718784	+	38.7	0.741	24.500000	24.0	4.0	6.00	9.88e-12	30.43	4.69e-26	0.91
chr9-525	chr9	107673329	107673469	+	38.7	0.808	23.000000	24.5	5.5	4.45	4.94e-09	34.60	1.24e-28	1.08
chr13-445	chr13	23854352	23854492	+	38.7	0.631	25.000000	24.0	5.0	4.80	8.07e-10	5.37	9.05e-11	0.94
chr14-376	chr14	69780242	69780382	+	38.7	0.947	22.000000	24.5	2.0	12.25	3.98e-18	167.81	7.49e-45	1.05
chr15-426	chr15	36657521	36657661	+	38.7	0.641	22.500000	24.0	5.5	4.36	4.94e-09	24.86	2.63e-25	0.98
chr15-410	chr15	82979664	82979804	+	38.7	0.689	23.500000	24.0	5.0	4.80	8.07e-10	11.49	1.03e-17	0.96
chr15-399	chr15	98661976	98662116	+	38.7	0.612	24.000000	24.0	5.5	4.36	4.94e-09	20.72	1.81e-23	0.92
chr1-658	chr1	55585855	55585995	+	37.9	0.620	23.500000	23.5	3.5	6.71	4.46e-12	13.36	3.15e-18	0.91
chr1-631	chr1	178757714	178757854	+	37.9	0.767	24.500000	23.5	5.5	4.27	2.18e-08	6.26	1.75e-11	0.91
chr2-699	chr2	22655259	22655399	+	37.9	0.706	23.500000	23.5	5.0	4.70	3.91e-09	35.72	1.32e-27	0.93
chr2-717	chr2	163427952	163428092	+	37.9	0.833	23.500000	24.0	4.5	5.33	1.04e-10	20.16	4.30e-22	0.93
chr3-558	chr3	147999282	147999422	+	37.9	0.688	23.000000	23.5	5.5	4.27	2.18e-08	35.72	1.32e-27	0.93
chr7-711	chr7	52317802	52317942	+	37.9	0.615	23.500000	23.5	5.0	4.70	3.91e-09	36.93	6.27e-28	0.93
chr8-531	chr8	72525238	72525378	+	37.9	0.626	24.500000	23.5	3.0	7.83	2.07e-13	6.57	6.77e-12	0.93
chr8-598	chr8	73183724	73183864	+	37.9	0.659	22.500000	23.5	4.5	5.22	5.58e-10	26.29	1.20e-24	0.95
chr11-391	chr11	59859740	59859880	+	37.9	0.634	24.000000	23.5	4.0	5.88	5.97e-11	39.22	1.00e-28	0.93
