# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_24h_LPS2
#
# total peaks = 28247
# peak size = 92
# peaks found using tags on both strands
# minimum distance between peaks = 184
# fragment length = 300
# genome size = 2000000000
# Total tags = 15034308.5
# Total tags in peaks = 708211.5
# Approximate IP efficiency = 4.71%
# tags per bp = 0.006773
# expected tags per peak = 0.623
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 3.244983e-07
# FDR tag threshold = 8.0
# number of putative peaks = 118821
#
# input tag directory = Anat_WT_24h_LPS2
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 85791
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 4774
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 9
#
# cmd = findPeaks Anat_WT_24h_LPS2 -o Anat_WT_24h_LPS2.peaks.txt -style factor -fragLength 300 -i Anat_WT_24h_LPS2
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr7-99	chr7	138703781	138703873	+	106.8	0.649	103.000000	160.5	14.5	11.07	7.75e-106	36.39	3.49e-184	0.74
chr9-57	chr9	3023494	3023586	+	106.1	0.903	109.000000	159.5	31.0	5.15	1.94e-59	5.60	3.35e-64	0.70
chr10-47	chr10	20031987	20032079	+	105.4	0.560	108.500000	158.5	36.5	4.34	6.85e-50	16.48	8.34e-130	0.70
chr13-57	chr13	93124797	93124889	+	105.4	0.538	100.500000	158.5	34.0	4.66	1.11e-53	20.38	1.32e-143	0.76
chr8-770	chr8	4656731	4656823	+	104.8	0.874	54.000000	157.5	0.5	315.00	0.00e+00	117.38	2.49e-259	1.47
chr9-100	chr9	3012486	3012578	+	104.4	0.912	97.500000	157.0	19.0	8.26	3.16e-86	12.01	3.50e-109	0.78
chr2-81	chr2	21127217	21127309	+	103.4	0.634	103.000000	155.5	33.5	4.64	1.81e-52	26.13	6.67e-157	0.75
chr1-45	chr1	163806985	163807077	+	102.1	0.622	115.000000	153.5	18.5	8.30	3.94e-84	12.19	3.97e-107	0.66
chr9-69	chr9	3025654	3025746	+	102.1	0.644	104.500000	153.5	36.0	4.26	1.96e-47	5.35	2.45e-59	0.74
chr14-25	chr14	79987248	79987340	+	101.8	0.564	110.500000	153.0	34.0	4.50	2.27e-50	30.01	5.33e-164	0.68
chr7-57	chr7	144602505	144602597	+	100.1	0.545	114.000000	150.5	37.5	4.01	1.53e-43	18.44	3.10e-130	0.66
chr17-181	chr17	35575959	35576051	+	100.1	0.824	82.000000	150.5	28.0	5.38	1.76e-58	37.17	3.89e-174	0.92
chr4-164	chr4	95224104	95224196	+	98.8	0.779	88.000000	148.5	26.5	5.60	6.44e-60	47.53	2.97e-187	0.86
chr7-169	chr7	71537544	71537636	+	97.4	0.655	91.500000	146.5	29.5	4.97	6.45e-53	20.21	2.45e-132	0.81
chr9-37	chr9	3029648	3029740	+	97.4	0.750	115.500000	146.5	17.5	8.37	7.39e-81	6.12	8.44e-64	0.64
chr15-41	chr15	94373860	94373952	+	97.4	0.551	108.500000	146.5	32.5	4.51	4.56e-48	19.70	8.95e-131	0.68
chr2-88	chr2	144381805	144381897	+	96.4	0.589	102.000000	145.0	30.5	4.75	1.49e-50	30.56	1.26e-156	0.73
chr9-198	chr9	3006802	3006894	+	96.4	0.895	81.000000	145.0	21.0	6.90	5.80e-70	7.03	5.92e-71	0.91
chr10-86	chr10	67000352	67000444	+	96.1	0.566	97.000000	144.5	32.0	4.52	1.61e-47	17.99	1.22e-123	0.75
chr7-231	chr7	13466433	13466525	+	94.8	0.757	85.500000	142.5	32.5	4.38	1.79e-45	41.20	4.03e-171	0.85
chr13-38	chr13	65379879	65379971	+	94.8	0.571	107.500000	142.5	31.5	4.52	5.72e-47	37.61	1.19e-165	0.68
chr7-126	chr7	71537325	71537417	+	94.1	0.530	98.000000	141.5	35.0	4.04	2.28e-41	19.43	1.51e-125	0.74
chr18-114	chr18	37803854	37803946	+	94.1	0.777	83.000000	141.5	32.0	4.42	1.45e-45	34.09	1.22e-158	0.88
chr9-45	chr9	3024424	3024516	+	92.8	0.818	112.000000	139.5	31.0	4.50	9.15e-46	5.16	2.75e-52	0.67
chr15-89	chr15	44450533	44450625	+	92.8	0.631	90.000000	139.5	25.0	5.58	3.62e-56	15.76	7.08e-112	0.80
chr1-93	chr1	193136682	193136774	+	92.1	0.714	98.500000	138.5	31.0	4.47	4.11e-45	37.71	3.46e-161	0.73
chr12-65	chr12	4775955	4776047	+	92.1	0.616	102.000000	138.5	30.0	4.62	1.20e-46	46.25	4.01e-173	0.70
chr3-92	chr3	97572000	97572092	+	91.8	0.600	97.000000	138.0	32.5	4.25	6.32e-43	34.76	1.19e-156	0.75
chr2-198	chr2	121097174	121097266	+	91.5	0.762	86.000000	137.5	34.0	4.04	2.94e-40	37.97	2.01e-160	0.83
chr9-187	chr9	22112135	22112227	+	91.1	0.726	82.500000	137.0	33.0	4.15	1.33e-41	32.36	2.20e-151	0.88
chr3-188	chr3	19957734	19957826	+	90.8	0.748	84.000000	136.5	31.5	4.33	4.36e-43	38.63	2.90e-160	0.85
chr7-100	chr7	147222392	147222484	+	90.8	0.564	103.000000	136.5	26.5	5.15	3.82e-51	30.50	1.05e-146	0.70
chr8-111	chr8	108351356	108351448	+	90.5	0.517	96.500000	136.0	24.5	5.55	6.43e-55	17.54	1.16e-115	0.75
chr5-210	chr5	20930587	20930679	+	90.1	0.741	82.000000	135.5	32.0	4.23	9.64e-42	27.80	2.21e-140	0.91
chr2-176	chr2	148498278	148498370	+	89.5	0.701	88.500000	134.5	30.5	4.41	2.90e-43	28.43	1.27e-140	0.80
chr4-111	chr4	117852485	117852577	+	89.5	0.524	95.500000	134.5	29.5	4.56	8.95e-45	17.99	3.48e-115	0.74
chr12-75	chr12	70284911	70285003	+	89.5	0.561	99.500000	134.5	31.5	4.27	8.11e-42	20.23	1.20e-121	0.71
chr6-81	chr6	146119291	146119383	+	88.1	0.574	97.500000	132.5	27.5	4.82	1.26e-46	23.17	2.89e-127	0.74
chr8-154	chr8	4325123	4325215	+	88.1	0.716	90.000000	132.5	31.0	4.27	2.90e-41	17.75	9.51e-113	0.79
chr8-116	chr8	124954231	124954323	+	86.8	0.637	96.000000	130.5	30.5	4.28	1.04e-40	15.89	3.43e-105	0.73
chr3-109	chr3	95428996	95429088	+	86.5	0.525	94.000000	130.0	29.5	4.41	3.67e-42	17.06	3.56e-109	0.75
chr7-228	chr7	99890038	99890130	+	86.5	0.662	86.000000	130.0	29.5	4.41	3.67e-42	17.27	7.92e-110	0.82
chr9-120	chr9	3023478	3023570	+	86.1	0.881	92.500000	129.5	15.0	8.63	3.61e-73	4.36	3.18e-41	0.76
chr3-178	chr3	62310942	62311034	+	85.5	0.771	85.500000	128.5	24.5	5.24	4.77e-49	36.18	2.18e-147	0.82
chr4-99	chr4	108874775	108874867	+	85.5	0.623	97.500000	128.5	22.5	5.71	6.38e-53	26.54	1.03e-130	0.72
chr10-181	chr10	52101947	52102039	+	85.5	0.628	84.500000	128.5	18.0	7.14	2.17e-63	17.48	1.34e-108	0.82
chr4-121	chr4	115747821	115747913	+	85.1	0.538	94.000000	128.0	28.5	4.49	2.32e-42	19.71	4.24e-115	0.74
chr17-115	chr17	35516368	35516460	+	85.1	0.716	90.000000	128.0	28.0	4.57	3.94e-43	24.88	1.76e-127	0.79
chr15-129	chr15	3220722	3220814	+	84.8	0.614	84.500000	127.5	19.5	6.54	9.09e-59	32.35	2.98e-140	0.84
chr2-173	chr2	38781956	38782048	+	84.5	0.631	88.500000	127.0	22.0	5.77	3.44e-53	30.36	4.46e-137	0.78
chr5-171	chr5	67698145	67698237	+	84.5	0.736	86.500000	127.0	27.5	4.62	3.01e-43	36.62	4.15e-147	0.82
chr9-216	chr9	3025483	3025575	+	84.5	0.812	80.000000	127.0	20.5	6.20	1.93e-56	4.35	1.24e-40	0.87
chr5-230	chr5	149864653	149864745	+	83.8	0.731	81.000000	126.0	30.0	4.20	6.76e-39	16.71	8.40e-105	0.86
chr18-144	chr18	44917490	44917582	+	83.5	0.796	78.500000	125.5	26.5	4.74	1.68e-43	39.12	4.21e-148	0.88
chr5-343	chr5	20457706	20457798	+	83.1	0.743	72.500000	125.0	31.0	4.03	6.38e-37	22.36	5.52e-119	0.95
chr5-99	chr5	110487094	110487186	+	83.1	0.663	96.500000	125.0	27.5	4.55	6.39e-42	51.98	2.12e-163	0.74
chr1-151	chr1	13362586	13362678	+	82.8	0.648	90.500000	124.5	28.0	4.45	1.66e-40	12.90	5.74e-90	0.77
chr5-257	chr5	46061034	46061126	+	82.8	0.701	78.000000	124.5	18.0	6.92	5.32e-60	28.56	1.72e-130	0.90
chr14-102	chr14	115441379	115441471	+	82.8	0.687	87.500000	124.5	31.0	4.02	2.58e-36	13.94	7.87e-94	0.78
chr13-100	chr13	94868478	94868570	+	82.5	0.698	90.000000	124.0	22.5	5.51	6.41e-50	13.89	7.41e-94	0.78
chr7-206	chr7	3645116	3645208	+	82.1	0.538	87.500000	123.5	28.0	4.41	7.36e-40	10.47	4.42e-79	0.78
chr13-199	chr13	12350460	12350552	+	82.1	0.729	76.000000	123.5	16.5	7.48	3.65e-63	21.70	2.30e-115	0.89
chr3-249	chr3	40650695	40650787	+	81.8	0.673	78.000000	123.0	17.0	7.24	8.74e-62	23.47	1.42e-119	0.87
chr2-115	chr2	25430376	25430468	+	81.1	0.667	96.000000	122.0	28.5	4.28	1.71e-38	28.01	1.22e-127	0.72
chr6-128	chr6	71781154	71781246	+	80.5	0.701	88.500000	121.0	25.0	4.84	3.05e-43	15.10	1.01e-95	0.78
chr3-75	chr3	10440096	10440188	+	80.2	0.678	99.500000	120.5	30.0	4.02	3.34e-35	37.18	1.13e-139	0.68
chr3-128	chr3	88214174	88214266	+	80.2	0.602	91.500000	120.5	18.5	6.51	1.87e-55	31.73	1.21e-131	0.73
chr3-250	chr3	40698002	40698094	+	79.8	0.712	78.000000	120.0	17.5	6.86	6.41e-58	25.32	1.69e-120	0.86
chr4-327	chr4	117222826	117222918	+	79.8	0.761	75.000000	120.0	29.0	4.14	1.54e-36	19.90	1.67e-108	0.90
chr7-347	chr7	87439235	87439327	+	79.8	0.729	79.000000	120.0	18.0	6.67	1.15e-56	34.46	4.95e-136	0.86
chr4-198	chr4	6284529	6284621	+	79.5	0.539	85.000000	119.5	27.5	4.35	5.06e-38	21.58	2.16e-111	0.80
chr4-398	chr4	41670198	41670290	+	79.5	0.801	71.000000	119.5	19.0	6.29	1.77e-53	38.94	7.62e-141	0.95
chr5-116	chr5	34000842	34000934	+	79.5	0.477	93.000000	119.5	27.5	4.35	5.06e-38	12.56	3.78e-85	0.72
chr6-174	chr6	33199018	33199110	+	79.5	0.725	83.500000	119.5	28.5	4.19	1.32e-36	34.05	4.29e-134	0.85
chr7-226	chr7	28459648	28459740	+	79.5	0.653	86.000000	119.5	25.0	4.78	7.12e-42	38.59	2.17e-140	0.81
chr13-165	chr13	107737164	107737256	+	79.5	0.685	79.500000	119.5	29.0	4.12	6.37e-36	25.82	2.83e-120	0.85
chr11-410	chr11	40506167	40506259	+	79.2	0.782	69.500000	119.0	23.5	5.06	1.99e-44	27.83	3.20e-124	0.97
chr6-98	chr6	72312520	72312612	+	78.8	0.702	93.000000	118.5	24.5	4.84	5.14e-42	24.95	1.35e-117	0.78
chr6-95	chr6	120313922	120314014	+	78.8	0.543	94.000000	118.5	19.5	6.08	1.45e-51	25.40	1.80e-118	0.71
chr10-184	chr10	129979312	129979404	+	78.8	0.735	84.500000	118.5	26.5	4.47	7.46e-39	34.73	5.77e-134	0.82
chr4-182	chr4	73897800	73897892	+	78.5	0.602	86.500000	118.0	27.0	4.37	4.13e-38	21.38	3.18e-110	0.79
chr9-119	chr9	119231894	119231986	+	78.5	0.657	93.000000	118.0	25.5	4.63	2.14e-40	14.66	5.63e-92	0.73
chr18-125	chr18	24280297	24280389	+	78.5	0.654	81.000000	118.0	27.5	4.29	2.19e-37	29.45	5.40e-126	0.83
chr19-50	chr19	8894185	8894277	+	78.5	0.492	92.500000	118.0	23.0	5.13	1.31e-44	13.98	1.02e-89	0.72
chr5-133	chr5	90795639	90795731	+	78.2	0.634	91.000000	117.5	28.0	4.20	4.74e-36	17.59	1.07e-99	0.75
chr10-282	chr10	89195055	89195147	+	78.2	0.760	77.500000	117.5	25.0	4.70	1.61e-40	47.66	1.54e-148	0.86
chr18-251	chr18	30432400	30432492	+	78.2	0.790	68.500000	117.5	17.5	6.71	2.02e-55	35.55	5.38e-134	0.97
chr2-209	chr2	151931207	151931299	+	77.8	0.610	85.000000	117.0	23.5	4.98	5.09e-43	31.34	5.26e-128	0.81
chr10-299	chr10	127930950	127931042	+	77.8	0.685	76.500000	117.0	23.0	5.09	6.74e-44	12.35	3.86e-83	0.89
chr7-137	chr7	26180777	26180869	+	77.5	0.588	96.000000	116.5	24.5	4.76	1.19e-40	17.20	8.50e-98	0.71
chr8-173	chr8	47772356	47772448	+	77.5	0.588	88.000000	116.5	24.0	4.85	1.78e-41	41.89	6.30e-141	0.76
chr10-132	chr10	40603132	40603224	+	77.5	0.747	91.500000	116.5	19.5	5.97	5.29e-50	29.01	6.02e-123	0.73
chr10-102	chr10	80959234	80959326	+	77.5	0.627	94.500000	116.5	27.5	4.24	4.03e-36	14.92	4.46e-91	0.73
chr13-81	chr13	58230088	58230180	+	77.5	0.520	94.500000	116.5	14.5	8.03	8.88e-63	15.68	1.97e-93	0.71
chr18-73	chr18	80888527	80888619	+	77.5	0.596	92.500000	116.5	29.0	4.02	4.33e-34	20.06	3.95e-105	0.71
chr3-125	chr3	53667961	53668053	+	77.2	0.656	91.500000	116.0	22.5	5.16	4.40e-44	31.75	1.50e-127	0.76
chr9-330	chr9	26838242	26838334	+	77.2	0.751	72.000000	116.0	18.0	6.44	2.17e-53	19.34	1.38e-103	0.93
chr17-190	chr17	17511203	17511295	+	77.2	0.607	81.000000	116.0	28.5	4.07	9.44e-35	20.40	3.89e-106	0.85
chr17-305	chr17	80882387	80882479	+	77.2	0.774	72.000000	116.0	24.0	4.83	1.78e-41	20.50	2.26e-106	0.94
chr2-194	chr2	144353131	144353223	+	76.8	0.667	86.500000	115.5	28.5	4.05	3.85e-34	30.15	9.04e-124	0.77
chr3-217	chr3	107136685	107136777	+	76.8	0.511	81.000000	115.5	23.0	5.02	1.74e-42	8.68	1.18e-65	0.84
chr14-159	chr14	55482972	55483064	+	76.8	0.740	77.000000	115.5	24.5	4.71	5.63e-40	32.95	4.65e-128	0.86
chr14-164	chr14	102052964	102053056	+	76.8	0.595	76.500000	115.5	23.5	4.91	1.26e-41	36.26	1.04e-132	0.86
chr7-383	chr7	19895562	19895654	+	76.5	0.627	77.000000	115.0	28.5	4.04	3.85e-34	9.58	3.03e-70	0.85
chr11-171	chr11	3166390	3166482	+	76.2	0.738	84.500000	114.5	28.0	4.09	3.40e-34	32.37	4.23e-126	0.79
chr17-249	chr17	49567625	49567717	+	75.8	0.757	76.000000	114.0	20.5	5.56	2.07e-46	21.98	7.12e-108	0.87
chr5-233	chr5	93635645	93635737	+	75.5	0.570	80.500000	113.5	23.0	4.93	4.32e-41	20.97	1.60e-104	0.83
chr13-146	chr13	13682462	13682554	+	75.5	0.756	82.000000	113.5	24.5	4.63	1.24e-38	25.36	1.87e-113	0.80
chr12-193	chr12	29436605	29436697	+	75.2	0.702	76.000000	113.0	25.5	4.43	4.22e-37	19.88	2.95e-102	0.86
chr12-149	chr12	60114335	60114427	+	75.2	0.796	82.000000	113.0	27.0	4.19	6.12e-35	11.26	3.13e-76	0.82
chr3-207	chr3	100773592	100773684	+	74.8	0.726	82.500000	112.5	26.0	4.33	1.01e-35	33.99	3.19e-126	0.83
chr17-197	chr17	71965417	71965509	+	74.8	0.707	80.500000	112.5	21.5	5.23	4.92e-43	22.23	2.49e-106	0.81
chr5-368	chr5	34125442	34125534	+	74.5	0.741	71.500000	112.0	21.0	5.33	5.78e-44	30.04	1.28e-120	0.91
chr7-472	chr7	63173864	63173956	+	74.5	0.838	73.000000	112.0	23.0	4.87	2.13e-40	40.14	2.61e-134	0.90
chr7-284	chr7	89797022	89797114	+	74.5	0.730	82.500000	112.0	27.0	4.15	2.57e-34	34.51	3.70e-127	0.81
chr2-288	chr2	14970933	14971025	+	74.2	0.791	79.000000	111.5	23.0	4.85	1.04e-39	37.58	7.93e-130	0.84
chr3-230	chr3	89197594	89197686	+	74.2	0.630	80.000000	111.5	25.0	4.46	1.50e-36	10.52	9.99e-72	0.81
chr8-176	chr8	47772251	47772343	+	74.2	0.644	87.500000	111.5	25.0	4.46	1.50e-36	39.44	4.38e-132	0.75
chr14-194	chr14	56159017	56159109	+	74.2	0.728	72.500000	111.5	19.5	5.72	3.65e-46	25.80	2.88e-112	0.90
chr9-340	chr9	22030073	22030165	+	73.8	0.643	71.500000	111.0	27.0	4.11	1.07e-33	21.79	1.09e-104	0.93
chr16-298	chr16	57181438	57181530	+	73.8	0.750	66.500000	111.0	12.0	9.25	2.40e-66	25.82	1.62e-112	1.00
chr17-412	chr17	30749601	30749693	+	73.8	0.796	65.000000	111.0	15.0	7.40	7.04e-57	34.15	1.49e-125	1.03
chr3-222	chr3	130412352	130412444	+	73.5	0.617	80.500000	110.5	3.5	31.57	1.38e-120	33.43	3.12e-123	0.82
chr8-231	chr8	23916121	23916213	+	73.5	0.728	80.000000	110.5	25.5	4.33	3.61e-35	10.26	5.18e-70	0.80
chr15-110	chr15	76470310	76470402	+	73.5	0.618	86.500000	110.5	24.0	4.60	2.02e-37	32.03	2.94e-121	0.75
chr17-250	chr17	85489848	85489940	+	73.5	0.641	76.000000	110.5	22.5	4.91	7.34e-40	26.30	3.69e-112	0.88
chr5-172	chr5	114580873	114580965	+	73.2	0.558	86.500000	110.0	10.5	10.48	4.10e-71	22.02	3.12e-104	0.75
chr6-166	chr6	83817184	83817276	+	73.2	0.630	84.000000	110.0	25.5	4.31	3.61e-35	38.34	8.28e-130	0.78
chr7-663	chr7	28258302	28258394	+	73.2	0.674	65.500000	110.0	24.5	4.49	1.19e-36	9.06	7.24e-65	0.98
chr7-301	chr7	109714010	109714102	+	73.2	0.784	81.500000	110.0	14.0	7.86	7.10e-59	41.86	6.65e-134	0.80
chr8-571	chr8	4656731	4656823	+	73.2	0.872	61.000000	110.0	0.5	220.00	2.94e-212	61.70	4.50e-152	1.17
chr14-193	chr14	52864159	52864251	+	73.2	0.783	72.500000	110.0	10.5	10.48	4.10e-71	44.62	6.97e-137	0.91
chr2-620	chr2	43628382	43628474	+	72.8	0.846	66.000000	109.5	20.5	5.34	1.02e-42	39.77	3.95e-130	0.99
chr4-334	chr4	43573344	43573436	+	72.8	0.759	74.500000	109.5	23.0	4.76	2.41e-38	8.33	1.34e-60	0.87
chr8-392	chr8	111247231	111247323	+	72.8	0.771	69.500000	109.5	15.5	7.06	8.34e-54	20.35	1.54e-99	0.94
chr9-232	chr9	37155952	37156044	+	72.8	0.740	78.000000	109.5	25.5	4.29	1.56e-34	28.83	2.37e-115	0.84
chr10-406	chr10	9621830	9621922	+	72.5	0.721	69.000000	109.0	25.0	4.36	2.95e-35	15.63	5.96e-88	0.94
chr2-160	chr2	119303624	119303716	+	72.2	0.597	89.500000	108.5	21.5	5.05	3.46e-40	17.56	4.39e-92	0.72
chr5-389	chr5	117737593	117737685	+	72.2	0.755	70.500000	108.5	26.5	4.09	1.59e-32	35.04	3.65e-123	0.93
chr7-493	chr7	91300642	91300734	+	72.2	0.725	72.000000	108.5	25.5	4.25	6.69e-34	21.96	4.72e-102	0.89
chr11-233	chr11	11362050	11362142	+	72.2	0.560	79.000000	108.5	20.5	5.29	5.43e-42	28.43	1.13e-113	0.81
chr17-266	chr17	56031405	56031497	+	72.2	0.769	75.000000	108.5	15.5	7.00	5.87e-53	45.56	3.61e-135	0.86
chr9-128	chr9	44215626	44215718	+	71.8	0.564	91.500000	108.0	25.0	4.32	1.29e-34	20.64	1.76e-99	0.72
chr4-420	chr4	11181391	11181483	+	71.5	0.737	70.000000	107.5	20.5	5.24	2.87e-41	27.30	7.95e-111	0.93
chr6-330	chr6	119338811	119338903	+	71.5	0.768	70.000000	107.5	20.5	5.24	2.87e-41	32.98	2.58e-119	0.95
chr7-192	chr7	16984918	16985010	+	71.5	0.595	89.000000	107.5	18.5	5.81	3.51e-45	10.46	5.88e-69	0.75
chr9-287	chr9	34983585	34983677	+	71.5	0.723	74.500000	107.5	23.0	4.67	5.38e-37	36.18	1.73e-123	0.85
chr17-344	chr17	47825006	47825098	+	71.5	0.777	69.000000	107.5	25.0	4.30	5.59e-34	28.59	7.01e-113	0.93
chr3-325	chr3	89665237	89665329	+	71.2	0.785	71.500000	107.0	12.5	8.56	8.04e-61	21.12	1.33e-99	0.91
chr3-179	chr3	97462179	97462271	+	71.2	0.616	85.500000	107.0	25.5	4.20	2.84e-33	23.14	1.20e-103	0.75
chr6-225	chr6	3448345	3448437	+	71.2	0.793	77.500000	107.0	26.0	4.12	1.38e-32	40.50	8.25e-129	0.83
chr10-334	chr10	14425308	14425400	+	71.2	0.736	73.500000	107.0	26.0	4.12	1.38e-32	24.03	2.48e-105	0.89
chr11-204	chr11	31770721	31770813	+	71.2	0.662	81.500000	107.0	6.5	16.46	1.25e-88	16.08	1.30e-87	0.79
chr1-345	chr1	53908139	53908231	+	70.8	0.484	75.000000	106.5	12.5	8.52	6.89e-60	13.27	2.23e-78	0.84
chr1-302	chr1	94869601	94869693	+	70.8	0.784	78.000000	106.5	19.0	5.61	2.10e-43	15.35	1.31e-84	0.86
chr1-299	chr1	194999665	194999757	+	70.8	0.671	78.500000	106.5	16.5	6.45	7.96e-49	17.91	2.89e-91	0.81
chr2-300	chr2	101726343	101726435	+	70.8	0.744	78.500000	106.5	20.5	5.20	1.50e-40	16.83	1.42e-88	0.80
chr4-537	chr4	115747653	115747745	+	70.8	0.730	65.500000	106.5	17.0	6.26	1.15e-47	15.91	3.88e-86	0.98
chr8-198	chr8	48799668	48799760	+	70.8	0.549	83.500000	106.5	24.0	4.44	8.51e-35	14.61	1.77e-82	0.77
chr9-308	chr9	21875259	21875351	+	70.8	0.700	73.000000	106.5	18.5	5.76	2.04e-44	17.08	3.26e-89	0.86
chr10-165	chr10	79724455	79724547	+	70.8	0.634	86.000000	106.5	23.5	4.53	1.50e-35	10.13	5.42e-67	0.73
chr10-251	chr10	92916059	92916151	+	70.8	0.693	79.500000	106.5	21.0	5.07	1.18e-39	18.63	5.34e-93	0.82
chr10-278	chr10	98343481	98343573	+	70.8	0.758	78.000000	106.5	16.0	6.66	5.00e-50	12.08	2.24e-74	0.81
chr10-493	chr10	105278048	105278140	+	70.8	0.688	66.000000	106.5	19.5	5.46	2.01e-42	18.96	9.49e-94	0.96
chr12-213	chr12	36883693	36883785	+	70.8	0.598	74.500000	106.5	13.0	8.19	2.69e-58	14.35	1.08e-81	0.85
chr2-316	chr2	131088093	131088185	+	70.5	0.691	77.500000	106.0	17.5	6.06	1.51e-46	23.18	9.03e-103	0.81
chr2-177	chr2	162757065	162757157	+	70.5	0.600	88.500000	106.0	22.0	4.82	6.06e-38	17.56	1.26e-90	0.75
chr4-186	chr4	107040506	107040598	+	70.5	0.589	86.000000	106.0	20.5	5.17	1.50e-40	23.44	2.89e-103	0.76
chr5-259	chr5	73259732	73259824	+	70.5	0.668	78.000000	106.0	17.0	6.24	1.15e-47	28.29	1.37e-111	0.81
chr16-191	chr16	4679729	4679821	+	70.5	0.746	73.500000	106.0	20.5	5.17	1.50e-40	12.42	9.32e-76	0.86
chr5-248	chr5	77403637	77403729	+	70.2	0.761	79.000000	105.5	24.5	4.31	2.00e-33	27.51	4.08e-109	0.79
chr6-535	chr6	47707943	47708035	+	70.2	0.785	60.500000	105.5	2.5	42.20	4.72e-128	75.49	4.22e-154	1.06
chr12-370	chr12	84861311	84861403	+	70.2	0.742	62.500000	105.5	18.5	5.70	1.17e-43	32.32	3.19e-116	1.00
chr12-222	chr12	88607248	88607340	+	70.2	0.703	73.500000	105.5	21.5	4.91	4.29e-38	17.99	1.27e-90	0.85
chr1-440	chr1	44159300	44159392	+	69.8	0.720	70.000000	105.0	26.0	4.04	2.34e-31	23.91	3.60e-103	0.90
chr2-336	chr2	58998724	58998816	+	69.8	0.676	76.500000	105.0	23.5	4.47	6.77e-35	20.60	1.12e-96	0.82
chr2-153	chr2	121181035	121181127	+	69.8	0.624	90.000000	105.0	25.5	4.12	4.98e-32	25.24	1.51e-105	0.72
chr15-138	chr15	10400159	10400251	+	69.8	0.489	82.500000	105.0	24.0	4.38	3.77e-34	21.91	2.25e-99	0.76
