# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_noLPS1
#
# total peaks = 7654
# peak size = 113
# peaks found using tags on both strands
# minimum distance between peaks = 226
# fragment length = 300
# genome size = 2000000000
# Total tags = 8598043.5
# Total tags in peaks = 123206.0
# Approximate IP efficiency = 1.43%
# tags per bp = 0.004131
# expected tags per peak = 0.467
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 6.380071e-07
# FDR tag threshold = 7.0
# number of putative peaks = 48450
#
# input tag directory = Anat_WT_noLPS1
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 40037
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 754
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 5
#
# cmd = findPeaks Anat_WT_noLPS1 -o Anat_WT_noLPS1.peaks.txt -style factor -fragLength 300 -i Anat_WT_noLPS1
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr11-88	chr11	93817171	93817283	+	77.3	0.648	61.500000	68.5	13.0	5.27	6.28e-27	47.92	7.06e-85	0.86
chr17-81	chr17	13744953	13745065	+	77.3	0.601	64.000000	66.5	5.5	12.09	5.98e-47	13.08	5.13e-49	0.80
chr9-149	chr9	74823843	74823955	+	76.8	0.727	55.500000	66.0	15.5	4.26	1.61e-21	36.43	1.44e-73	0.91
chr9-324	chr9	110183765	110183877	+	76.8	0.983	40.000000	66.0	0.5	132.00	1.51e-113	95.45	2.45e-104	1.25
chr7-255	chr7	52409674	52409786	+	76.2	0.693	52.500000	66.0	12.0	5.50	2.31e-27	43.92	5.39e-81	0.95
chr10-107	chr10	12912770	12912882	+	76.2	0.539	59.500000	65.5	14.5	4.52	2.41e-22	20.95	5.28e-61	0.87
chr15-100	chr15	75911215	75911327	+	76.2	0.569	54.500000	65.5	10.0	6.55	6.48e-31	32.04	1.53e-72	0.92
chr17-137	chr17	21816802	21816914	+	76.2	0.699	53.000000	65.5	14.0	4.68	4.03e-23	30.28	1.18e-68	0.99
chr3-113	chr3	30894548	30894660	+	75.6	0.634	61.500000	65.5	15.0	4.37	1.34e-21	32.50	6.26e-73	0.81
chr9-135	chr9	24346484	24346596	+	74.4	0.973	57.500000	64.0	2.0	32.00	2.03e-71	65.49	6.78e-91	0.85
chr10-100	chr10	7309540	7309652	+	74.4	0.682	60.500000	64.5	16.0	4.03	1.36e-19	36.72	3.92e-75	0.82
chr17-125	chr17	23810577	23810689	+	74.4	0.577	55.500000	65.0	11.0	5.91	1.19e-28	21.75	4.38e-61	0.91
chr17-132	chr17	56395435	56395547	+	74.4	0.683	55.000000	64.0	15.0	4.27	5.83e-21	13.85	1.61e-48	0.92
chr4-171	chr4	106739458	106739570	+	73.9	0.838	53.500000	63.5	14.0	4.54	8.62e-22	50.51	2.68e-82	0.94
chr10-132	chr10	80729415	80729527	+	73.9	0.680	57.000000	63.5	12.5	5.08	2.97e-24	41.77	3.24e-77	0.87
chr5-149	chr5	100468901	100469013	+	73.3	0.706	55.000000	63.0	15.5	4.06	1.21e-19	12.25	2.05e-45	0.88
chr5-123	chr5	114580876	114580988	+	73.3	0.592	58.500000	63.0	10.0	6.30	2.71e-29	31.32	9.23e-70	0.84
chr9-186	chr9	123761147	123761259	+	73.3	0.688	51.000000	63.0	6.5	9.69	1.38e-39	28.78	1.77e-66	0.96
chr4-126	chr4	6284510	6284622	+	72.7	0.558	58.000000	64.0	13.5	4.74	2.99e-23	27.97	1.57e-65	0.85
chr7-329	chr7	19901956	19902068	+	72.7	0.784	46.500000	62.5	15.0	4.17	1.05e-19	12.66	2.46e-45	1.04
chr8-166	chr8	34752177	34752289	+	72.7	0.668	55.500000	63.5	12.0	5.29	3.71e-25	52.08	7.94e-82	0.89
chr10-128	chr10	81510853	81510965	+	72.7	0.619	57.500000	63.0	10.0	6.30	2.71e-29	47.00	7.27e-78	0.84
chr13-100	chr13	36209457	36209569	+	72.7	0.625	55.500000	62.5	15.5	4.03	4.93e-19	31.89	6.11e-69	0.87
chr14-89	chr14	122197735	122197847	+	72.1	0.660	54.000000	62.0	12.0	5.17	1.96e-24	20.36	1.55e-57	0.89
chr15-72	chr15	10400137	10400249	+	72.1	0.489	59.500000	62.5	14.0	4.46	3.90e-21	21.96	1.74e-59	0.83
chr15-105	chr15	82176498	82176610	+	72.1	0.560	53.500000	63.0	7.5	8.40	4.25e-36	26.46	2.67e-64	0.91
chr2-149	chr2	144381933	144382045	+	71.5	0.660	57.000000	62.0	14.5	4.28	2.10e-20	22.52	3.44e-59	0.89
chr6-129	chr6	85283244	85283356	+	71.5	0.562	56.000000	61.5	12.0	5.12	1.01e-23	20.01	2.03e-54	0.87
chr10-146	chr10	84039137	84039249	+	71.5	0.565	55.500000	62.0	13.0	4.77	1.05e-22	23.14	1.12e-59	0.88
chr12-111	chr12	87165649	87165761	+	71.5	0.576	57.000000	61.5	13.5	4.56	3.08e-21	37.89	2.69e-72	0.83
chr13-145	chr13	104968779	104968891	+	71.5	0.664	49.000000	61.5	9.5	6.47	7.62e-29	29.32	1.05e-65	0.98
chr3-181	chr3	85946516	85946628	+	70.9	0.698	52.500000	61.0	14.5	4.21	9.03e-20	23.01	9.90e-60	0.94
chr5-130	chr5	149740333	149740445	+	70.9	0.589	57.500000	61.0	10.0	6.10	1.07e-27	37.41	8.23e-71	0.83
chr8-142	chr8	108351346	108351458	+	70.9	0.534	58.000000	61.5	14.0	4.39	1.73e-20	16.93	3.39e-51	0.82
chr4-123	chr4	107040481	107040593	+	70.4	0.605	58.500000	62.0	11.0	5.64	2.37e-26	43.03	1.40e-74	0.86
chr7-239	chr7	25757694	25757806	+	70.4	0.792	53.000000	60.5	15.0	4.03	1.79e-18	27.71	3.09e-63	0.88
chr9-142	chr9	3032610	3032722	+	70.4	0.642	56.000000	60.5	7.0	8.64	6.29e-35	4.89	2.25e-22	0.86
chr4-143	chr4	115747793	115747905	+	69.8	0.560	57.000000	61.0	14.5	4.21	9.03e-20	20.91	2.77e-55	0.82
chr13-259	chr13	97960494	97960606	+	69.8	0.783	40.000000	60.0	5.0	12.00	7.65e-43	10.87	1.74e-40	1.17
chr15-127	chr15	103070529	103070641	+	69.8	0.516	50.500000	60.0	12.0	5.00	5.17e-23	10.77	1.67e-37	0.91
chr5-145	chr5	34000810	34000922	+	69.2	0.507	55.500000	60.5	13.0	4.65	2.37e-21	13.65	5.35e-45	0.85
chr15-88	chr15	98364679	98364791	+	69.2	0.639	56.500000	63.0	15.0	4.20	2.50e-20	22.59	3.58e-57	0.86
chr7-309	chr7	74367388	74367500	+	68.6	0.814	48.000000	59.5	10.0	5.95	3.93e-26	44.69	2.57e-74	0.97
chr12-140	chr12	60114339	60114451	+	68.6	0.771	53.000000	59.0	11.0	5.36	4.08e-24	10.22	2.05e-38	0.89
chrX-19	chrX	160514263	160514375	+	68.6	0.554	55.000000	60.0	14.5	4.14	3.82e-19	22.40	3.58e-57	0.93
chr1-217	chr1	88421948	88422060	+	68.0	0.743	51.000000	58.5	8.0	7.31	3.95e-30	7.22	7.51e-30	0.89
chr3-214	chr3	89197591	89197703	+	68.0	0.658	49.000000	58.5	12.0	4.88	1.28e-21	14.75	4.37e-46	0.95
chr10-223	chr10	84039297	84039409	+	67.5	0.598	48.500000	58.0	8.0	7.25	3.95e-30	22.16	5.59e-56	0.94
chr11-122	chr11	59859836	59859948	+	67.5	0.599	55.000000	58.5	14.5	4.03	6.50e-18	46.77	3.31e-74	0.84
chr17-165	chr17	28450341	28450453	+	67.5	0.754	50.000000	58.5	14.5	4.03	6.50e-18	34.41	1.16e-66	0.92
chr2-213	chr2	174289545	174289657	+	66.9	0.741	51.500000	57.5	13.0	4.42	2.24e-19	46.37	1.55e-72	0.90
chr11-126	chr11	3093207	3093319	+	66.3	0.608	54.500000	57.0	12.0	4.75	6.23e-21	11.16	3.87e-39	0.84
chr15-140	chr15	54943813	54943925	+	66.3	0.709	47.000000	57.0	13.0	4.38	2.24e-19	21.83	1.10e-54	0.98
chr8-290	chr8	106464854	106464966	+	65.7	0.669	44.000000	56.5	9.0	6.28	5.64e-26	35.90	1.99e-65	1.04
chr9-179	chr9	121614070	121614182	+	65.7	0.706	52.000000	56.5	12.5	4.52	1.79e-19	48.95	1.40e-72	0.88
chr10-241	chr10	126703257	126703369	+	65.7	0.715	47.000000	56.5	9.5	5.95	7.14e-25	25.86	1.05e-57	0.97
chr11-190	chr11	40547078	40547190	+	65.7	0.609	47.500000	56.5	9.0	6.28	5.64e-26	27.93	2.63e-59	0.93
chr13-138	chr13	67209459	67209571	+	65.7	0.599	50.000000	58.5	13.5	4.33	2.74e-19	26.16	9.07e-58	0.91
chr15-152	chr15	27611270	27611382	+	65.7	0.736	46.000000	56.5	13.0	4.35	9.88e-19	23.94	1.06e-55	0.97
chr2-207	chr2	152657214	152657326	+	65.1	0.554	51.500000	56.0	13.5	4.15	5.02e-18	16.98	6.22e-47	0.87
chr4-168	chr4	47487281	47487393	+	65.1	0.587	53.500000	56.0	12.5	4.48	1.79e-19	30.34	1.85e-61	0.84
chr12-130	chr12	79962618	79962730	+	65.1	0.649	54.000000	56.0	13.5	4.15	5.02e-18	14.10	9.00e-43	0.89
chr10-172	chr10	59079390	59079502	+	64.5	0.701	52.500000	55.5	13.5	4.11	2.09e-17	38.41	1.06e-64	0.85
chr19-85	chr19	8816005	8816117	+	64.5	0.543	49.000000	55.5	9.0	6.17	3.52e-25	26.81	1.53e-57	0.90
chr3-225	chr3	145600843	145600955	+	64.0	0.773	47.500000	55.0	12.0	4.58	1.39e-19	25.53	2.04e-56	0.96
chr5-194	chr5	36100404	36100516	+	64.0	0.704	49.000000	55.5	12.5	4.44	8.07e-19	21.63	1.74e-51	0.91
chr10-242	chr10	41239104	41239216	+	64.0	0.554	46.500000	57.0	14.0	4.07	5.76e-18	15.42	5.57e-45	0.99
chr10-247	chr10	88194024	88194136	+	64.0	0.669	46.500000	55.0	12.0	4.58	1.39e-19	27.02	1.71e-56	0.94
chr12-146	chr12	87046534	87046646	+	64.0	0.676	52.000000	55.0	13.0	4.23	4.28e-18	38.50	6.43e-66	0.87
chr15-126	chr15	76470317	76470429	+	64.0	0.651	50.500000	55.0	10.0	5.50	4.35e-23	37.55	5.70e-64	0.88
chr4-191	chr4	117852475	117852587	+	63.4	0.530	51.000000	55.5	10.0	5.55	4.35e-23	16.59	1.37e-45	0.87
chr4-173	chr4	120242633	120242745	+	63.4	0.622	53.500000	55.5	12.0	4.62	1.39e-19	33.35	2.89e-61	0.88
chr4-220	chr4	126430757	126430869	+	63.4	0.608	48.500000	54.5	11.0	4.95	1.55e-20	34.93	2.52e-62	0.89
chrX-40	chrX	148667455	148667567	+	63.4	0.634	49.000000	55.0	5.0	11.00	1.62e-37	24.17	3.46e-54	0.91
chr1-284	chr1	71149236	71149348	+	62.8	0.512	46.000000	54.0	10.0	5.40	2.40e-22	10.37	8.77e-35	0.93
chr7-268	chr7	134889119	134889231	+	62.8	0.469	51.500000	54.5	11.0	4.95	1.55e-20	14.23	1.97e-42	0.86
chr8-202	chr8	124954249	124954361	+	62.8	0.693	51.500000	56.0	11.5	4.87	4.47e-21	18.10	9.92e-48	0.86
chr17-188	chr17	56395366	56395478	+	62.8	0.735	48.000000	54.0	12.0	4.50	6.42e-19	11.54	6.87e-38	0.90
chr17-210	chr17	85489848	85489960	+	62.8	0.666	46.000000	54.0	13.0	4.15	1.82e-17	29.72	7.42e-59	0.97
chr6-256	chr6	124780061	124780173	+	62.2	0.709	43.000000	53.5	10.0	5.35	1.30e-21	7.21	2.24e-27	1.02
chr18-139	chr18	89141061	89141173	+	62.2	0.736	46.500000	53.5	10.5	5.10	1.06e-20	42.75	9.99e-66	0.92
chr7-334	chr7	19895633	19895745	+	61.6	0.678	46.000000	53.0	8.5	6.24	1.03e-24	9.32	8.97e-33	0.94
chr9-172	chr9	51856084	51856196	+	61.6	0.612	52.500000	53.0	13.0	4.08	7.60e-17	27.94	2.00e-56	0.83
chr10-355	chr10	11211896	11212008	+	61.6	0.969	39.500000	53.5	12.5	4.28	1.55e-17	63.09	9.82e-75	1.10
chr19-95	chr19	42593171	42593283	+	61.6	0.767	47.000000	53.0	12.0	4.42	2.90e-18	32.43	9.55e-60	0.91
chr3-219	chr3	53264164	53264276	+	61.1	0.721	48.000000	52.5	13.0	4.04	3.12e-16	11.82	7.38e-37	0.88
chr6-232	chr6	122822935	122823047	+	61.1	0.734	45.000000	54.0	11.0	4.91	1.55e-20	14.08	6.02e-40	0.95
chr13-137	chr13	24892795	24892907	+	61.1	0.484	50.000000	53.0	8.0	6.62	6.73e-26	12.18	1.13e-37	0.90
chr15-148	chr15	88320890	88321002	+	61.1	0.661	46.500000	52.5	13.0	4.04	3.12e-16	25.66	2.44e-53	0.90
chr6-165	chr6	47870589	47870701	+	60.5	0.634	51.000000	52.5	12.5	4.20	6.61e-17	38.85	3.10e-61	0.82
chr8-220	chr8	73891267	73891379	+	60.5	0.638	49.500000	52.0	12.5	4.16	6.61e-17	9.89	2.17e-33	0.87
chr18-142	chr18	63137481	63137593	+	60.5	0.613	45.500000	52.0	12.0	4.33	1.29e-17	31.38	6.24e-58	0.95
chr19-156	chr19	59420283	59420395	+	60.5	0.729	39.500000	52.0	11.5	4.52	2.30e-18	25.92	9.08e-54	1.07
chrX-56	chrX	7476213	7476325	+	60.5	0.542	45.500000	52.5	9.0	5.83	7.69e-23	24.56	2.09e-51	0.93
chr2-234	chr2	5872207	5872319	+	59.9	0.539	49.500000	53.0	9.5	5.58	1.40e-22	24.49	2.39e-51	0.87
chr3-261	chr3	40603865	40603977	+	59.9	0.737	43.000000	51.5	11.5	4.48	1.04e-17	23.59	1.48e-50	1.00
chr6-179	chr6	115945078	115945190	+	59.9	0.703	50.000000	52.5	11.5	4.57	2.30e-18	38.50	1.04e-58	0.88
chr7-304	chr7	26180719	26180831	+	59.9	0.612	48.000000	51.5	10.5	4.90	2.68e-19	15.97	1.49e-42	0.89
chr9-251	chr9	110207681	110207793	+	59.9	0.687	45.500000	51.5	10.0	5.15	3.62e-20	59.68	1.47e-70	0.91
chr10-232	chr10	88906640	88906752	+	59.9	0.714	47.500000	52.5	10.5	5.00	5.38e-20	22.64	1.10e-49	0.89
chr12-172	chr12	55797704	55797816	+	59.9	0.569	48.000000	51.5	2.5	20.60	1.10e-47	13.85	1.14e-38	0.87
chr12-178	chr12	81744979	81745091	+	59.9	0.567	47.500000	51.5	4.5	11.44	1.61e-35	28.51	1.51e-53	0.88
chr18-119	chr18	12279940	12280052	+	59.9	0.656	49.000000	51.5	11.0	4.68	1.76e-18	55.58	1.10e-67	0.84
chr9-189	chr9	57408798	57408910	+	59.3	0.598	50.500000	51.0	10.0	5.10	3.62e-20	19.19	2.11e-46	0.89
chr13-175	chr13	4608427	4608539	+	59.3	0.781	46.000000	51.0	10.5	4.86	2.68e-19	33.93	1.56e-58	0.93
chr15-198	chr15	85689971	85690083	+	59.3	0.733	42.000000	51.0	11.0	4.64	1.76e-18	35.99	8.49e-60	1.00
chr1-298	chr1	169324244	169324356	+	58.7	0.617	45.000000	50.5	8.0	6.31	1.87e-23	28.41	1.77e-53	0.91
chr5-187	chr5	115939951	115940063	+	58.7	0.652	50.000000	50.5	12.0	4.21	2.40e-16	20.32	1.71e-46	0.84
chr10-250	chr10	37041154	37041266	+	58.7	0.804	46.000000	50.5	11.5	4.39	4.65e-17	33.86	3.66e-57	0.95
chr11-273	chr11	58976988	58977100	+	58.7	0.623	42.500000	50.5	10.5	4.81	1.31e-18	29.96	1.38e-54	0.95
chr1-291	chr1	169324140	169324252	+	58.2	0.613	45.500000	50.0	10.5	4.76	1.31e-18	27.69	3.82e-53	0.92
chr6-189	chr6	34860797	34860909	+	58.2	0.645	49.000000	50.0	12.0	4.17	2.40e-16	25.93	1.44e-50	0.85
chr8-395	chr8	109948944	109949056	+	58.2	0.816	38.000000	50.0	11.5	4.35	4.65e-17	55.03	1.10e-67	1.07
chr9-284	chr9	3258806	3258918	+	58.2	0.896	43.000000	50.0	1.0	50.00	1.23e-65	40.14	5.74e-61	0.95
chr9-202	chr9	78023386	78023498	+	58.2	0.671	49.500000	50.0	3.5	14.29	1.70e-39	24.44	1.55e-50	0.88
chr9-244	chr9	122714653	122714765	+	58.2	0.562	46.000000	50.0	11.5	4.35	4.65e-17	39.73	2.30e-59	0.88
chr13-171	chr13	55291712	55291824	+	58.2	0.760	46.500000	50.0	12.0	4.17	2.40e-16	46.54	4.14e-64	0.87
chr19-134	chr19	34601949	34602061	+	58.2	0.755	41.000000	50.0	9.5	5.26	2.32e-20	30.38	4.32e-55	1.01
