# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_noLPS4_S16
#
# total peaks = 102
# peak size = 166
# peaks found using tags on both strands
# minimum distance between peaks = 332
# fragment length = 300
# genome size = 2000000000
# Total tags = 4159327.5
# Total tags in peaks = 1953.0
# Approximate IP efficiency = 0.05%
# tags per bp = 0.002046
# expected tags per peak = 0.340
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 7.693750e-08
# FDR tag threshold = 7.0
# number of putative peaks = 13683
#
# input tag directory = Anat_WT_noLPS4_S16
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 13565
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 13
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 3
#
# cmd = findPeaks Anat_WT_noLPS4_S16 -o Anat_WT_noLPS4_S16.peaks.txt -style factor -fragLength 300 -i Anat_WT_noLPS4_S16
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr8-89	chr8	73956936	73957102	+	86.6	0.979	32.000000	36.0	0.5	72.00	2.37e-53	54.68	4.05e-49	1.01
chr13-68	chr13	67209460	67209626	+	74.5	0.653	31.000000	31.0	7.0	4.43	2.23e-11	28.04	9.38e-34	0.91
chr5-102	chr5	150439022	150439188	+	68.5	0.530	27.000000	28.5	6.5	4.38	3.66e-10	21.10	4.01e-27	0.96
chr15-60	chr15	10400120	10400286	+	64.9	0.503	28.000000	27.0	6.0	4.50	2.96e-10	18.71	4.59e-25	0.96
chr6-122	chr6	85283218	85283384	+	58.9	0.550	24.500000	24.5	5.5	4.45	4.94e-09	23.41	1.76e-24	0.91
chrX-37	chrX	166438655	166438821	+	58.9	0.728	24.000000	24.5	0.5	49.00	5.83e-32	11.70	1.08e-17	0.93
chr14-86	chr14	79987255	79987421	+	56.5	0.538	22.500000	23.5	5.0	4.70	3.91e-09	28.70	1.71e-25	0.98
chr7-179	chr7	26022883	26023049	+	55.3	0.578	22.500000	23.0	5.5	4.18	2.18e-08	16.22	3.06e-20	0.98
chr8-143	chr8	40705255	40705421	+	54.1	0.821	24.500000	22.5	5.0	4.50	1.82e-08	18.91	1.31e-20	0.94
chr8-362	chr8	26337728	26337894	+	52.9	0.945	14.000000	22.0	0.5	44.00	1.29e-28	70.45	4.94e-33	1.48
chr10-177	chr10	40603093	40603259	+	51.7	0.678	20.500000	21.5	4.5	4.78	1.42e-08	30.33	7.03e-24	0.96
chr14-108	chr14	67627518	67627684	+	50.5	0.511	20.000000	21.0	5.0	4.20	8.11e-08	19.90	2.20e-20	0.99
chr4-174	chr4	47487356	47487522	+	46.9	0.618	20.000000	19.5	3.0	6.50	5.59e-10	37.88	1.63e-23	0.92
chr2-264	chr2	122194840	122195006	+	44.5	0.826	18.000000	18.5	4.5	4.11	1.30e-06	28.10	4.36e-20	0.98
chr11-104	chr11	6191789	6191955	+	42.1	0.702	18.000000	17.5	3.5	5.00	1.87e-07	30.05	1.60e-19	0.93
chr2-325	chr2	170336624	170336790	+	40.9	0.721	16.000000	17.0	4.0	4.25	1.13e-06	18.15	3.63e-16	1.05
chr4-219	chr4	6284508	6284674	+	40.9	0.532	17.500000	17.0	4.0	4.25	1.13e-06	26.50	7.80e-19	0.95
chr13-180	chr13	58229901	58230067	+	39.7	0.653	18.000000	16.5	3.0	5.50	1.24e-07	17.45	7.55e-15	0.93
chr19-66	chr19	8815991	8816157	+	39.7	0.545	17.000000	16.5	4.0	4.12	4.89e-06	23.27	9.58e-17	0.93
chr15-172	chr15	102455695	102455861	+	38.5	0.505	16.000000	16.0	2.5	6.40	1.07e-08	18.59	1.84e-15	0.96
chr1-310	chr1	53908079	53908245	+	37.3	0.515	16.000000	15.5	3.0	5.17	6.70e-07	15.97	1.85e-13	0.93
chr4-293	chr4	70039179	70039345	+	37.3	0.878	15.000000	15.5	2.5	6.20	6.92e-08	34.65	2.81e-18	0.96
chr15-171	chr15	53388009	53388175	+	37.3	0.539	16.000000	15.5	3.0	5.17	6.70e-07	23.25	8.99e-16	0.93
chr2-351	chr2	25430394	25430560	+	36.1	0.742	15.000000	15.0	3.5	4.29	4.26e-06	34.85	1.60e-18	0.99
chr3-278	chr3	87981928	87982094	+	36.1	0.627	15.000000	15.0	2.5	6.00	6.92e-08	17.95	2.24e-14	0.96
chr2-390	chr2	181747644	181747810	+	34.9	0.631	14.500000	14.5	3.5	4.14	1.86e-05	39.05	7.51e-18	1.00
chr3-294	chr3	148715543	148715709	+	34.9	0.857	14.500000	14.5	3.5	4.14	1.86e-05	35.79	2.45e-17	1.04
chr9-281	chr9	75407426	75407592	+	34.9	0.831	15.500000	14.5	3.5	4.14	1.86e-05	25.64	2.23e-15	0.93
chr13-257	chr13	83205292	83205458	+	34.9	0.538	14.500000	14.5	3.5	4.14	1.86e-05	18.88	1.32e-13	0.93
chr5-289	chr5	73259655	73259821	+	33.7	0.754	15.000000	14.0	3.0	4.67	3.40e-06	23.70	4.01e-15	0.96
chr5-316	chr5	114580928	114581094	+	33.7	0.559	14.000000	14.0	2.0	7.00	2.93e-08	30.72	1.21e-16	0.96
chr7-386	chr7	121706258	121706424	+	33.7	0.515	14.500000	14.0	3.0	4.67	3.40e-06	20.23	3.32e-14	0.96
chr10-337	chr10	94613834	94614000	+	32.5	0.870	14.000000	13.5	2.5	5.40	2.38e-06	34.03	6.50e-16	0.93
chr4-389	chr4	120242609	120242775	+	31.3	0.621	12.500000	13.0	2.0	6.50	2.07e-07	24.84	2.10e-14	1.05
chr13-310	chr13	111393221	111393387	+	31.3	0.845	13.000000	13.0	1.5	8.67	7.80e-09	11.33	3.33e-10	0.96
chr15-204	chr15	76490344	76490510	+	31.3	0.529	14.000000	13.0	3.0	4.33	1.61e-05	11.85	1.94e-10	0.96
chr6-350	chr6	72904992	72905158	+	30.1	0.769	13.000000	12.5	3.0	4.17	7.14e-05	12.77	6.08e-10	0.93
chr9-357	chr9	78023590	78023756	+	30.1	0.597	13.000000	12.5	2.0	6.25	1.36e-06	14.38	1.63e-10	0.93
chr9-438	chr9	110183744	110183910	+	30.1	0.957	11.000000	12.5	1.0	12.50	8.32e-10	52.89	5.00e-17	1.06
chr12-251	chr12	103214180	103214346	+	30.1	0.613	13.000000	12.5	2.5	5.00	1.26e-05	22.78	8.96e-13	0.93
chr13-386	chr13	97960468	97960634	+	30.1	0.838	11.000000	12.5	3.0	4.17	7.14e-05	6.17	1.55e-06	1.06
chr15-245	chr15	82176486	82176652	+	30.1	0.538	12.500000	12.5	1.5	8.33	6.82e-08	26.45	1.62e-13	0.93
chrX-174	chrX	146893584	146893750	+	30.1	0.705	12.500000	12.5	2.5	5.00	1.26e-05	40.03	1.31e-15	0.93
chr6-391	chr6	83028270	83028436	+	28.9	0.692	12.000000	12.0	2.0	6.00	1.36e-06	39.49	9.54e-16	0.97
chr9-411	chr9	96659608	96659774	+	28.9	0.761	11.500000	12.0	2.0	6.00	1.36e-06	30.91	1.66e-14	1.01
chr15-244	chr15	81296704	81296870	+	28.9	0.616	12.500000	12.0	2.0	6.00	1.36e-06	24.51	2.42e-13	0.97
chr3-384	chr3	108456713	108456879	+	27.6	0.786	12.000000	11.5	2.5	4.60	6.16e-05	31.69	2.51e-13	0.97
chr4-452	chr4	131978299	131978465	+	27.6	0.677	11.000000	11.5	2.0	5.75	8.31e-06	31.69	2.51e-13	1.07
chr12-289	chr12	81744991	81745157	+	27.6	0.567	11.500000	11.5	2.5	4.60	6.16e-05	25.71	2.30e-12	0.93
chr17-311	chr17	71339849	71340015	+	27.6	0.725	11.500000	11.5	2.0	5.75	8.31e-06	13.63	1.67e-09	0.93
chr18-283	chr18	75502557	75502723	+	27.6	0.632	11.000000	11.5	2.5	4.60	6.16e-05	18.92	5.69e-11	0.97
chr19-142	chr19	42827026	42827192	+	27.6	0.577	12.000000	11.5	2.5	4.60	6.16e-05	16.22	2.80e-10	0.93
chr2-664	chr2	90235249	90235415	+	26.4	0.893	9.500000	11.0	0.5	22.00	7.42e-12	325.83	1.57e-24	1.12
chr3-356	chr3	94641220	94641386	+	26.4	0.789	12.500000	11.0	2.5	4.40	6.16e-05	15.89	2.19e-10	0.97
chr3-381	chr3	100814604	100814770	+	26.4	0.711	12.000000	11.0	2.0	5.50	8.31e-06	17.15	9.98e-11	0.97
chr4-439	chr4	20118965	20119131	+	26.4	0.896	11.000000	11.0	0.5	22.00	7.42e-12	26.07	1.24e-12	0.97
chr4-457	chr4	149655516	149655682	+	26.4	0.661	11.000000	11.0	1.0	11.00	1.00e-08	24.14	2.80e-12	0.97
chr5-443	chr5	43814429	43814595	+	26.4	0.870	11.000000	11.0	2.5	4.40	6.16e-05	32.58	1.16e-13	1.02
chr9-518	chr9	3258784	3258950	+	26.4	0.829	9.000000	11.0	0.5	22.00	7.42e-12	23.27	4.11e-12	1.26
chr10-401	chr10	41529602	41529768	+	26.4	0.535	12.000000	11.0	2.5	4.40	6.16e-05	11.96	3.99e-09	0.97
chr17-299	chr17	3020374	3020540	+	26.4	0.659	11.500000	11.0	0.5	22.00	7.42e-12	8.52	1.28e-07	0.97
chr3-459	chr3	10331333	10331499	+	25.2	0.705	10.000000	10.5	2.0	5.25	4.65e-05	34.56	1.36e-12	0.97
chr1-582	chr1	146253840	146254006	+	24.0	0.875	10.000000	10.0	1.0	10.00	1.11e-07	37.03	4.34e-13	0.97
chr4-491	chr4	147462087	147462253	+	24.0	0.791	10.500000	10.0	2.0	5.00	4.65e-05	28.21	6.06e-12	0.97
chr5-492	chr5	66258723	66258889	+	24.0	0.672	10.000000	10.0	1.5	6.67	4.10e-06	11.39	3.11e-08	0.97
chr11-360	chr11	3435365	3435531	+	24.0	0.841	10.000000	10.0	1.5	6.67	4.10e-06	13.46	6.70e-09	0.97
chr6-473	chr6	5117417	5117583	+	22.8	0.643	10.000000	9.5	1.5	6.33	2.77e-05	13.90	4.54e-08	0.92
chr7-652	chr7	88138491	88138657	+	22.8	0.561	9.500000	9.5	1.0	9.50	1.13e-06	16.08	1.34e-08	0.92
chr17-354	chr17	66132003	66132169	+	22.8	0.744	10.500000	9.5	1.5	6.33	2.77e-05	14.81	2.67e-08	0.92
chr2-738	chr2	180324047	180324213	+	21.6	0.714	9.000000	9.0	1.5	6.00	2.77e-05	34.40	1.22e-11	1.03
chr3-590	chr3	50185543	50185709	+	21.6	0.838	8.000000	9.0	1.0	9.00	1.13e-06	12.26	8.21e-08	1.17
chr4-566	chr4	148859242	148859408	+	21.6	0.758	9.500000	9.0	1.5	6.00	2.77e-05	44.43	1.29e-12	0.98
chr5-557	chr5	77721942	77722108	+	21.6	0.868	9.000000	9.0	1.0	9.00	1.13e-06	18.71	2.35e-09	0.98
chr16-356	chr16	59600098	59600264	+	21.6	0.628	9.000000	9.0	1.5	6.00	2.77e-05	6.27	1.97e-05	0.98
chr18-303	chr18	4438171	4438337	+	21.6	0.800	10.000000	9.0	1.5	6.00	2.77e-05	16.66	6.29e-09	0.98
chr15-472	chr15	98011787	98011953	+	19.2	0.500	8.000000	8.0	1.0	8.00	1.02e-05	19.75	1.20e-08	0.98
chr7-850	chr7	51175285	51175451	+	18.0	0.903	7.500000	7.5	1.0	7.50	8.32e-05	10.71	8.15e-06	0.92
chr12-458	chr12	70329059	70329225	+	18.0	0.647	7.500000	7.5	1.0	7.50	8.32e-05	28.66	1.28e-08	0.92
chr16-428	chr16	78265342	78265508	+	18.0	0.700	8.000000	7.5	1.0	7.50	8.32e-05	10.10	1.18e-05	0.92
chr1-928	chr1	139748941	139749107	+	16.8	0.815	7.000000	7.0	1.0	7.00	8.32e-05	34.56	2.27e-09	0.98
chr2-973	chr2	59360224	59360390	+	16.8	0.757	7.000000	7.0	0.5	14.00	9.40e-07	14.81	6.52e-07	0.98
chr2-997	chr2	114058922	114059088	+	16.8	0.692	7.000000	7.0	1.0	7.00	8.32e-05	24.39	2.39e-08	0.98
chr3-702	chr3	79658509	79658675	+	16.8	0.938	7.000000	7.0	1.0	7.00	8.32e-05	8.64	2.02e-05	0.98
chr4-731	chr4	70207050	70207216	+	16.8	0.686	7.500000	7.0	1.0	7.00	8.32e-05	11.52	3.31e-06	0.98
chr4-737	chr4	102887246	102887412	+	16.8	0.581	7.500000	7.0	1.0	7.00	8.32e-05	11.85	2.76e-06	0.98
chr5-790	chr5	115372416	115372582	+	16.8	0.711	7.000000	7.0	1.0	7.00	8.32e-05	16.93	2.71e-07	0.98
chr6-725	chr6	37553018	37553184	+	16.8	0.750	7.000000	7.0	1.0	7.00	8.32e-05	29.62	6.45e-09	0.98
chr10-706	chr10	7741243	7741409	+	16.8	0.781	7.500000	7.0	1.0	7.00	8.32e-05	25.92	1.59e-08	0.98
chr14-458	chr14	58298847	58299013	+	16.8	0.839	7.000000	7.0	1.0	7.00	8.32e-05	24.39	2.39e-08	0.98
chr14-465	chr14	79949396	79949562	+	16.8	0.821	7.000000	7.0	1.0	7.00	8.32e-05	26.75	1.28e-08	0.98
chr16-495	chr16	45024129	45024295	+	16.8	0.857	7.000000	7.0	0.5	14.00	9.40e-07	22.42	4.21e-08	0.98
chr8-788	chr8	27186660	27186826	+	14.4	0.833	7.000000	6.0	0.5	12.00	1.32e-05	32.31	4.73e-08	0.99
