# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_noLPS1_S13
#
# total peaks = 4984
# peak size = 117
# peaks found using tags on both strands
# minimum distance between peaks = 234
# fragment length = 300
# genome size = 2000000000
# Total tags = 6808304.0
# Total tags in peaks = 73174.5
# Approximate IP efficiency = 1.07%
# tags per bp = 0.003290
# expected tags per peak = 0.385
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 1.774829e-07
# FDR tag threshold = 7.0
# number of putative peaks = 39212
#
# input tag directory = Anat_WT_noLPS1_S13
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 33821
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 403
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 4
#
# cmd = findPeaks Anat_WT_noLPS1_S13 -o Anat_WT_noLPS1_S13.peaks.txt -style factor -fragLength 300 -i Anat_WT_noLPS1_S13
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr9-106	chr9	123761129	123761245	+	83.7	0.643	51.500000	57.5	11.0	5.23	1.16e-22	29.18	1.36e-61	0.90
chr9-92	chr9	31088231	31088347	+	83.0	0.516	53.500000	57.0	13.5	4.22	1.18e-18	16.49	4.40e-47	0.85
chr13-81	chr13	54789397	54789513	+	83.0	0.570	51.000000	56.5	12.0	4.71	2.97e-20	18.75	3.57e-49	0.90
chr14-49	chr14	52639547	52639663	+	83.0	0.554	55.000000	56.5	14.0	4.04	2.36e-17	21.89	1.28e-53	0.83
chr3-138	chr3	97571983	97572099	+	82.3	0.615	49.000000	56.0	11.5	4.87	4.47e-21	36.39	9.49e-66	0.94
chr7-147	chr7	119369267	119369383	+	82.3	0.708	51.500000	56.0	12.0	4.67	2.97e-20	29.84	4.51e-61	0.92
chr7-143	chr7	138703764	138703880	+	82.3	0.654	52.000000	56.0	11.5	4.87	4.47e-21	35.79	5.20e-64	0.87
chr9-95	chr9	24346487	24346603	+	82.3	0.974	53.000000	56.0	0.5	112.00	1.18e-92	63.49	5.13e-79	0.85
chr3-120	chr3	19935095	19935211	+	81.5	0.593	50.500000	55.5	10.5	5.29	3.90e-22	43.41	1.66e-68	0.91
chr5-115	chr5	23900208	23900324	+	81.5	0.607	51.500000	55.5	12.0	4.62	1.39e-19	28.86	3.09e-59	0.87
chr15-90	chr15	76490384	76490500	+	80.8	0.574	48.000000	55.0	11.5	4.78	2.19e-20	20.19	5.93e-50	0.93
chr4-104	chr4	106739456	106739572	+	80.0	0.856	51.500000	55.0	12.5	4.40	8.07e-19	56.83	1.72e-73	0.85
chr7-151	chr7	52622604	52622720	+	80.0	0.594	51.000000	54.5	12.5	4.36	3.57e-18	18.81	1.40e-48	0.88
chr17-109	chr17	57129620	57129736	+	80.0	0.706	48.500000	54.5	13.0	4.19	1.82e-17	40.19	9.81e-66	0.95
chr4-183	chr4	62186268	62186384	+	78.6	0.628	43.500000	54.0	12.0	4.50	6.42e-19	38.43	1.52e-63	0.99
chr7-155	chr7	26023347	26023463	+	78.6	0.529	50.500000	53.5	9.5	5.63	1.40e-22	11.59	1.21e-36	0.87
chr3-139	chr3	27930907	27931023	+	76.4	0.675	48.500000	52.0	12.0	4.33	1.29e-17	49.63	5.01e-68	0.89
chr9-142	chr9	50576386	50576502	+	75.6	0.645	46.500000	51.5	11.5	4.48	1.04e-17	40.85	2.54e-62	0.92
chr10-121	chr10	40603119	40603235	+	75.6	0.713	49.000000	51.5	10.0	5.15	3.62e-20	29.92	7.91e-56	0.91
chr15-107	chr15	82176489	82176605	+	75.6	0.548	46.000000	53.5	11.5	4.65	4.96e-19	23.02	4.95e-50	0.92
chr4-161	chr4	117852473	117852589	+	74.2	0.523	45.500000	51.5	7.0	7.36	8.55e-27	16.57	2.65e-42	0.94
chr13-119	chr13	14131823	14131939	+	74.2	0.651	45.000000	50.5	12.5	4.04	1.14e-15	43.98	1.08e-62	0.92
chr18-144	chr18	13107739	13107855	+	74.2	0.907	37.500000	50.5	0.5	101.00	1.77e-80	36.93	5.36e-59	1.09
chr4-114	chr4	6284535	6284651	+	73.4	0.577	50.000000	50.0	8.5	5.88	2.37e-22	28.06	2.00e-53	0.85
chr10-129	chr10	84039066	84039182	+	73.4	0.572	48.500000	50.0	9.0	5.56	2.54e-21	22.83	4.06e-49	0.86
chr19-41	chr19	8816000	8816116	+	73.4	0.559	48.000000	51.5	11.0	4.68	1.76e-18	27.88	4.79e-52	0.86
chr2-174	chr2	172196131	172196247	+	72.7	0.640	45.000000	49.5	11.0	4.50	3.75e-17	40.99	5.19e-60	0.90
chr8-200	chr8	73389573	73389689	+	72.7	0.625	43.500000	51.5	12.0	4.29	5.61e-17	25.13	6.15e-49	0.95
chr5-164	chr5	31504653	31504769	+	72.0	0.741	45.500000	49.0	8.5	5.76	1.40e-21	22.51	9.81e-47	0.88
chr1-197	chr1	99666716	99666832	+	71.2	0.552	44.000000	48.5	11.5	4.22	8.72e-16	22.09	2.35e-46	0.92
chr4-162	chr4	120242703	120242819	+	71.2	0.602	45.500000	48.5	11.5	4.22	8.72e-16	35.13	9.08e-55	0.92
chr7-251	chr7	26180711	26180827	+	71.2	0.667	43.500000	48.5	11.5	4.22	8.72e-16	21.56	7.05e-46	0.94
chr15-113	chr15	75911199	75911315	+	71.2	0.555	44.500000	48.5	11.5	4.22	8.72e-16	28.06	2.35e-51	0.90
chr12-128	chr12	4775788	4775904	+	70.5	0.731	45.000000	48.0	6.5	7.38	1.46e-25	59.63	1.08e-66	0.89
chr7-236	chr7	140900769	140900885	+	69.8	0.646	44.500000	47.5	10.5	4.52	1.35e-16	44.58	2.68e-59	0.87
chr9-339	chr9	110183763	110183879	+	69.8	0.978	32.500000	47.5	0.5	95.00	1.67e-74	74.30	1.50e-69	1.20
chr18-116	chr18	6490067	6490183	+	69.0	0.643	41.500000	47.0	10.0	4.70	2.21e-17	15.59	6.73e-38	0.93
chr18-92	chr18	34784381	34784497	+	69.0	0.570	45.500000	47.0	10.5	4.48	1.35e-16	26.27	8.18e-48	0.85
chr7-273	chr7	109044927	109045043	+	68.3	0.568	42.000000	46.5	11.5	4.04	1.51e-14	23.81	6.39e-46	0.91
chr10-223	chr10	98570717	98570833	+	68.3	0.788	41.000000	47.0	11.0	4.27	7.38e-16	22.44	8.52e-45	0.97
chr12-124	chr12	55797702	55797818	+	67.6	0.618	45.500000	46.5	4.5	10.33	2.49e-30	14.31	1.66e-36	0.88
chrX-30	chrX	7476196	7476312	+	67.6	0.578	44.000000	47.5	10.5	4.52	1.35e-16	30.12	1.17e-50	0.91
chr2-201	chr2	121181053	121181169	+	66.8	0.661	43.000000	46.0	11.0	4.18	3.17e-15	29.68	4.18e-49	0.90
chr6-208	chr6	124780061	124780177	+	66.8	0.664	39.500000	46.0	10.0	4.60	1.05e-16	7.56	2.82e-24	0.99
chr10-165	chr10	95837150	95837266	+	66.8	0.566	45.500000	46.0	9.5	4.84	1.61e-17	11.47	1.46e-31	0.88
chr12-125	chr12	56181289	56181405	+	66.8	0.605	45.500000	46.0	11.0	4.18	3.17e-15	29.12	9.61e-49	0.88
chr12-161	chr12	88067326	88067442	+	66.8	0.714	41.000000	45.5	9.0	5.06	1.12e-17	51.94	9.03e-60	0.91
chr2-266	chr2	25084224	25084340	+	66.1	0.704	40.000000	45.0	7.5	6.00	1.32e-20	11.21	2.38e-31	0.97
chr11-194	chr11	3102322	3102438	+	66.1	0.687	39.500000	45.0	9.5	4.74	7.83e-17	26.67	2.67e-47	0.99
chr11-187	chr11	40546928	40547044	+	66.1	0.722	40.000000	45.0	4.5	10.00	2.55e-29	22.90	1.95e-44	0.94
chr13-147	chr13	4608428	4608544	+	66.1	0.775	41.500000	45.0	11.0	4.09	1.33e-14	36.03	5.45e-53	0.91
chr13-126	chr13	58503702	58503818	+	66.1	0.505	44.000000	45.5	9.5	4.79	7.83e-17	11.47	4.34e-31	0.87
chr4-221	chr4	102986329	102986445	+	64.6	0.726	40.500000	44.5	10.0	4.45	2.19e-15	19.21	2.77e-40	0.93
chr9-230	chr9	110558958	110559074	+	64.6	0.696	39.000000	44.0	10.0	4.40	2.19e-15	10.42	8.63e-29	0.98
chr15-123	chr15	68090224	68090340	+	64.6	0.499	43.000000	44.0	7.5	5.87	7.94e-20	10.02	9.77e-29	0.94
chr16-134	chr16	57181437	57181553	+	64.6	0.780	39.500000	44.5	9.0	4.94	5.62e-17	32.60	5.39e-50	0.97
chr1-207	chr1	193136653	193136769	+	63.9	0.707	43.500000	43.5	9.5	4.58	1.74e-15	39.51	3.53e-52	0.84
chr7-268	chr7	107375962	107376078	+	63.9	0.631	42.500000	43.5	10.0	4.35	9.71e-15	45.44	1.68e-53	0.85
chr8-279	chr8	40705281	40705397	+	63.2	0.791	37.500000	43.0	7.0	6.14	3.92e-20	30.42	2.28e-46	0.96
chr12-166	chr12	86814677	86814793	+	63.2	0.596	40.500000	43.0	8.5	5.06	3.85e-17	5.53	1.71e-18	0.89
chr17-165	chr17	85489837	85489953	+	63.2	0.650	41.000000	43.0	8.5	5.06	3.85e-17	28.16	3.01e-46	0.90
chr5-233	chr5	123974200	123974316	+	62.4	0.701	39.000000	42.5	9.0	4.72	1.33e-15	44.60	3.63e-53	0.96
chr13-154	chr13	24892789	24892905	+	62.4	0.509	41.000000	42.5	8.5	5.00	1.96e-16	13.40	3.70e-32	0.86
chr2-300	chr2	31543698	31543814	+	61.7	0.719	38.500000	42.0	10.0	4.20	4.20e-14	33.00	5.13e-48	0.97
chr7-320	chr7	52252759	52252875	+	61.7	0.568	40.000000	42.0	8.0	5.25	2.49e-17	32.12	3.80e-45	0.88
chr8-272	chr8	74763680	74763796	+	61.7	0.518	38.000000	42.0	10.0	4.20	4.20e-14	15.59	6.06e-35	0.96
chr10-262	chr10	84039347	84039463	+	61.7	0.565	38.500000	42.0	7.5	5.60	2.69e-18	19.07	2.07e-38	0.93
chr11-168	chr11	97606455	97606571	+	61.7	0.667	42.000000	42.0	9.0	4.67	1.33e-15	20.57	1.02e-39	0.90
chr13-315	chr13	97960498	97960614	+	61.7	0.800	30.000000	42.0	3.0	14.00	4.17e-33	9.05	7.64e-26	1.18
chr3-225	chr3	96404928	96405044	+	61.0	0.769	39.000000	41.5	7.5	5.53	1.52e-17	32.46	2.04e-46	0.91
chr7-326	chr7	20093906	20094022	+	61.0	0.656	39.500000	42.0	5.5	7.64	4.15e-23	37.64	3.42e-49	0.93
chr8-228	chr8	69384014	69384130	+	61.0	0.778	41.500000	41.5	8.0	5.19	1.32e-16	25.01	3.85e-42	0.87
chr9-233	chr9	78329660	78329776	+	61.0	0.673	38.500000	41.5	8.0	5.19	1.32e-16	13.64	9.98e-32	0.90
chr18-117	chr18	12279937	12280053	+	61.0	0.659	41.500000	41.5	9.5	4.37	3.52e-14	56.09	6.17e-56	0.86
chr7-378	chr7	96396736	96396852	+	60.2	0.847	37.000000	41.5	8.5	4.88	9.72e-16	36.84	8.08e-49	0.95
chr7-357	chr7	97574869	97574985	+	60.2	0.749	38.000000	41.0	8.0	5.12	1.32e-16	40.99	1.14e-50	0.93
chr8-566	chr8	4656718	4656834	+	60.2	0.833	25.000000	41.0	0.5	82.00	8.25e-63	54.54	1.17e-55	1.45
chr11-225	chr11	58144074	58144190	+	60.2	0.670	37.500000	41.0	9.5	4.32	3.52e-14	38.66	2.85e-48	0.93
chr18-147	chr18	63137622	63137738	+	60.2	0.631	37.500000	41.0	10.0	4.10	1.78e-13	33.14	5.50e-47	0.96
chr5-210	chr5	34000827	34000943	+	59.5	0.466	40.500000	42.5	8.0	5.31	2.49e-17	11.90	8.42e-29	0.87
chr5-250	chr5	114580886	114581002	+	59.5	0.550	38.000000	40.5	1.5	27.00	3.14e-42	23.51	6.39e-40	0.91
chr8-250	chr8	122082635	122082751	+	59.5	0.748	40.000000	40.5	7.0	5.79	8.57e-18	27.93	8.54e-43	0.93
chr13-175	chr13	8841673	8841789	+	59.5	0.693	39.000000	40.5	9.5	4.26	1.53e-13	20.17	1.38e-37	0.88
chr3-238	chr3	89197583	89197699	+	58.8	0.619	38.000000	40.0	7.5	5.33	8.33e-17	14.92	1.22e-32	0.91
chr7-452	chr7	19901954	19902070	+	58.8	0.740	33.500000	40.0	8.0	5.00	6.78e-16	9.56	1.53e-25	1.06
chr15-153	chr15	76470299	76470415	+	58.8	0.611	40.000000	40.5	9.5	4.26	1.53e-13	36.14	2.42e-47	0.89
chr5-625	chr5	137458599	137458715	+	58.0	0.910	23.500000	39.5	2.5	15.80	1.42e-32	28.04	7.93e-42	1.45
chr7-428	chr7	112900719	112900835	+	58.0	0.789	35.000000	39.5	9.0	4.39	1.28e-13	38.57	4.56e-47	0.96
chr8-400	chr8	4656718	4656834	+	58.0	0.833	31.000000	39.5	0.5	79.00	5.41e-59	50.94	1.11e-51	1.07
chr17-178	chr17	36408294	36408410	+	58.0	0.608	39.500000	40.0	9.0	4.44	2.86e-14	21.81	9.67e-38	0.88
chr19-76	chr19	8894207	8894323	+	58.0	0.518	41.000000	41.0	8.0	5.12	1.32e-16	13.21	9.39e-30	0.85
chr7-394	chr7	7089400	7089516	+	57.3	0.766	36.000000	39.5	8.0	4.94	3.41e-15	52.29	2.51e-52	0.95
chr7-341	chr7	121706287	121706403	+	57.3	0.544	39.000000	39.0	9.0	4.33	1.28e-13	21.53	9.67e-38	0.88
chr3-257	chr3	142223505	142223621	+	56.5	0.656	36.500000	39.5	9.0	4.39	1.28e-13	35.93	9.25e-45	0.92
chr6-318	chr6	128429922	128430038	+	56.5	0.827	32.000000	39.5	5.0	7.90	6.86e-22	43.65	6.69e-48	1.05
chr10-298	chr10	126726103	126726219	+	56.5	0.583	35.500000	38.5	9.5	4.05	2.69e-12	7.06	9.27e-20	0.92
chr15-201	chr15	76369166	76369282	+	56.5	0.801	35.000000	38.5	9.5	4.05	2.69e-12	31.88	7.63e-43	0.93
chr3-243	chr3	53264164	53264280	+	55.8	0.758	37.500000	38.0	8.5	4.47	1.03e-13	10.42	1.23e-25	0.92
chr6-252	chr6	126889666	126889782	+	55.8	0.677	36.000000	38.0	7.0	5.43	2.76e-16	13.23	4.57e-27	0.95
chr10-252	chr10	88193849	88193965	+	55.8	0.596	39.000000	38.0	8.0	4.75	1.67e-14	23.69	2.52e-38	0.90
chr10-318	chr10	128063830	128063946	+	55.8	0.823	34.500000	38.0	6.5	5.85	2.68e-17	42.24	1.40e-47	0.96
chr14-171	chr14	52864172	52864288	+	55.8	0.768	35.000000	38.0	5.5	6.91	1.24e-19	39.31	3.01e-45	0.94
chr15-247	chr15	39789328	39789444	+	55.8	0.814	31.000000	38.0	9.0	4.22	5.59e-13	22.85	9.44e-38	1.07
chr2-341	chr2	162757062	162757178	+	55.1	0.583	36.500000	37.5	9.0	4.17	2.38e-12	19.99	1.52e-34	0.91
chr6-297	chr6	47707931	47708047	+	55.1	0.754	32.500000	37.5	0.5	75.00	3.21e-55	68.12	1.07e-53	0.98
chr11-234	chr11	29414995	29415111	+	55.1	0.775	37.000000	37.5	7.5	5.00	1.19e-14	33.52	1.55e-42	0.90
chr15-205	chr15	89008123	89008239	+	55.1	0.745	35.000000	37.5	9.0	4.17	2.38e-12	8.37	4.16e-21	0.91
chr1-317	chr1	88421946	88422062	+	54.3	0.693	37.000000	37.0	4.0	9.25	2.81e-23	5.78	9.99e-17	0.90
chr2-396	chr2	167174837	167174953	+	54.3	0.660	34.000000	37.0	6.0	6.17	1.32e-17	26.49	4.39e-39	0.95
chr3-293	chr3	108248077	108248193	+	54.3	0.805	33.500000	37.0	9.0	4.11	2.38e-12	35.72	9.77e-44	0.99
chr6-373	chr6	49186455	49186571	+	54.3	0.980	29.000000	37.0	3.0	12.33	1.77e-27	55.81	9.30e-51	1.10
chr10-276	chr10	7387240	7387356	+	54.3	0.745	36.500000	37.0	7.5	4.93	1.19e-14	15.86	3.04e-31	0.94
chr10-321	chr10	36858678	36858794	+	54.3	0.747	34.000000	37.0	6.0	6.17	1.32e-17	6.38	4.60e-18	0.94
chr12-207	chr12	32634364	32634480	+	54.3	0.725	36.000000	37.0	9.0	4.11	2.38e-12	4.07	9.09e-12	0.88
chrX-75	chrX	7418446	7418562	+	54.3	0.520	34.000000	39.5	9.5	4.16	6.50e-13	14.64	4.93e-30	0.98
chr2-410	chr2	144284923	144285039	+	53.6	0.710	33.500000	37.0	7.5	4.93	1.19e-14	69.28	1.51e-52	0.94
chr7-379	chr7	109213709	109213825	+	53.6	0.647	37.000000	37.0	8.5	4.35	4.65e-13	50.96	7.95e-48	0.85
chr8-423	chr8	106464852	106464968	+	53.6	0.667	30.500000	36.5	6.5	5.62	9.01e-16	29.81	7.37e-40	1.05
chr9-256	chr9	57408784	57408900	+	53.6	0.593	37.000000	37.0	4.0	9.25	2.81e-23	18.19	2.96e-32	0.90
chr16-189	chr16	73875397	73875513	+	53.6	0.740	34.500000	36.5	8.0	4.56	3.73e-13	38.78	1.18e-43	0.93
chr1-366	chr1	145763850	145763966	+	52.9	0.655	34.000000	36.0	4.5	8.00	1.11e-20	15.03	1.13e-28	0.91
chr2-335	chr2	78708870	78708986	+	52.9	0.547	36.500000	36.0	6.5	5.54	9.01e-16	12.91	1.92e-27	0.88
chr4-325	chr4	88196236	88196352	+	52.9	0.859	34.500000	36.0	8.0	4.50	3.73e-13	37.78	1.83e-43	0.96
chr5-341	chr5	73883724	73883840	+	52.9	0.703	33.000000	36.0	8.0	4.50	3.73e-13	6.30	1.90e-17	0.96
chr7-390	chr7	133792852	133792968	+	52.9	0.665	36.500000	36.0	8.0	4.50	3.73e-13	54.79	3.78e-49	0.88
chr9-329	chr9	3258807	3258923	+	52.9	0.901	32.500000	36.0	2.0	18.00	2.64e-32	36.20	8.13e-43	0.97
chr9-317	chr9	53418428	53418544	+	52.9	0.744	33.000000	36.0	8.0	4.50	3.73e-13	42.24	3.65e-45	0.94
chr14-215	chr14	87816315	87816431	+	52.9	0.695	31.000000	36.0	8.5	4.24	2.04e-12	12.39	7.64e-27	1.02
chr18-169	chr18	84758864	84758980	+	52.9	0.663	35.500000	37.0	9.0	4.11	2.38e-12	20.34	4.05e-34	0.91
chr1-362	chr1	53908132	53908248	+	52.1	0.510	34.000000	36.0	8.5	4.24	2.04e-12	18.57	1.07e-31	0.91
chr1-351	chr1	169324453	169324569	+	52.1	0.594	35.000000	36.0	6.5	5.54	9.01e-16	25.74	1.95e-36	0.91
chr4-350	chr4	137881579	137881695	+	52.1	0.754	33.500000	36.5	8.0	4.56	3.73e-13	34.47	9.99e-41	0.95
chr6-284	chr6	135246529	135246645	+	52.1	0.827	33.500000	36.5	9.0	4.06	9.85e-12	38.15	1.90e-42	0.93
chr7-436	chr7	111613773	111613889	+	52.1	0.729	34.500000	35.5	6.5	5.46	5.02e-15	26.54	6.99e-37	0.96
chr9-414	chr9	3036485	3036601	+	52.1	0.612	28.500000	35.5	4.5	7.89	8.95e-20	4.65	4.80e-13	1.08
chr12-229	chr12	70329072	70329188	+	52.1	0.691	34.000000	35.5	6.0	5.92	4.94e-16	52.33	3.82e-47	0.93
chr1-397	chr1	78485460	78485576	+	51.4	0.600	32.000000	35.0	7.0	5.00	4.14e-14	24.33	8.02e-36	1.00
chr3-270	chr3	31044954	31045070	+	51.4	0.784	35.000000	35.0	7.0	5.00	4.14e-14	40.50	2.47e-43	0.88
chr5-322	chr5	24092488	24092604	+	51.4	0.811	33.500000	35.5	8.5	4.18	8.71e-12	50.54	1.26e-46	0.93
