# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_2w_LPS_noRC_1_S5
#
# total peaks = 7295
# peak size = 119
# peaks found using tags on both strands
# minimum distance between peaks = 238
# fragment length = 300
# genome size = 2000000000
# Total tags = 17871104.0
# Total tags in peaks = 193815.5
# Approximate IP efficiency = 1.08%
# tags per bp = 0.007164
# expected tags per peak = 0.852
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 3.051904e-07
# FDR tag threshold = 9.0
# number of putative peaks = 82561
#
# input tag directory = Anat_WT_2w_LPS_noRC_1_S5
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 74008
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 1247
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 11
#
# cmd = findPeaks Anat_WT_2w_LPS_noRC_1_S5 -o Anat_WT_2w_LPS_noRC_1_S5.peaks.txt -style factor -fragLength 300 -i Anat_WT_2w_LPS_noRC_1_S5
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr3-221	chr3	62310922	62311040	+	103.5	0.735	84.000000	185.5	43.5	4.26	5.36e-57	37.04	4.00e-213	1.13
chr1-192	chr1	164478677	164478795	+	101.0	0.768	91.500000	181.0	42.0	4.31	1.32e-56	33.78	1.56e-201	1.05
chr13-111	chr13	69750530	69750648	+	101.0	0.626	91.000000	181.0	39.0	4.64	3.88e-61	12.99	2.49e-130	1.04
chr7-233	chr7	52252727	52252845	+	99.6	0.575	91.000000	180.5	41.0	4.40	2.01e-57	29.21	3.39e-187	1.04
chr18-171	chr18	44917478	44917596	+	98.8	0.808	79.000000	176.5	42.5	4.15	9.15e-53	39.06	9.78e-207	1.18
chr7-167	chr7	20093908	20094026	+	98.5	0.665	97.000000	176.0	36.0	4.89	1.19e-62	36.20	6.62e-201	0.96
chr12-109	chr12	55797644	55797762	+	97.9	0.574	96.500000	176.0	19.0	9.26	3.65e-104	14.82	3.05e-136	0.97
chr3-124	chr3	27930934	27931052	+	97.6	0.669	97.500000	175.5	42.0	4.18	7.86e-53	37.62	8.29e-203	0.96
chr4-125	chr4	6284502	6284620	+	97.4	0.562	99.500000	174.0	42.5	4.09	1.57e-51	23.70	3.79e-167	0.94
chr11-221	chr11	58144035	58144153	+	97.1	0.617	86.500000	173.5	36.0	4.82	1.38e-60	34.63	9.14e-188	1.07
chr4-171	chr4	115747833	115747951	+	96.2	0.532	92.500000	174.0	42.0	4.14	3.28e-52	17.16	2.24e-143	1.02
chr10-251	chr10	88289506	88289624	+	96.2	0.775	84.000000	172.5	39.0	4.42	3.21e-55	56.12	2.15e-228	1.10
chr9-120	chr9	44215609	44215727	+	96.0	0.558	96.500000	171.5	42.0	4.08	2.31e-50	23.75	3.97e-166	0.95
chr4-238	chr4	115893789	115893907	+	93.4	0.640	84.500000	168.0	37.5	4.48	7.20e-55	19.94	2.27e-150	1.09
chr5-211	chr5	147644586	147644704	+	93.4	0.625	86.500000	167.0	36.0	4.64	1.57e-56	37.31	8.75e-193	1.05
chr11-188	chr11	70783668	70783786	+	92.3	0.565	90.000000	176.0	33.5	5.25	4.50e-67	19.43	6.02e-146	1.02
chr4-209	chr4	47487379	47487497	+	91.8	0.588	87.000000	164.0	35.0	4.69	4.11e-56	28.05	5.46e-171	1.04
chr19-62	chr19	8894206	8894324	+	91.5	0.531	93.500000	165.0	38.0	4.34	3.46e-52	12.53	8.05e-116	0.98
chr14-197	chr14	102052941	102053059	+	89.8	0.605	75.500000	160.5	32.0	5.02	2.23e-58	38.28	1.92e-186	1.18
chr10-210	chr10	79371292	79371410	+	87.9	0.582	87.500000	157.0	31.5	4.98	3.82e-57	27.68	6.68e-163	1.00
chr5-182	chr5	34856696	34856814	+	87.6	0.653	89.500000	156.5	38.0	4.12	1.55e-46	18.62	5.46e-136	0.99
chr19-89	chr19	23215382	23215500	+	87.6	0.564	87.500000	158.0	36.5	4.33	6.85e-50	16.21	1.56e-125	1.02
chr6-212	chr6	89545538	89545656	+	85.9	0.721	83.000000	156.0	34.0	4.59	2.38e-52	37.92	4.40e-179	1.07
chr2-278	chr2	32251606	32251724	+	85.1	0.597	84.000000	154.5	38.0	4.07	2.60e-45	20.50	1.07e-137	1.03
chr1-472	chr1	88421945	88422063	+	84.8	0.715	69.000000	155.0	26.5	5.85	3.12e-65	5.30	4.24e-58	1.28
chr7-454	chr7	16985071	16985189	+	83.4	0.469	77.000000	150.0	30.0	5.00	7.56e-55	9.19	2.74e-87	1.12
chr2-553	chr2	5300320	5300438	+	83.1	0.983	69.500000	149.0	8.0	18.62	3.38e-130	36.37	1.78e-170	1.25
chr9-850	chr9	3258803	3258921	+	83.1	0.915	47.500000	149.0	5.5	27.09	2.30e-153	99.04	9.57e-234	1.83
chr18-126	chr18	6490063	6490181	+	83.1	0.626	85.000000	152.5	38.0	4.01	4.26e-44	11.69	3.00e-101	1.04
chr8-406	chr8	73397472	73397590	+	81.7	0.574	71.500000	149.0	35.5	4.20	1.27e-45	23.37	1.74e-133	1.18
chr13-611	chr13	97960495	97960613	+	81.1	0.783	52.000000	145.5	22.0	6.61	1.83e-67	5.98	2.65e-62	1.73
chr2-386	chr2	103637768	103637886	+	80.9	0.660	78.500000	144.5	28.5	5.07	2.96e-53	14.97	4.61e-113	1.07
chr4-200	chr4	44769270	44769388	+	80.9	0.493	88.000000	145.5	13.5	10.78	1.49e-94	15.53	1.23e-113	0.97
chr14-154	chr14	58190358	58190476	+	80.9	0.792	83.000000	144.5	34.0	4.25	1.38e-44	54.91	4.26e-191	1.01
chr6-291	chr6	71781156	71781274	+	80.6	0.697	76.000000	145.0	28.0	5.18	7.32e-55	13.56	2.44e-106	1.11
chr5-327	chr5	136410673	136410791	+	80.3	0.550	78.000000	143.5	28.5	5.04	1.50e-52	13.19	5.55e-105	1.08
chr5-338	chr5	110605510	110605628	+	79.7	0.698	77.000000	142.5	30.0	4.75	2.48e-49	30.78	1.65e-151	1.12
chr7-440	chr7	127979138	127979256	+	79.7	0.658	78.000000	142.5	33.5	4.25	4.93e-44	17.07	6.62e-119	1.07
chr8-334	chr8	13674537	13674655	+	78.1	0.609	77.000000	139.5	33.5	4.16	3.70e-42	6.34	3.69e-62	1.08
chr1-288	chr1	53908290	53908408	+	77.5	0.649	82.000000	138.5	21.0	6.60	3.78e-64	18.91	2.94e-117	0.99
chr7-310	chr7	134732048	134732166	+	77.5	0.631	85.500000	139.5	29.0	4.81	6.26e-49	15.69	7.62e-111	0.99
chr8-183	chr8	72525386	72525504	+	76.7	0.558	92.000000	138.0	31.5	4.38	2.28e-44	9.76	1.62e-83	0.89
chr15-286	chr15	78237073	78237191	+	76.7	0.753	70.500000	137.0	31.0	4.42	1.83e-44	44.71	1.10e-168	1.16
chr9-93	chr9	3006789	3006907	+	76.4	0.802	103.000000	136.5	29.0	4.71	6.78e-47	7.32	1.56e-68	0.82
chr9-210	chr9	110019839	110019957	+	75.8	0.621	84.500000	135.5	31.0	4.37	3.57e-43	30.43	1.91e-144	0.97
chr6-506	chr6	128429916	128430034	+	75.0	0.834	61.000000	134.0	27.0	4.96	7.48e-49	46.46	1.27e-168	1.33
chr4-572	chr4	116229631	116229749	+	74.7	0.690	65.000000	133.5	26.0	5.13	6.62e-50	11.58	7.49e-89	1.24
chr10-264	chr10	36858677	36858795	+	74.7	0.711	82.500000	135.5	30.0	4.52	1.15e-44	4.50	9.58e-44	0.99
chr17-351	chr17	56358287	56358405	+	74.7	0.694	71.500000	135.0	30.0	4.50	1.15e-44	30.83	4.06e-144	1.14
chr4-285	chr4	149655523	149655641	+	74.4	0.674	81.500000	134.0	27.5	4.87	5.33e-48	24.68	6.30e-132	1.01
chr6-709	chr6	47707933	47708051	+	74.4	0.766	51.000000	133.0	3.5	38.00	4.79e-156	63.84	2.13e-185	1.57
chr11-358	chr11	106117317	106117435	+	74.4	0.620	78.000000	138.5	32.5	4.26	6.32e-43	34.46	1.51e-150	1.06
chr18-386	chr18	13107755	13107873	+	73.6	0.955	54.500000	131.5	11.0	11.95	5.69e-91	30.20	7.69e-141	1.47
chr4-314	chr4	43591519	43591637	+	73.0	0.642	79.500000	131.0	28.0	4.68	3.92e-45	39.98	3.68e-155	1.01
chr13-252	chr13	44826539	44826657	+	73.0	0.593	74.500000	130.5	21.0	6.21	1.08e-57	6.84	1.93e-62	1.08
chr2-574	chr2	170336836	170336954	+	72.5	0.651	69.000000	130.0	30.0	4.33	1.99e-41	32.44	1.39e-142	1.17
chr2-551	chr2	177575040	177575158	+	72.5	0.796	70.000000	129.5	31.0	4.18	2.21e-39	51.33	1.16e-167	1.14
chr3-309	chr3	65733495	65733613	+	72.2	0.670	75.500000	129.5	31.5	4.11	1.06e-38	20.76	1.22e-117	1.08
chr11-393	chr11	4604358	4604476	+	72.2	0.598	75.500000	132.5	24.0	5.52	6.35e-53	32.76	1.89e-135	1.05
chr11-415	chr11	69209167	69209285	+	72.2	0.626	74.000000	129.0	29.5	4.37	1.62e-41	13.34	1.56e-94	1.08
chr15-301	chr15	72865184	72865302	+	70.8	0.773	69.000000	128.0	24.0	5.33	5.59e-50	57.66	6.22e-169	1.18
chr14-231	chr14	32972965	32973083	+	70.2	0.641	70.500000	126.0	28.5	4.42	4.66e-41	23.68	9.28e-122	1.13
chr9-526	chr9	3012487	3012605	+	69.7	0.928	63.500000	124.5	16.0	7.78	1.75e-65	9.70	3.68e-76	1.30
chr11-626	chr11	40547076	40547194	+	68.8	0.616	63.000000	123.0	22.0	5.59	3.66e-50	22.30	5.73e-117	1.23
chr3-271	chr3	95623450	95623568	+	68.5	0.603	80.000000	122.5	27.5	4.45	5.90e-40	18.33	6.05e-106	0.98
chr5-397	chr5	145528284	145528402	+	68.3	0.817	73.000000	122.0	3.5	34.86	7.49e-139	16.47	8.12e-101	1.07
chr9-290	chr9	78023383	78023501	+	67.7	0.635	78.500000	121.5	2.5	48.60	1.46e-154	19.64	9.54e-109	1.00
chr14-188	chr14	31638879	31638997	+	67.7	0.665	77.000000	122.0	29.5	4.14	4.27e-37	30.96	1.09e-131	1.00
chr2-406	chr2	5872221	5872339	+	67.4	0.500	77.000000	120.5	9.5	12.68	2.58e-86	19.17	1.36e-105	1.01
chr13-282	chr13	23524691	23524809	+	67.1	0.561	72.000000	120.5	18.0	6.69	1.15e-56	11.00	3.98e-77	1.09
chr15-249	chr15	93082295	93082413	+	67.1	0.621	74.000000	120.0	29.0	4.14	1.54e-36	26.58	6.47e-120	1.04
chrX-47	chrX	7418572	7418690	+	66.3	0.496	79.500000	118.5	26.5	4.47	7.46e-39	11.19	5.22e-79	0.96
chr6-401	chr6	115758785	115758903	+	66.0	0.616	68.000000	118.0	26.0	4.54	1.29e-39	32.05	5.10e-128	1.16
chr10-395	chr10	88193855	88193973	+	66.0	0.555	72.500000	119.0	27.0	4.41	9.34e-39	20.06	4.08e-107	1.08
chr5-361	chr5	105288969	105289087	+	65.7	0.646	75.000000	117.5	27.5	4.27	9.44e-37	37.08	2.70e-136	1.00
chr4-652	chr4	19822925	19823043	+	65.5	0.738	61.000000	118.0	28.5	4.14	5.52e-36	19.72	2.55e-104	1.30
chr13-302	chr13	24892791	24892909	+	65.5	0.482	70.500000	118.0	18.0	6.56	5.07e-55	9.79	2.10e-72	1.09
chr2-522	chr2	35319065	35319183	+	65.2	0.818	71.000000	118.5	24.0	4.94	7.39e-43	20.76	8.97e-107	1.07
chr7-671	chr7	111613772	111613890	+	65.2	0.736	66.500000	116.5	29.0	4.02	4.33e-34	24.80	2.38e-115	1.18
chr7-705	chr7	152469838	152469956	+	65.2	0.788	65.000000	117.5	28.5	4.12	2.29e-35	21.47	2.13e-108	1.18
chr17-437	chr17	46909615	46909733	+	65.2	0.695	65.500000	116.5	20.0	5.83	6.08e-49	42.52	1.16e-141	1.14
chr12-388	chr12	92830704	92830822	+	64.1	0.862	60.500000	115.0	22.5	5.11	2.27e-43	4.64	5.05e-39	1.23
chr2-621	chr2	142860870	142860988	+	63.8	0.712	66.500000	114.0	28.0	4.07	3.40e-34	32.30	4.03e-125	1.13
chr13-321	chr13	108600721	108600839	+	63.5	0.733	69.500000	113.5	22.0	5.16	7.65e-43	19.17	2.35e-100	1.07
chr2-482	chr2	91550783	91550901	+	63.2	0.534	73.500000	113.0	10.5	10.76	3.37e-74	26.31	3.42e-114	1.03
chr18-278	chr18	80899312	80899430	+	63.0	0.795	66.000000	112.5	28.0	4.02	5.61e-33	12.64	8.21e-80	1.12
chr5-432	chr5	42130238	42130356	+	62.7	0.721	70.000000	112.0	19.5	5.74	6.34e-47	60.58	6.26e-154	1.05
chr15-246	chr15	102033815	102033933	+	62.7	0.636	74.500000	113.0	26.0	4.35	2.31e-36	11.67	3.81e-77	1.02
chr11-586	chr11	86358400	86358518	+	62.4	0.610	65.000000	113.5	25.5	4.45	4.22e-37	19.53	1.87e-99	1.18
chr14-224	chr14	77946639	77946757	+	62.4	0.583	71.500000	113.0	24.5	4.61	1.24e-38	30.88	7.73e-121	1.09
chr2-872	chr2	35051852	35051970	+	62.1	0.771	56.500000	112.5	23.5	4.79	1.44e-39	11.66	1.94e-76	1.34
chr14-209	chr14	27489309	27489427	+	61.8	0.641	73.500000	112.5	25.5	4.41	1.88e-36	31.10	6.80e-120	1.01
chr15-342	chr15	54921593	54921711	+	61.8	0.737	65.500000	111.0	24.5	4.53	2.62e-37	24.05	4.66e-108	1.13
chr16-235	chr16	94945867	94945985	+	61.8	0.632	71.500000	111.5	27.5	4.05	5.00e-33	37.68	8.59e-129	1.04
chr10-499	chr10	116018533	116018651	+	61.0	0.583	66.500000	109.5	24.5	4.47	5.35e-36	9.10	1.69e-64	1.08
chr2-540	chr2	152788144	152788262	+	60.7	0.716	70.500000	109.0	18.5	5.89	1.02e-46	40.39	7.15e-130	1.05
chr11-510	chr11	87860961	87861079	+	60.4	0.579	69.000000	108.0	16.5	6.55	1.87e-50	18.24	6.59e-93	1.03
chrX-178	chrX	114884065	114884183	+	60.4	0.796	61.500000	109.5	21.0	5.21	8.59e-42	29.94	3.14e-116	1.18
chr14-259	chr14	21493349	21493467	+	59.9	0.649	67.000000	109.0	25.5	4.27	1.56e-34	23.98	3.10e-105	1.08
chr9-584	chr9	86486406	86486524	+	59.6	0.813	60.500000	106.5	22.0	4.84	6.06e-38	35.66	1.06e-121	1.18
chr9-495	chr9	110379220	110379338	+	59.3	0.549	65.500000	106.0	26.0	4.08	5.71e-32	15.45	4.29e-85	1.10
chr17-468	chr17	45722184	45722302	+	57.9	0.528	63.500000	103.5	18.0	5.75	3.65e-43	10.56	5.03e-67	1.12
chr1-622	chr1	158350982	158351100	+	57.6	0.626	61.000000	104.0	22.5	4.62	8.85e-36	30.71	4.96e-112	1.15
chr13-558	chr13	23623559	23623677	+	57.6	0.853	54.000000	103.0	20.0	5.15	2.61e-39	8.15	5.71e-56	1.33
chr13-403	chr13	112587319	112587437	+	57.6	0.623	64.500000	103.0	19.0	5.42	3.56e-41	12.63	2.32e-74	1.08
chr14-320	chr14	55236840	55236958	+	57.6	0.669	61.500000	103.0	23.5	4.38	1.35e-33	47.25	8.40e-131	1.13
chr10-584	chr10	127081008	127081126	+	57.4	0.691	61.500000	103.5	25.5	4.06	8.42e-31	12.05	1.60e-71	1.17
chr2-940	chr2	118639835	118639953	+	57.1	0.809	54.000000	102.5	20.5	5.00	1.02e-37	54.64	7.32e-136	1.28
chr16-343	chr16	30587667	30587785	+	57.1	0.647	61.500000	102.0	24.5	4.16	1.55e-31	35.84	1.82e-116	1.13
chr9-510	chr9	60860908	60861026	+	56.8	0.581	64.500000	102.0	23.0	4.43	1.08e-33	24.52	3.27e-98	1.06
chr11-879	chr11	50729640	50729758	+	56.8	0.805	54.500000	101.5	24.5	4.14	6.46e-31	31.80	3.60e-111	1.28
chr19-298	chr19	44368401	44368519	+	56.8	0.714	62.500000	101.5	25.0	4.06	3.03e-30	20.63	3.90e-93	1.10
chr1-505	chr1	137914499	137914617	+	56.2	0.786	67.000000	100.5	24.0	4.19	5.57e-31	51.26	1.65e-130	1.10
chr5-543	chr5	111032198	111032316	+	56.2	0.651	64.500000	101.0	24.5	4.12	6.46e-31	36.60	5.22e-116	1.07
chr7-815	chr7	111518444	111518562	+	56.0	0.689	59.500000	101.5	21.5	4.72	2.33e-35	22.42	1.56e-94	1.19
chr10-575	chr10	127648839	127648957	+	56.0	0.741	62.000000	100.0	21.5	4.65	1.10e-34	28.15	6.66e-103	1.13
chr10-620	chr10	120470487	120470605	+	55.7	0.741	59.500000	99.5	22.0	4.52	3.04e-33	25.34	1.40e-99	1.14
chr13-344	chr13	103479918	103480036	+	55.7	0.727	68.000000	102.0	18.0	5.67	2.09e-42	10.82	2.95e-65	1.01
chr17-418	chr17	32925217	32925335	+	55.7	0.734	66.500000	100.5	24.0	4.19	5.57e-31	30.71	1.50e-107	1.03
chr7-666	chr7	50799956	50800074	+	55.1	0.601	66.500000	99.0	24.0	4.12	2.33e-30	24.81	6.26e-98	1.03
chr18-225	chr18	84758806	84758924	+	55.1	0.513	73.000000	98.5	18.5	5.32	1.83e-38	14.96	1.63e-77	0.92
chr19-219	chr19	21788078	21788196	+	55.1	0.561	69.500000	98.5	23.5	4.19	2.00e-30	31.70	8.75e-108	0.99
chr19-354	chr19	57347584	57347702	+	55.1	0.563	59.000000	98.5	17.5	5.63	2.13e-40	24.20	1.05e-96	1.15
chr1-611	chr1	193580572	193580690	+	54.8	0.764	61.500000	99.5	22.0	4.52	3.04e-33	37.46	9.61e-114	1.13
chr6-516	chr6	47738397	47738515	+	54.6	0.722	60.000000	97.5	22.5	4.33	3.31e-31	27.17	2.02e-100	1.15
chr8-804	chr8	4656724	4656842	+	54.6	0.869	51.500000	97.5	2.0	48.75	2.28e-124	62.28	1.69e-134	1.29
chr2-508	chr2	28496548	28496666	+	54.3	0.559	71.500000	98.0	23.0	4.26	3.99e-31	25.59	3.27e-97	0.96
chr8-771	chr8	112274711	112274829	+	54.3	0.792	53.000000	97.0	21.5	4.51	1.08e-32	36.04	3.73e-112	1.25
chr10-613	chr10	21712993	21713111	+	54.3	0.756	59.500000	97.0	18.5	5.24	9.74e-38	5.21	1.61e-37	1.14
chr10-671	chr10	77343208	77343326	+	54.3	0.837	56.000000	97.0	23.5	4.13	8.38e-30	47.38	2.10e-123	1.19
chrX-187	chrX	7366838	7366956	+	53.7	0.686	60.000000	96.0	23.0	4.17	7.21e-30	33.46	1.07e-106	1.11
chr13-489	chr13	23537802	23537920	+	53.4	0.648	58.500000	95.5	14.5	6.59	1.23e-44	18.21	1.28e-82	1.13
chr14-417	chr14	103433458	103433576	+	53.4	0.794	53.000000	95.5	20.5	4.66	6.36e-33	12.39	8.57e-68	1.24
chr15-403	chr15	96530105	96530223	+	53.4	0.601	62.500000	97.0	18.5	5.24	9.74e-38	7.30	2.89e-48	1.08
chr8-652	chr8	120005859	120005977	+	53.2	0.831	58.500000	95.0	20.0	4.75	9.98e-34	38.84	1.63e-111	1.15
chr13-609	chr13	83663746	83663864	+	53.2	0.643	52.000000	95.0	7.5	12.67	7.85e-69	11.46	4.96e-65	1.26
chr14-441	chr14	70761379	70761497	+	52.9	0.817	51.500000	94.5	20.5	4.61	2.96e-32	51.62	7.25e-123	1.28
chr6-651	chr6	125376535	125376653	+	52.6	0.714	53.500000	94.0	18.5	5.08	1.37e-35	18.03	1.39e-81	1.27
chr17-517	chr17	80791125	80791243	+	52.6	0.751	60.500000	94.0	22.0	4.27	5.14e-30	39.92	8.13e-113	1.09
chr1-646	chr1	167597238	167597356	+	52.3	0.706	59.500000	94.0	20.0	4.70	4.75e-33	11.61	5.28e-64	1.13
chr1-666	chr1	99615180	99615298	+	52.0	0.773	58.500000	93.0	23.0	4.04	5.13e-28	20.46	1.40e-85	1.12
chr2-659	chr2	28438682	28438800	+	52.0	0.626	64.500000	95.0	21.0	4.52	3.83e-32	26.41	3.10e-92	1.02
chr2-904	chr2	118423823	118423941	+	52.0	0.721	55.500000	93.0	16.5	5.64	1.20e-38	22.85	7.70e-90	1.18
chr7-960	chr7	150245462	150245580	+	52.0	0.751	54.500000	94.5	23.5	4.02	5.77e-28	10.92	4.41e-61	1.22
chr9-749	chr9	94412822	94412940	+	52.0	0.847	53.000000	93.0	20.0	4.65	2.24e-32	42.43	4.91e-114	1.23
chr10-781	chr10	125767712	125767830	+	52.0	0.866	50.500000	93.0	12.5	7.44	3.82e-48	54.77	3.93e-124	1.31
chr1-558	chr1	78485412	78485530	+	51.8	0.609	64.000000	92.5	9.0	10.28	6.78e-59	17.90	2.00e-79	1.01
chr5-588	chr5	114830517	114830635	+	51.8	0.646	62.500000	92.5	19.5	4.74	1.67e-32	28.19	5.82e-97	1.07
chr12-360	chr12	111723851	111723969	+	51.8	0.683	63.000000	92.5	13.5	6.85	1.26e-44	13.13	7.70e-68	1.04
chrX-152	chrX	6883935	6884053	+	51.8	0.977	63.500000	92.5	0.5	185.00	9.85e-171	199.50	9.88e-174	1.01
