# HOMER Peaks
# Peak finding parameters:
# tag directory = Anat_WT_24h_LPS4
#
# total peaks = 30263
# peak size = 93
# peaks found using tags on both strands
# minimum distance between peaks = 186
# fragment length = 300
# genome size = 2000000000
# Total tags = 12074794.5
# Total tags in peaks = 665922.0
# Approximate IP efficiency = 5.51%
# tags per bp = 0.005500
# expected tags per peak = 0.512
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 1.164261e-06
# FDR tag threshold = 7.0
# number of putative peaks = 119409
#
# input tag directory = Anat_WT_24h_LPS4
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 84059
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 5074
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 13
#
# cmd = findPeaks Anat_WT_24h_LPS4 -o Anat_WT_24h_LPS4.peaks.txt -style factor -fragLength 300 -i Anat_WT_24h_LPS4
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr9-185	chr9	3025512	3025604	+	86.5	0.776	73.500000	104.5	18.5	5.65	6.65e-43	4.25	1.17e-32	0.88
chr18-224	chr18	30432400	30432492	+	86.5	0.802	60.500000	104.5	18.5	5.65	6.65e-43	41.31	6.63e-126	1.05
chr18-123	chr18	75165393	75165485	+	86.5	0.748	70.000000	104.5	15.5	6.74	1.32e-49	23.05	2.05e-100	0.90
chr7-150	chr7	87469278	87469370	+	85.7	0.635	83.000000	103.5	16.5	6.27	2.06e-46	35.62	1.79e-118	0.77
chr2-215	chr2	25117933	25118025	+	85.3	0.727	74.000000	103.0	23.5	4.38	1.35e-33	27.62	2.53e-102	0.84
chr2-250	chr2	121097180	121097272	+	84.9	0.767	71.500000	102.5	16.0	6.41	9.16e-47	34.34	1.51e-115	0.87
chr14-102	chr14	32972982	32973074	+	84.9	0.658	76.500000	102.5	16.5	6.21	1.29e-45	28.70	7.52e-108	0.83
chr1-122	chr1	193136676	193136768	+	84.5	0.685	82.500000	102.5	23.0	4.46	1.08e-33	33.51	2.76e-112	0.77
chr2-224	chr2	38782138	38782230	+	84.5	0.598	73.500000	103.0	18.0	5.72	3.65e-43	26.31	3.90e-103	0.85
chr5-225	chr5	20930539	20930631	+	84.5	0.746	70.500000	102.0	24.0	4.25	3.09e-32	27.34	5.55e-106	0.88
chr9-154	chr9	32503468	32503560	+	84.5	0.720	77.000000	103.5	19.0	5.45	3.56e-41	18.78	4.33e-90	0.86
chr11-262	chr11	51817690	51817782	+	84.5	0.775	70.500000	103.0	21.0	4.90	1.48e-37	15.18	3.37e-81	0.89
chr8-206	chr8	4613087	4613179	+	84.1	0.761	72.500000	101.5	22.0	4.61	1.45e-34	33.42	2.78e-113	0.88
chr11-281	chr11	20149437	20149529	+	84.1	0.692	69.500000	105.0	23.0	4.57	1.16e-35	25.20	2.51e-101	0.92
chr1-183	chr1	193149696	193149788	+	83.6	0.744	76.500000	101.0	24.5	4.12	6.46e-31	18.41	1.51e-87	0.83
chr4-375	chr4	11181380	11181472	+	83.6	0.764	64.000000	101.0	13.5	7.48	2.44e-52	31.28	1.14e-110	0.97
chr14-55	chr14	73924806	73924898	+	83.6	0.599	85.000000	101.0	23.5	4.30	2.58e-32	32.21	6.35e-112	0.74
chr16-251	chr16	11203397	11203489	+	83.6	0.803	61.000000	101.0	18.5	5.46	1.15e-40	40.30	1.79e-121	1.01
chr17-135	chr17	83913861	83913953	+	83.6	0.614	78.000000	101.0	24.0	4.21	1.32e-31	35.51	9.91e-115	0.79
chr18-57	chr18	24280302	24280394	+	83.6	0.648	80.000000	101.5	20.0	5.08	6.89e-38	28.49	1.97e-104	0.81
chr2-119	chr2	172196163	172196255	+	83.2	0.632	83.000000	101.0	23.0	4.39	4.81e-33	36.35	1.01e-115	0.78
chr5-275	chr5	149864652	149864744	+	83.2	0.759	68.000000	100.5	22.0	4.57	6.67e-34	14.41	1.56e-77	0.92
chr9-238	chr9	22112106	22112198	+	83.2	0.742	68.000000	102.0	23.0	4.43	1.08e-33	32.05	2.05e-110	0.92
chr1-259	chr1	88051268	88051360	+	82.4	0.753	71.000000	104.5	19.5	5.36	5.90e-41	39.18	1.01e-117	0.89
chr3-272	chr3	123088883	123088975	+	82.4	0.731	66.500000	101.5	24.5	4.14	6.46e-31	32.71	3.53e-110	0.95
chr17-148	chr17	34115854	34115946	+	82.4	0.730	76.000000	104.0	23.5	4.43	3.03e-34	14.92	5.62e-78	0.84
chr4-333	chr4	41670205	41670297	+	82.0	0.796	66.000000	101.5	16.0	6.34	5.85e-46	37.87	1.68e-116	0.95
chr7-178	chr7	148358550	148358642	+	82.0	0.584	80.000000	100.0	21.0	4.76	1.71e-35	15.36	2.34e-79	0.77
chr3-209	chr3	19957740	19957832	+	81.6	0.750	71.000000	99.5	18.0	5.53	3.72e-40	40.44	7.46e-118	0.87
chr7-255	chr7	13420121	13420213	+	81.6	0.565	74.000000	99.0	12.0	8.25	5.16e-55	31.03	4.86e-106	0.85
chr7-536	chr7	13466433	13466525	+	81.6	0.777	61.000000	98.5	18.0	5.47	2.05e-39	45.72	5.82e-123	1.00
chr14-178	chr14	102052930	102053022	+	81.6	0.624	66.000000	99.0	20.5	4.83	1.23e-35	35.69	1.50e-111	0.93
chr15-77	chr15	88320905	88320997	+	81.6	0.705	83.000000	100.0	22.5	4.44	3.85e-33	28.23	3.42e-102	0.79
chr6-163	chr6	48551893	48551985	+	81.2	0.722	73.500000	101.0	20.5	4.93	5.09e-37	33.37	6.74e-108	0.84
chr7-177	chr7	52622647	52622739	+	81.2	0.535	80.000000	98.0	21.0	4.67	3.86e-34	15.24	2.94e-78	0.77
chr8-172	chr8	97441461	97441553	+	81.2	0.755	76.000000	98.0	23.0	4.26	3.99e-31	27.86	2.49e-97	0.80
chr12-193	chr12	66176486	66176578	+	81.2	0.843	66.500000	98.0	22.5	4.36	7.58e-32	13.02	5.11e-72	0.91
chr14-114	chr14	55482972	55483064	+	81.2	0.765	73.500000	98.0	15.5	6.32	1.05e-44	35.81	4.93e-113	0.86
chr3-250	chr3	107136694	107136786	+	80.7	0.494	68.000000	97.5	16.5	5.91	1.06e-41	8.82	1.91e-56	0.94
chr13-104	chr13	94868465	94868557	+	80.7	0.698	76.000000	97.5	19.5	5.00	5.99e-36	13.19	1.30e-71	0.82
chr17-92	chr17	13185268	13185360	+	80.7	0.541	84.500000	98.0	24.0	4.08	9.62e-30	16.49	2.23e-80	0.72
chr4-184	chr4	117852485	117852577	+	80.3	0.517	76.000000	99.5	13.0	7.65	5.31e-52	16.53	6.94e-80	0.82
chr6-195	chr6	71781159	71781251	+	80.3	0.688	71.000000	97.0	21.0	4.62	1.80e-33	14.68	5.03e-75	0.87
chr11-319	chr11	58136871	58136963	+	80.3	0.719	67.500000	102.0	16.5	6.18	1.29e-45	25.64	4.49e-97	0.92
chr17-104	chr17	36053543	36053635	+	80.3	0.492	83.000000	98.0	16.5	5.94	1.79e-42	8.58	2.16e-55	0.76
chr4-181	chr4	40216766	40216858	+	79.9	0.587	76.000000	97.0	23.5	4.13	8.38e-30	25.38	1.12e-96	0.82
chr4-102	chr4	115747890	115747982	+	79.9	0.574	85.000000	100.0	13.0	7.69	6.89e-53	16.91	1.48e-80	0.73
chr11-436	chr11	83286389	83286481	+	79.9	0.666	62.500000	96.5	24.0	4.02	1.60e-28	23.34	1.39e-92	1.02
chr1-142	chr1	129999271	129999363	+	79.5	0.682	80.500000	96.0	20.5	4.68	1.35e-33	11.60	2.67e-65	0.79
chr2-176	chr2	180190862	180190954	+	79.5	0.765	77.000000	96.0	22.0	4.36	2.71e-31	36.20	3.35e-111	0.81
chr5-184	chr5	36827163	36827255	+	79.5	0.625	75.000000	97.5	23.5	4.15	8.38e-30	14.40	3.20e-72	0.81
chr8-131	chr8	4253062	4253154	+	79.5	0.713	81.000000	97.0	22.5	4.31	3.31e-31	26.91	3.12e-99	0.76
chr9-325	chr9	21889869	21889961	+	79.5	0.770	63.500000	96.5	21.5	4.49	4.88e-32	40.66	6.38e-116	0.95
chr2-368	chr2	127095863	127095955	+	79.1	0.680	66.000000	97.0	19.0	5.11	7.90e-37	21.02	2.52e-87	0.93
chr4-134	chr4	144830862	144830954	+	79.1	0.544	81.000000	96.5	22.5	4.29	1.43e-30	18.58	2.07e-83	0.77
chr5-189	chr5	31504665	31504757	+	79.1	0.687	74.000000	95.5	20.0	4.78	9.98e-34	16.42	1.33e-78	0.81
chr5-270	chr5	130293119	130293211	+	79.1	0.677	68.000000	96.0	18.5	5.19	5.12e-37	22.57	1.73e-87	0.88
chr7-329	chr7	19895562	19895654	+	79.1	0.624	69.500000	96.0	20.5	4.68	1.35e-33	10.10	2.52e-60	0.87
chr9-109	chr9	31088164	31088256	+	78.7	0.477	83.500000	95.5	19.0	5.03	2.05e-35	12.65	8.80e-69	0.72
chr10-138	chr10	80959240	80959332	+	78.7	0.645	78.000000	95.0	21.0	4.52	3.83e-32	14.44	2.32e-71	0.77
chr11-252	chr11	17853885	17853977	+	78.7	0.733	71.000000	95.0	22.0	4.32	1.19e-30	42.52	1.56e-116	0.85
chr2-409	chr2	181231816	181231908	+	78.3	0.733	65.000000	94.5	15.5	6.10	1.59e-41	15.65	3.82e-76	0.92
chr8-233	chr8	13288037	13288129	+	78.3	0.570	70.500000	95.5	20.0	4.78	9.98e-34	15.59	5.39e-76	0.87
chr17-195	chr17	56031405	56031497	+	78.3	0.767	72.000000	94.5	16.5	5.73	2.11e-39	45.65	5.94e-118	0.85
chr1-234	chr1	133763776	133763868	+	77.8	0.742	72.500000	94.0	22.5	4.18	2.59e-29	40.06	2.25e-110	0.83
chr2-367	chr2	119419950	119420042	+	77.8	0.819	66.000000	94.5	20.0	4.72	4.75e-33	40.03	9.71e-112	0.91
chr4-327	chr4	106986892	106986984	+	77.8	0.816	66.500000	94.0	20.5	4.59	2.96e-32	39.70	7.01e-108	0.90
chr7-562	chr7	125855966	125856058	+	77.8	0.759	60.500000	95.5	13.5	7.07	3.72e-47	39.39	4.16e-111	0.99
chr9-129	chr9	44215627	44215719	+	77.8	0.569	80.500000	94.0	20.5	4.59	2.96e-32	21.42	3.81e-87	0.75
chr11-365	chr11	11361965	11362057	+	77.8	0.690	65.000000	95.0	22.0	4.32	1.19e-30	33.30	1.65e-104	0.92
chr12-185	chr12	84861315	84861407	+	77.8	0.729	68.000000	94.0	21.0	4.48	1.74e-31	32.09	3.76e-104	0.90
chr15-142	chr15	3220675	3220767	+	77.8	0.667	72.000000	94.0	15.0	6.27	1.19e-42	29.10	3.14e-99	0.83
chr16-143	chr16	37539857	37539949	+	77.8	0.685	70.000000	94.0	23.0	4.09	1.25e-28	22.49	3.12e-89	0.86
chr17-170	chr17	85489847	85489939	+	77.8	0.675	74.000000	94.0	17.5	5.37	1.98e-37	27.85	1.47e-98	0.85
chr5-341	chr5	31797002	31797094	+	77.4	0.842	64.000000	94.0	19.0	4.95	1.03e-34	47.60	4.11e-117	0.95
chr5-213	chr5	110605525	110605617	+	77.4	0.721	71.500000	93.5	20.5	4.56	1.36e-31	32.85	1.16e-102	0.86
chr6-183	chr6	56874018	56874110	+	77.4	0.550	71.500000	94.0	21.5	4.37	9.70e-31	22.53	4.22e-89	0.84
chr7-248	chr7	54175236	54175328	+	77.4	0.627	74.500000	94.0	21.5	4.37	9.70e-31	28.75	1.51e-98	0.80
chr9-248	chr9	22030073	22030165	+	77.4	0.643	67.500000	93.5	18.5	5.05	6.99e-35	21.80	5.02e-88	0.89
chr10-257	chr10	84039152	84039244	+	77.4	0.589	68.500000	95.5	23.5	4.06	1.42e-28	15.60	4.88e-75	0.89
chr12-200	chr12	103664660	103664752	+	77.4	0.767	66.000000	93.5	21.0	4.45	7.81e-31	23.97	1.72e-91	0.89
chr14-189	chr14	56159034	56159126	+	77.4	0.714	64.500000	93.5	18.0	5.19	8.95e-36	24.96	4.62e-93	0.91
chr19-93	chr19	8894235	8894327	+	77.4	0.528	73.500000	94.5	15.5	6.10	1.59e-41	12.44	9.60e-67	0.82
chr3-180	chr3	53264176	53264268	+	77.0	0.732	74.000000	93.0	22.0	4.23	2.20e-29	12.02	1.75e-65	0.80
chr6-185	chr6	113327884	113327976	+	77.0	0.521	71.500000	93.0	20.5	4.54	1.36e-31	14.79	1.09e-71	0.84
chr6-255	chr6	128374624	128374716	+	77.0	0.669	66.500000	93.0	21.5	4.33	4.25e-30	25.31	8.48e-94	0.91
chr8-373	chr8	113580125	113580217	+	77.0	0.797	62.500000	93.0	12.0	7.75	1.41e-49	23.85	1.43e-89	0.96
chr11-426	chr11	40506165	40506257	+	77.0	0.788	62.500000	93.5	20.0	4.67	2.24e-32	26.28	2.90e-95	0.95
chr12-280	chr12	84861315	84861407	+	77.0	0.746	59.500000	93.0	16.5	5.64	1.20e-38	31.26	5.87e-101	1.03
chr15-131	chr15	3184287	3184379	+	77.0	0.759	73.500000	94.0	19.5	4.82	7.20e-34	36.03	1.35e-107	0.81
chr2-166	chr2	5872256	5872348	+	76.6	0.499	77.500000	92.5	10.0	9.25	4.09e-55	23.32	1.78e-89	0.77
chr12-304	chr12	32036282	32036374	+	76.6	0.734	58.000000	93.5	18.5	5.05	6.99e-35	34.94	2.87e-105	1.03
chr4-448	chr4	120498371	120498463	+	76.2	0.788	61.500000	92.5	20.0	4.62	1.04e-31	18.16	1.44e-76	0.97
chr5-328	chr5	122714435	122714527	+	76.2	0.721	65.000000	92.0	18.5	4.97	3.52e-34	31.34	9.07e-100	0.90
chr5-366	chr5	136108482	136108574	+	76.2	0.728	63.000000	92.0	20.0	4.60	1.04e-31	32.94	5.50e-103	0.95
chr8-161	chr8	48799601	48799693	+	76.2	0.574	77.000000	92.5	20.5	4.51	6.18e-31	15.39	6.19e-74	0.77
chr8-266	chr8	74967646	74967738	+	76.2	0.732	69.000000	93.0	21.0	4.43	7.81e-31	27.61	6.23e-95	0.88
chr10-256	chr10	80392669	80392761	+	76.2	0.717	68.500000	92.0	17.0	5.41	6.47e-37	13.48	4.34e-68	0.86
chr11-277	chr11	110927371	110927463	+	76.2	0.777	70.000000	92.5	18.0	5.14	4.64e-35	24.26	3.44e-91	0.84
chr17-399	chr17	74888735	74888827	+	76.2	0.766	59.500000	93.5	23.0	4.07	5.13e-28	38.24	1.29e-107	1.00
chr5-460	chr5	152453788	152453880	+	75.8	0.806	59.500000	91.5	14.5	6.31	2.14e-41	33.89	5.58e-103	1.00
chr10-299	chr10	127930946	127931038	+	75.8	0.672	66.500000	92.0	21.5	4.28	1.85e-29	10.44	8.08e-59	0.90
chr18-86	chr18	32070894	32070986	+	75.8	0.641	75.500000	91.5	22.0	4.16	3.92e-28	20.56	9.02e-84	0.78
chr2-352	chr2	69735184	69735276	+	75.4	0.787	66.500000	91.0	19.5	4.67	7.88e-32	23.36	8.70e-89	0.89
chr4-235	chr4	73897801	73897893	+	75.4	0.633	72.000000	91.5	19.5	4.69	7.88e-32	22.47	2.59e-87	0.83
chr8-347	chr8	35217504	35217596	+	75.4	0.725	64.000000	91.0	22.0	4.14	3.92e-28	18.56	2.83e-79	0.95
chr9-186	chr9	50411935	50412027	+	75.4	0.757	73.500000	92.5	19.0	4.87	2.50e-33	33.72	8.85e-103	0.83
chr12-178	chr12	88607248	88607340	+	75.4	0.720	69.000000	91.0	18.5	4.92	1.76e-33	18.81	1.46e-79	0.85
chr17-313	chr17	74794871	74794963	+	75.4	0.786	64.000000	91.0	18.5	4.92	1.76e-33	33.13	8.59e-101	0.92
chr18-209	chr18	44917491	44917583	+	75.4	0.802	62.000000	92.0	16.5	5.58	6.80e-38	38.02	2.17e-107	0.99
chr6-430	chr6	13821455	13821547	+	74.9	0.750	56.500000	93.0	14.0	6.64	3.28e-44	26.34	3.93e-92	1.07
chr8-303	chr8	40705291	40705383	+	74.9	0.800	66.500000	90.5	18.5	4.89	8.66e-33	29.87	4.45e-97	0.90
chr8-177	chr8	47772329	47772421	+	74.9	0.619	75.000000	91.5	18.0	5.08	2.38e-34	41.01	1.03e-107	0.80
chr14-204	chr14	67691294	67691386	+	74.9	0.685	63.000000	90.5	21.0	4.31	6.62e-29	31.77	3.37e-99	0.93
chr15-167	chr15	51708931	51709023	+	74.9	0.773	70.000000	90.5	14.0	6.46	9.37e-42	42.42	2.07e-110	0.84
chr18-98	chr18	26041996	26042088	+	74.9	0.749	73.500000	90.5	14.0	6.46	9.37e-42	26.45	2.76e-92	0.80
chr4-599	chr4	12016446	12016538	+	74.5	0.845	56.000000	90.5	17.0	5.32	1.88e-35	19.46	6.18e-80	1.04
chr4-322	chr4	43573349	43573441	+	74.5	0.725	66.500000	90.0	21.0	4.29	6.62e-29	7.58	4.19e-46	0.88
chr4-273	chr4	115893921	115894013	+	74.5	0.554	69.500000	90.0	17.0	5.29	1.88e-35	18.50	1.43e-76	0.85
chr5-395	chr5	130322770	130322862	+	74.5	0.833	62.000000	90.0	16.0	5.62	2.16e-37	67.76	2.26e-128	0.95
chr7-194	chr7	109213877	109213969	+	74.5	0.657	78.500000	94.0	21.5	4.37	9.70e-31	39.64	1.94e-106	0.77
chr12-184	chr12	66176486	66176578	+	74.5	0.864	68.000000	90.5	19.0	4.76	5.83e-32	11.74	1.04e-61	0.86
chr16-257	chr16	57181417	57181509	+	74.5	0.750	61.000000	90.5	13.0	6.96	3.19e-44	27.53	5.88e-92	0.97
chr6-306	chr6	128429928	128430020	+	74.1	0.828	63.500000	92.0	9.5	9.68	5.98e-57	66.77	2.09e-126	0.93
chr9-173	chr9	20877936	20878028	+	74.1	0.785	74.500000	89.5	15.5	5.77	1.18e-37	46.94	5.02e-113	0.80
